,emotion,statements,situation,gender,mfcc
datasources\LDC_male\wav\5BD1s1781.wav,boredom,three thousand five,conversation,male,"[-383.0623779296875, 173.49525451660156, -19.15073585510254, 25.158493041992188, 22.342208862304688, 0.6160216331481934, 17.837553024291992, -2.7912585735321045, 3.0881357192993164, 14.043783187866211, -2.690976142883301, 0.8462128639221191, 0.21184462308883667, 1.1838359832763672, 4.518594741821289, -12.288153648376465, -6.360245227813721, 5.556884288787842, -2.65877628326416, 2.202169179916382]"
datasources\LDC_male\wav\5BD1s2070.wav,boredom,june twenty fourth,conversation,male,"[-365.7100524902344, 166.1072540283203, -61.49947738647461, 50.82018280029297, 17.844310760498047, -3.903623342514038, 35.15104293823242, -15.443254470825195, 6.999471664428711, 20.93318748474121, -16.135276794433594, 7.676265716552734, 3.8726961612701416, -5.964303970336914, 7.6037092208862305, -7.812596797943115, 0.38354000449180603, 6.082210063934326, -4.942906856536865, 3.764859676361084]"
datasources\LDC_male\wav\5BD1s2071.wav,boredom,june twenty fourth,conversation,male,"[-367.309326171875, 166.83663940429688, -66.27640533447266, 51.76857376098633, 18.234378814697266, -11.519137382507324, 29.172382354736328, -14.429702758789062, 8.27785873413086, 20.28522491455078, -15.776520729064941, 9.133612632751465, 4.5933637619018555, -6.370009422302246, 6.9614739418029785, -8.05896282196045, 1.5365335941314697, 7.145613670349121, -6.581109046936035, 3.600553512573242]"
datasources\LDC_male\wav\5BD1s2090.wav,boredom,nine thousand ten,conversation,male,"[-467.1176452636719, 181.110595703125, -26.605365753173828, 46.78421401977539, 24.534011840820312, -5.966308116912842, 30.353931427001953, 0.33505794405937195, -0.31218722462654114, 18.340286254882812, 3.6371867656707764, 6.863841533660889, 1.0001202821731567, 2.2218573093414307, 8.613485336303711, -10.932612419128418, -1.7927244901657104, 9.64130973815918, -3.247992515563965, 2.577225923538208]"
datasources\LDC_male\wav\5BD1s2091.wav,boredom,nine thousand ten,conversation,male,"[-478.0870361328125, 181.37307739257812, -10.946450233459473, 39.09157180786133, 20.911888122558594, -0.6443000435829163, 27.707916259765625, -3.7898333072662354, -1.1560962200164795, 22.23283576965332, 4.352148532867432, 1.286630630493164, 0.8323771953582764, 1.4760044813156128, 3.3363869190216064, -11.098859786987305, -0.21028022468090057, 10.73188304901123, -1.4726755619049072, 2.6232569217681885]"
datasources\LDC_male\wav\5BD1s2092.wav,boredom,nine thousand ten,conversation,male,"[-382.2494201660156, 168.26812744140625, -23.464933395385742, 48.96170425415039, 22.51432991027832, -3.6832244396209717, 30.64801597595215, -6.3898234367370605, -0.26148921251296997, 22.2477970123291, -4.880829811096191, -1.3977543115615845, 3.384765386581421, -1.5621397495269775, 0.41502127051353455, -10.350944519042969, -0.92798912525177, 7.5389018058776855, -0.6901999115943909, 6.094577312469482]"
datasources\LDC_male\wav\5BD1s2093.wav,boredom,nine thousand ten,conversation,male,"[-404.5871887207031, 168.67172241210938, -6.914942264556885, 46.12700653076172, 22.187931060791016, -3.5762546062469482, 25.129302978515625, -1.2222614288330078, 2.0728466510772705, 17.547439575195312, -2.4036006927490234, 0.0573994405567646, 3.0877299308776855, 3.259491205215454, 1.8492170572280884, -13.480790138244629, -2.435760021209717, 6.6786932945251465, -2.030590057373047, 4.1531572341918945]"
datasources\LDC_male\wav\5BD1s3260.wav,boredom,june twenty-fourth,conversation,male,"[-554.4628295898438, 197.2658233642578, -35.33073425292969, 46.47582244873047, 15.824234008789062, 1.2839630842208862, 37.88774108886719, -10.906059265136719, 6.20890474319458, 22.174880981445312, -9.323927879333496, 5.5839643478393555, 1.0579214096069336, -0.11278422921895981, 11.275928497314453, -8.145010948181152, 0.6575758457183838, 2.8873097896575928, -8.23561954498291, 10.57970142364502]"
datasources\LDC_male\wav\5BD1s3460.wav,boredom,seventy-eight,conversation,male,"[-310.15496826171875, 174.63446044921875, -65.852294921875, 42.826271057128906, 21.813461303710938, 7.325123310089111, 49.97434616088867, -6.16389799118042, 3.6400156021118164, 18.61669158935547, -16.318988800048828, 5.1444478034973145, 2.9723596572875977, -9.959696769714355, 4.01615047454834, -8.65277099609375, -6.919445514678955, -0.7434917688369751, -4.696737289428711, 3.9056499004364014]"
datasources\LDC_male\wav\5BD1s3461.wav,boredom,seventy-eight,conversation,male,"[-458.1748352050781, 187.95338439941406, -35.262481689453125, 27.719955444335938, 27.743492126464844, 27.787517547607422, 50.99586486816406, -1.5395909547805786, 8.594123840332031, 25.485240936279297, -10.624390602111816, -4.140601634979248, 1.4753286838531494, -0.029000654816627502, 5.967935562133789, -10.357987403869629, -2.1276040077209473, 6.971441268920898, -6.027313232421875, 2.1026835441589355]"
datasources\LDC_male\wav\5DG1s2460.wav,disgust,december first,conversation,male,"[-366.26007080078125, 125.26282501220703, -49.38718795776367, 45.74680709838867, 14.62733268737793, -9.604750633239746, 25.659709930419922, -4.408636569976807, 11.75722599029541, 16.738101959228516, -7.348402976989746, 10.0058012008667, -2.8245110511779785, -6.680437088012695, 7.954949855804443, -8.667720794677734, 0.08853542059659958, 5.709583282470703, -6.568813323974609, 2.536831855773926]"
datasources\LDC_male\wav\5HA1s1140.wav,hot anger,two thousand eight,conversation,male,"[-410.4223327636719, 131.4075927734375, -89.26904296875, 19.336692810058594, 2.655898094177246, -7.1791090965271, 31.72332763671875, -21.633150100708008, -13.7425537109375, 4.095841884613037, -11.923778533935547, 0.8941172957420349, -16.5039119720459, -10.910677909851074, 3.612748384475708, -22.74867057800293, -6.478103160858154, 3.624077558517456, -13.265412330627441, -0.9329409599304199]"
datasources\LDC_male\wav\5HA1s1141.wav,hot anger,two thousand eight,conversation,male,"[-431.05828857421875, 133.68658447265625, -73.98573303222656, 18.742713928222656, 10.278121948242188, -6.951680660247803, 24.3135929107666, -18.87506103515625, -11.631073951721191, 8.638590812683105, -12.534988403320312, -3.5658953189849854, -4.734338283538818, -5.0183634757995605, -1.845914363861084, -18.04732894897461, -2.178236961364746, 2.0901553630828857, -15.368097305297852, -1.557537317276001]"
datasources\LDC_male\wav\5HA1s1150.wav,hot anger,fifteen hundred,conversation,male,"[-319.9893798828125, 124.46806335449219, -67.72164916992188, 24.873456954956055, 16.18092155456543, -0.678537905216217, 32.00347137451172, -4.647247314453125, 0.30366066098213196, 12.98464298248291, -5.770554542541504, 4.612039089202881, -3.235139846801758, -4.601849555969238, 5.5953145027160645, -10.332206726074219, -1.2800002098083496, 5.856326580047607, -7.461300849914551, -0.8438192009925842]"
datasources\LDC_male\wav\5HA1s2620.wav,hot anger,one thousand six,conversation,male,"[-404.6553955078125, 115.96232604980469, -68.28436279296875, 24.25714874267578, -0.19784322381019592, -10.72569751739502, 29.402658462524414, -19.863447189331055, -16.05038070678711, 3.932976007461548, -9.3511381149292, 5.598089694976807, -9.099081993103027, -13.797292709350586, 1.7692935466766357, -15.832706451416016, -6.5629706382751465, 4.397210597991943, -9.780113220214844, -3.489677667617798]"
datasources\LDC_male\wav\5HA1s2621.wav,hot anger,one thousand six,conversation,male,"[-392.76385498046875, 93.94966125488281, -72.70878601074219, 31.45134925842285, 2.166846513748169, -18.07991600036621, 22.836244583129883, -19.81757354736328, -13.247206687927246, 5.166133880615234, -12.199979782104492, 1.813195824623108, -7.664403915405273, -10.151103973388672, 1.9711365699768066, -14.813395500183105, -1.5985469818115234, 7.1225199699401855, -11.048178672790527, -3.1053624153137207]"
datasources\LDC_male\wav\5HA1s2720.wav,hot anger,august eighteenth,conversation,male,"[-253.9094696044922, 115.12158966064453, -77.83483123779297, 37.4618034362793, 16.74089241027832, -4.75069522857666, 37.209312438964844, -6.297327041625977, -3.9281067848205566, 8.340431213378906, -10.841090202331543, 4.459136486053467, -5.446084976196289, -4.951114177703857, 10.092825889587402, -10.553977012634277, -3.421036720275879, 5.535408020019531, -6.776941776275635, 0.2549739181995392]"
datasources\LDC_male\wav\5HA1s2721.wav,hot anger,august eighteenth,conversation,male,"[-216.0475616455078, 128.5638427734375, -94.11084747314453, 38.669647216796875, 8.398646354675293, -11.08142375946045, 39.36338806152344, -12.831759452819824, -4.888104438781738, 7.079429626464844, -16.980226516723633, 4.293517112731934, -5.8475661277771, -3.4597110748291016, 10.297547340393066, -14.30530071258545, -0.9972805380821228, 4.9895710945129395, -10.554149627685547, 1.438610553741455]"
datasources\LDC_male\wav\5HA1s2730.wav,hot anger,four hundred one,conversation,male,"[-384.42022705078125, 136.80596923828125, -22.20207977294922, 27.027053833007812, 17.023590087890625, -1.6489670276641846, 19.874719619750977, -9.117085456848145, -9.781242370605469, 9.56015396118164, 0.12412285059690475, 2.6084465980529785, -3.29752516746521, -9.740675926208496, -2.0894036293029785, -6.971037864685059, -1.5904279947280884, 4.298154354095459, -5.852671146392822, -3.065538167953491]"
datasources\LDC_male\wav\5HA1s2731.wav,hot anger,four hundred one,conversation,male,"[-384.3507080078125, 157.51025390625, -32.384185791015625, 23.836759567260742, 4.135896682739258, -15.797168731689453, 20.190059661865234, -14.856921195983887, -21.961048126220703, 0.29907017946243286, -8.99802303314209, -2.8708877563476562, -5.631618976593018, -10.802995681762695, -4.0580668449401855, -15.249801635742188, -8.137713432312012, 3.6501123905181885, -9.534713745117188, -8.993685722351074]"
datasources\LDC_male\wav\5HA1s2740.wav,hot anger,june seventeenth,conversation,male,"[-370.0743713378906, 143.92222595214844, -87.02161407470703, 54.3575553894043, 20.800081253051758, -12.307811737060547, 41.52261734008789, -4.961370468139648, 3.381808280944824, 17.73084831237793, -11.674409866333008, 9.229716300964355, 2.9704043865203857, -3.022336006164551, 10.899711608886719, -8.017935752868652, -0.8576502203941345, 5.331315040588379, -6.38499641418457, 3.489386558532715]"
datasources\LDC_male\wav\5HA1s2741.wav,hot anger,june seventeenth,conversation,male,"[-253.9019012451172, 146.6632843017578, -87.5445327758789, 25.780141830444336, 11.381579399108887, -3.715695381164551, 39.83771896362305, -11.023215293884277, -2.9538519382476807, 16.368181228637695, -11.419528007507324, 0.399165540933609, -4.916756629943848, -3.8733959197998047, 9.792709350585938, -13.33505630493164, -7.058915138244629, 5.539943695068359, -3.9961323738098145, 1.1598297357559204]"
datasources\LDC_male\wav\5HA1s2750.wav,hot anger,nine hundred two,conversation,male,"[-291.8494567871094, 145.87828063964844, -68.36756134033203, 23.694122314453125, -2.4379613399505615, -19.176382064819336, 30.82582664489746, -17.42551612854004, -22.832378387451172, 1.9236189126968384, -10.276440620422363, -0.7793481945991516, -11.429436683654785, -14.217241287231445, -1.1284741163253784, -18.20242691040039, -6.925465106964111, 6.951745986938477, -7.990355491638184, -3.552968740463257]"
datasources\LDC_male\wav\5HA1s2760.wav,hot anger,september fourth,conversation,male,"[-257.61859130859375, 114.23883819580078, -67.42887878417969, 36.9240837097168, 6.928173065185547, -17.650999069213867, 27.457969665527344, -11.3964262008667, -6.573431491851807, 9.232380867004395, -11.345670700073242, 5.530704975128174, -1.7292144298553467, -10.420063018798828, 3.7066099643707275, -7.34282112121582, -0.37064459919929504, 5.569531440734863, -6.2228617668151855, 2.6958320140838623]"
datasources\LDC_male\wav\5HA1s2761.wav,hot anger,september fourth,conversation,male,"[-254.27865600585938, 124.98555755615234, -67.8505630493164, 38.12980651855469, 8.11004638671875, -19.47701644897461, 23.131072998046875, -12.97620677947998, -2.9119808673858643, 10.361312866210938, -13.986736297607422, 3.5990288257598877, -0.9456309080123901, -7.290118217468262, 2.899876594543457, -10.999662399291992, -0.9624817371368408, 3.826965093612671, -9.49436092376709, 2.4808647632598877]"
datasources\LDC_male\wav\5HA1s2770.wav,hot anger,six thousand four,conversation,male,"[-341.24639892578125, 104.95039367675781, -66.3912582397461, 25.209278106689453, -0.5861309170722961, -15.088689804077148, 28.11064338684082, -15.023112297058105, -15.47490119934082, 2.9011456966400146, -10.522320747375488, 2.870561361312866, -6.943898677825928, -11.9683198928833, 0.8492707014083862, -12.916640281677246, -3.4918711185455322, 7.230591297149658, -5.602923393249512, -1.886084794998169]"
datasources\LDC_male\wav\5HA1s2771.wav,hot anger,six thousand four,conversation,male,"[-368.9700622558594, 101.6484375, -60.357818603515625, 23.15852165222168, -3.5030531883239746, -17.823305130004883, 24.508289337158203, -15.915051460266113, -18.27614974975586, 1.2380321025848389, -8.660240173339844, -0.03998952358961105, -11.236087799072266, -10.793922424316406, 0.9477100968360901, -17.025869369506836, -5.6254448890686035, 6.456258296966553, -9.388863563537598, -5.205808639526367]"
datasources\LDC_male\wav\5HA1s2780.wav,hot anger,three hundred one,conversation,male,"[-431.3952941894531, 149.58201599121094, -49.6570930480957, 12.684083938598633, 0.6760589480400085, -6.06099796295166, 25.258028030395508, -17.37104606628418, -14.198602676391602, 7.928050994873047, -2.87943434715271, 2.5325403213500977, -11.812230110168457, -12.131507873535156, 3.266873598098755, -14.632412910461426, -10.720022201538086, 0.947364330291748, -8.259322166442871, -3.851318120956421]"
datasources\LDC_male\wav\5HA1s2781.wav,hot anger,three hundred one,conversation,male,"[-346.82275390625, 141.50009155273438, -51.32274627685547, 11.874818801879883, -8.4529447555542, -13.85456371307373, 23.95790672302246, -19.66935920715332, -18.878190994262695, 3.326902151107788, -5.109147071838379, 1.1112536191940308, -14.776751518249512, -12.584321022033691, 4.026848316192627, -16.40779685974121, -11.327987670898438, 0.9946834444999695, -10.638785362243652, -6.736135005950928]"
datasources\LDC_male\wav\5HA1s3090.wav,hot anger,one one thousand six,conversation,male,"[-407.7420654296875, 114.38825988769531, -86.74736785888672, 48.21506881713867, 4.572020530700684, -27.426733016967773, 28.28425407409668, -19.553916931152344, -12.065943717956543, 8.875531196594238, -13.830209732055664, 3.932264804840088, -7.389256477355957, -10.757741928100586, 5.518038749694824, -16.11473846435547, -2.512897253036499, 11.159646034240723, -9.75329875946045, -5.3170599937438965]"
datasources\LDC_male\wav\5HA1s3100.wav,hot anger,two thousand and eight,conversation,male,"[-329.4887390136719, 113.68196105957031, -71.80213928222656, 8.762194633483887, -3.2377049922943115, -8.133947372436523, 30.091888427734375, -13.50850772857666, -12.053743362426758, 5.518686771392822, -10.293989181518555, -0.41794553399086, -9.381607055664062, -10.412676811218262, 0.9792540669441223, -15.853645324707031, -2.953596591949463, 8.79696273803711, -8.623023986816406, -3.8286783695220947]"
datasources\LDC_male\wav\5HA1s3390.wav,hot anger,may twenty-eighth,conversation,male,"[-424.5403747558594, 188.34783935546875, -76.72227478027344, 33.695926666259766, 18.161128997802734, 4.64996337890625, 50.73243713378906, -2.448888063430786, 3.464273452758789, 15.884270668029785, -14.576010704040527, 2.683288812637329, -2.2432613372802734, -3.238312005996704, 11.048705101013184, -9.112578392028809, -2.7563281059265137, 0.6158217787742615, -13.724255561828613, -0.3728467524051666]"
datasources\LDC_male\wav\5HP1s0630.wav,happy,march thirtieth,conversation,male,"[-214.33628845214844, 126.83350372314453, -64.89216613769531, 23.302940368652344, 6.268521308898926, -9.075125694274902, 29.723163604736328, -4.867708206176758, 1.569790005683899, 14.205016136169434, -5.4492340087890625, 3.137333869934082, -8.2655029296875, -7.346087455749512, 8.803313255310059, -7.909494400024414, -4.63083028793335, 0.44172850251197815, -8.08780574798584, 2.030348300933838]"
datasources\LDC_male\wav\5HP1s0631.wav,happy,march thirtieth,conversation,male,"[-313.0340270996094, 119.02727508544922, -42.93187713623047, 36.03488540649414, 16.798898696899414, -1.8896266222000122, 31.176660537719727, -0.9578576683998108, 2.8764150142669678, 14.41499137878418, -5.0877766609191895, 4.717031955718994, -0.7166420221328735, -5.54551887512207, 4.67984676361084, -6.058326244354248, -1.7039949893951416, 2.9195799827575684, -5.499502658843994, 1.5566976070404053]"
datasources\LDC_male\wav\5HP1s0670.wav,happy,one hundred eight,conversation,male,"[-283.2701110839844, 151.94882202148438, -70.5274887084961, 18.06035804748535, 0.5634843111038208, -11.835040092468262, 26.82489013671875, -19.050247192382812, -9.307534217834473, 7.147654056549072, -19.393930435180664, -2.2282707691192627, -4.949978828430176, -15.775188446044922, -7.881204128265381, -15.2738037109375, -0.8066793084144592, 1.7344818115234375, -14.292520523071289, -2.8876192569732666]"
datasources\LDC_male\wav\5HP1s0671.wav,happy,one hundred eight,conversation,male,"[-456.983154296875, 144.2709503173828, -31.793903350830078, 26.03509521484375, 13.5023193359375, 7.216650485992432, 30.85114860534668, -12.445135116577148, -7.495320796966553, 9.810128211975098, -5.246413707733154, 4.966319561004639, -2.527482032775879, -8.965113639831543, 0.5517619848251343, -8.86352825164795, -2.470975399017334, 1.8528876304626465, -7.8981757164001465, -1.6281375885009766]"
datasources\LDC_male\wav\5HP1s0672.wav,happy,one hundred eight,conversation,male,"[-305.470458984375, 148.72201538085938, -64.19518280029297, 23.14296531677246, 2.018254041671753, -8.277685165405273, 30.918184280395508, -22.59102439880371, -14.92353343963623, 9.947163581848145, -15.294084548950195, -3.494925022125244, -7.119799613952637, -17.79197883605957, -9.868352890014648, -16.226882934570312, -1.0634922981262207, 2.332566261291504, -13.610310554504395, -1.4285842180252075]"
datasources\LDC_male\wav\5HP1s1290.wav,happy,december sixth,conversation,male,"[-162.4208984375, 114.36563110351562, -101.94622039794922, 42.23593521118164, -0.6862624287605286, -21.41438102722168, 34.81574630737305, -16.139509201049805, 2.5043532848358154, 14.335083961486816, -13.475531578063965, 11.847521781921387, -7.3661956787109375, -10.49592113494873, 11.094332695007324, -12.782647132873535, -1.1719311475753784, 6.643486499786377, -8.071330070495605, 3.2264556884765625]"
datasources\LDC_male\wav\5HP1s1291.wav,happy,december sixth,conversation,male,"[-195.58184814453125, 103.34586334228516, -89.12808990478516, 43.49923324584961, 1.8289979696273804, -19.364465713500977, 35.03340530395508, -10.36436939239502, 5.074915885925293, 15.956229209899902, -13.658035278320312, 9.331515312194824, -3.1386234760284424, -10.519327163696289, 6.469007968902588, -10.153037071228027, 0.18145953118801117, 6.767528057098389, -5.455680847167969, 2.2410802841186523]"
datasources\LDC_male\wav\5HP1s1310.wav,happy,eight hundred three,conversation,male,"[-277.1687927246094, 111.66441345214844, -56.510616302490234, 23.658340454101562, 10.41284465789795, 2.448505163192749, 35.568885803222656, -6.672564506530762, -3.48050856590271, 13.337897300720215, -3.716728448867798, 4.983959197998047, -4.491364479064941, -8.194539070129395, 4.9166483879089355, -7.660305976867676, -1.9799385070800781, 4.127756118774414, -8.282018661499023, -1.8208292722702026]"
datasources\LDC_male\wav\5HP1s1311.wav,happy,eight hundred three,conversation,male,"[-241.80763244628906, 121.2274398803711, -75.90846252441406, 32.022850036621094, 8.173504829406738, -5.301265716552734, 38.5369987487793, -9.540148735046387, -2.664257049560547, 8.271981239318848, -17.54183578491211, 6.006194114685059, -0.52457195520401, -12.604195594787598, 0.24880249798297882, -11.503544807434082, -3.721076726913452, 0.41932573914527893, -9.320103645324707, 4.400793552398682]"
datasources\LDC_male\wav\5HP1s1420.wav,happy,four thousand three,conversation,male,"[-430.6369323730469, 90.46749877929688, -10.667349815368652, 23.881298065185547, 4.8940277099609375, -0.14016175270080566, 26.78874397277832, -0.978882372379303, -7.2775163650512695, 8.081600189208984, 1.4951320886611938, -0.001260993187315762, -6.717602729797363, -7.348643779754639, -0.6409934163093567, -9.043800354003906, -5.775595188140869, 1.733366847038269, -3.546208143234253, -4.100374221801758]"
datasources\LDC_male\wav\5HP1s1421.wav,happy,four thousand three,conversation,male,"[-271.99609375, 109.94451141357422, -65.47579193115234, 31.696653366088867, -0.19415594637393951, -16.1204833984375, 29.440711975097656, -15.951647758483887, -9.443099021911621, 10.703802108764648, -12.367827415466309, 1.6599568128585815, -2.9892845153808594, -9.10498332977295, 1.1882973909378052, -13.900002479553223, -4.109501361846924, 2.596297025680542, -13.246804237365723, -3.0223355293273926]"
datasources\LDC_male\wav\5HP1s1580.wav,happy,november tenth,conversation,male,"[-291.569580078125, 150.9541473388672, -40.49080276489258, 18.337268829345703, 1.5822749137878418, -2.8539464473724365, 25.136680603027344, -17.61125946044922, -0.6630256772041321, 20.74589729309082, -8.80746078491211, -2.5378451347351074, -2.5759923458099365, -7.348667144775391, 2.335508346557617, -8.078012466430664, -6.751687049865723, 0.21419332921504974, -1.7444429397583008, 1.1868765354156494]"
datasources\LDC_male\wav\5HP1s1581.wav,happy,november tenth,conversation,male,"[-277.6692199707031, 162.88766479492188, -56.35353469848633, 29.48161506652832, 10.521214485168457, -14.605645179748535, 25.010122299194336, -8.136384963989258, -0.6964563727378845, 17.01224708557129, -7.898049354553223, -1.2732748985290527, -5.706705570220947, -8.436579704284668, 4.458580493927002, -9.237117767333984, -5.221058368682861, 3.582944631576538, -6.069549560546875, -2.7410740852355957]"
datasources\LDC_male\wav\5HP1s1582.wav,happy,november tenth,conversation,male,"[-257.3682556152344, 119.48654174804688, -41.447265625, 31.92464256286621, 9.633963584899902, -12.849623680114746, 22.500728607177734, -6.460111618041992, -3.496455192565918, 12.980805397033691, -5.7540202140808105, 2.2086691856384277, 1.1013109683990479, -7.917318820953369, -2.6784422397613525, -7.457239627838135, 0.10268082469701767, 4.395266056060791, -4.946125507354736, -1.8772809505462646]"
datasources\LDC_male\wav\5HP1s1730.wav,happy,ten thousand four,conversation,male,"[-369.4658203125, 125.19015502929688, -36.58199691772461, 46.77354049682617, 9.025659561157227, -18.082731246948242, 25.769784927368164, -14.182586669921875, -15.736587524414062, 10.162060737609863, -9.873396873474121, -7.312173366546631, -6.182355880737305, -9.606184959411621, -5.041788578033447, -14.350428581237793, -1.9640374183654785, 6.780819416046143, -8.274246215820312, -6.030320167541504]"
datasources\LDC_male\wav\5HP1s1731.wav,happy,ten thousand four,conversation,male,"[-358.9122314453125, 120.50261688232422, -34.29057693481445, 36.95281982421875, 6.1842803955078125, -13.069513320922852, 25.138219833374023, -11.229292869567871, -14.404526710510254, 1.589203953742981, -11.626969337463379, -1.1207709312438965, -5.129844665527344, -11.106328964233398, -4.793628215789795, -13.480629920959473, -3.236394166946411, 4.046661853790283, -5.844934463500977, -2.463501453399658]"
datasources\LDC_male\wav\5HP1s1732.wav,happy,ten thousand four,conversation,male,"[-376.42742919921875, 127.57415771484375, -40.80510711669922, 35.02935028076172, 5.535172462463379, -18.294260025024414, 22.447856903076172, -13.018143653869629, -16.333410263061523, 4.230495452880859, -10.252304077148438, -3.437511920928955, -5.651921272277832, -10.715678215026855, -5.275148868560791, -12.939492225646973, 0.7649443745613098, 7.610437393188477, -8.613759994506836, -3.6689088344573975]"
datasources\LDC_male\wav\5HP1s2030.wav,happy,five thousand eight,conversation,male,"[-204.32089233398438, 139.87232971191406, -78.34925079345703, 34.52470779418945, 13.085508346557617, -3.5496716499328613, 34.418216705322266, -17.228586196899414, -6.708730697631836, 5.605904579162598, -17.61449432373047, 7.80694580078125, -2.0104761123657227, -12.315295219421387, 3.3124725818634033, -8.444570541381836, -1.2112374305725098, 0.40021812915802, -7.745445251464844, 5.104730129241943]"
datasources\LDC_male\wav\5HP1s2031.wav,happy,five thousand eight,conversation,male,"[-501.8639221191406, 162.2344970703125, -47.781158447265625, 41.283443450927734, 15.836880683898926, 1.1299365758895874, 43.80767822265625, -3.1308481693267822, -0.33206453919410706, 16.865732192993164, -3.9609296321868896, 6.2808837890625, -4.707603454589844, -5.261274337768555, 10.389216423034668, -11.462669372558594, -7.917489528656006, 4.330817699432373, -4.924076557159424, 0.32858580350875854]"
datasources\LDC_male\wav\5HP1s2170.wav,happy,three thousand three,conversation,male,"[-489.30706787109375, 156.53855895996094, -72.17179870605469, 52.98448944091797, 14.9647216796875, -5.38193941116333, 43.281494140625, -9.116930961608887, 4.488229751586914, 15.276845932006836, -13.720261573791504, 9.652061462402344, -3.5500645637512207, -9.208538055419922, 7.017197132110596, -12.835686683654785, -1.9679696559906006, 2.7006402015686035, -10.646265983581543, 2.5634689331054688]"
datasources\LDC_male\wav\5HP1s2171.wav,happy,three thousand three,conversation,male,"[-494.6352844238281, 155.05751037597656, -72.54767608642578, 53.82655334472656, 15.064935684204102, -5.965185165405273, 43.541748046875, -9.2155179977417, 4.919516563415527, 15.797486305236816, -13.87242317199707, 10.119050979614258, -3.0552310943603516, -8.972277641296387, 7.471762657165527, -12.454326629638672, -1.5220892429351807, 3.051377534866333, -10.290684700012207, 3.0377914905548096]"
datasources\LDC_male\wav\5HP1s2172.wav,happy,three thousand three,conversation,male,"[-477.7677917480469, 143.8079376220703, -88.74701690673828, 53.20005416870117, 13.82666015625, -10.281681060791016, 36.743892669677734, -16.70423126220703, 5.22890043258667, 15.868739128112793, -13.807459831237793, 13.724552154541016, -2.407689094543457, -7.508566856384277, 9.210712432861328, -12.655848503112793, -1.3860890865325928, -0.36205634474754333, -12.385493278503418, 4.13694953918457]"
datasources\LDC_male\wav\5HP1s3510.wav,happy,seventy-six,conversation,male,"[-314.0827941894531, 110.1782455444336, -114.19830322265625, 53.470787048339844, -3.63535213470459, -29.634624481201172, 41.542964935302734, -16.77129554748535, -3.5397582054138184, 9.266658782958984, -22.3498592376709, 8.9193115234375, -4.0834503173828125, -11.581865310668945, 4.74746561050415, -14.990999221801758, 4.042404651641846, 5.8080549240112305, -17.207670211791992, 0.07802841812372208]"
datasources\LDC_male\wav\5NT1s0060.wav,neutral,nine thousand six,conversation,male,"[-479.57867431640625, 144.52084350585938, -41.68459701538086, 45.22859573364258, 27.74053955078125, -7.6596574783325195, 20.115798950195312, -1.0027213096618652, 10.44267749786377, 17.11124038696289, -7.636678218841553, 6.24822473526001, 4.998160362243652, -2.2082598209381104, 3.0028343200683594, -8.247797966003418, 1.047236442565918, 5.264468193054199, -3.404048442840576, 11.339303016662598]"
datasources\LDC_male\wav\5NT1s0061.wav,neutral,nine thousand six,conversation,male,"[-502.76611328125, 135.07571411132812, -49.8205680847168, 51.647525787353516, 28.053363800048828, -5.9896464347839355, 25.504077911376953, -2.3725533485412598, 10.573195457458496, 17.147687911987305, -6.944403648376465, 10.889678001403809, 3.304042100906372, -4.710072040557861, 4.940781116485596, -7.981926918029785, 2.5463814735412598, 6.310140609741211, -3.4195847511291504, 12.798847198486328]"
datasources\LDC_male\wav\5NT1s0270.wav,neutral,november fifth,conversation,male,"[-514.9566650390625, 139.8618927001953, -41.04608917236328, 42.25436019897461, 20.29691505432129, 0.2582872211933136, 33.42118453979492, -3.4897313117980957, 6.189788818359375, 19.67612075805664, -6.5423760414123535, 7.350836753845215, 6.227543830871582, -1.186536431312561, 6.808780670166016, -5.131467342376709, 1.595666766166687, 4.423552513122559, -6.66184663772583, 7.129149913787842]"
datasources\LDC_male\wav\5NT1s0271.wav,neutral,november fifth,conversation,male,"[-474.07244873046875, 139.2130584716797, -33.45058822631836, 39.631465911865234, 21.79572296142578, -0.12330228835344315, 25.195968627929688, -6.082129955291748, 5.779233932495117, 19.125423431396484, -3.9103498458862305, 7.607208251953125, 6.553912162780762, 0.28114986419677734, 4.76869535446167, -7.397401809692383, 0.2403520941734314, 3.211808919906616, -6.895908355712891, 4.9892144203186035]"
datasources\LDC_male\wav\5NT1s0450.wav,neutral,july seventh,conversation,male,"[-463.33990478515625, 148.83677673339844, -65.8800277709961, 47.19719314575195, 28.6246280670166, -7.271484851837158, 32.372344970703125, -1.3522589206695557, 2.3573784828186035, 15.244108200073242, -6.6752824783325195, 8.97730827331543, 5.634636878967285, -2.012554168701172, 5.34094762802124, -8.006558418273926, 0.23916739225387573, 5.433848857879639, -2.524118185043335, 9.644153594970703]"
datasources\LDC_male\wav\5NT1s0451.wav,neutral,july seventh,conversation,male,"[-521.1851806640625, 122.84376525878906, -45.41156768798828, 46.804466247558594, 27.07444953918457, -3.5076348781585693, 27.774555206298828, -0.5718913078308105, 4.872574329376221, 14.54826831817627, -5.437777996063232, 9.848024368286133, 8.031254768371582, 0.6708452105522156, 6.202519416809082, -6.356699466705322, 1.061267375946045, 6.044785022735596, -2.5225884914398193, 8.736668586730957]"
