,emotion,statements,situation,gender
datasources\LDC\wav\7CA1s3370.wav,cold anger,march twenty-third,conversation,female
datasources\LDC\wav\7CA1s3371.wav,cold anger,march twenty-third,conversation,female
datasources\LDC\wav\7CT1s0290.wav,contempt,sixteen hundred,conversation,female
datasources\LDC\wav\7CT1s0291.wav,contempt,sixteen hundred,conversation,female
datasources\LDC\wav\7CT1s0580.wav,contempt,five hundred ten,conversation,female
datasources\LDC\wav\7CT1s0581.wav,contempt,five hundred ten,conversation,female
datasources\LDC\wav\7CT1s0750.wav,contempt,three thousand nine,conversation,female
datasources\LDC\wav\7CT1s0751.wav,contempt,three thousand nine,conversation,female
datasources\LDC\wav\7CT1s1280.wav,contempt,december fifth,conversation,female
datasources\LDC\wav\7CT1s1281.wav,contempt,december fifth,conversation,female
datasources\LDC\wav\7CT1s1300.wav,contempt,eight hundred nine,conversation,female
datasources\LDC\wav\7CT1s1301.wav,contempt,eight hundred nine,conversation,female
datasources\LDC\wav\7CT1s1302.wav,contempt,eight hundred nine,conversation,female
datasources\LDC\wav\7CT1s1410.wav,contempt,four thousand nine,conversation,female
datasources\LDC\wav\7CT1s1411.wav,contempt,four thousand nine,conversation,female
datasources\LDC\wav\7CT1s1540.wav,contempt,nine thousand twelve,conversation,female
datasources\LDC\wav\7CT1s1541.wav,contempt,nine thousand twelve,conversation,female
datasources\LDC\wav\7CT1s2100.wav,contempt,november first,conversation,female
datasources\LDC\wav\7CT1s2101.wav,contempt,november first,conversation,female
datasources\LDC\wav\7CT1s3280.wav,contempt,june twenty-sixth,conversation,female
datasources\LDC\wav\7CT1s3281.wav,contempt,june twenty-sixth,conversation,female
datasources\LDC\wav\7CT1s3480.wav,contempt,seventy-four,conversation,female
datasources\LDC\wav\7CT1s3481.wav,contempt,seventy-four,conversation,female
datasources\LDC\wav\7DG1s2460.wav,disgust,december first,conversation,female
datasources\LDC\wav\7DG1s2461.wav,disgust,december first,conversation,female
datasources\LDC\wav\7DG1s2470.wav,disgust,eight hundred one,conversation,female
datasources\LDC\wav\7DG1s2471.wav,disgust,eight hundred one,conversation,female
datasources\LDC\wav\7DG1s2480.wav,disgust,five hundred three,conversation,female
datasources\LDC\wav\7DG1s2481.wav,disgust,five hundred three,conversation,female
datasources\LDC\wav\7DG1s2490.wav,disgust,four thousand one,conversation,female
datasources\LDC\wav\7DG1s2491.wav,disgust,four thousand one,conversation,female
datasources\LDC\wav\7DG1s2510.wav,disgust,nine thousand two,conversation,female
datasources\LDC\wav\7DG1s2511.wav,disgust,nine thousand two,conversation,female
datasources\LDC\wav\7DG1s2520.wav,disgust,november fourth,conversation,female
datasources\LDC\wav\7DG1s2521.wav,disgust,november fourth,conversation,female
datasources\LDC\wav\7DG1s2550.wav,disgust,three thousand one,conversation,female
datasources\LDC\wav\7DG1s2551.wav,disgust,three thousand one,conversation,female
datasources\LDC\wav\7DG1s2552.wav,disgust,three thousand one,conversation,female
datasources\LDC\wav\7DG1s3290.wav,disgust,june twenty-third,conversation,female
datasources\LDC\wav\7DG1s3291.wav,disgust,june twenty-third,conversation,female
datasources\LDC\wav\7DG1s3490.wav,disgust,seventy-nine,conversation,female
datasources\LDC\wav\7DG1s3491.wav,disgust,seventy-nine,conversation,female
datasources\LDC\wav\7DG1s3540.wav,disgust,sixty-seven,conversation,female
datasources\LDC\wav\7DG1s3541.wav,disgust,sixty-seven,conversation,female
datasources\LDC\wav\7DM1s0010.wav,dominant,august sixteenth,conversation,female
datasources\LDC\wav\7DM1s0011.wav,dominant,august sixteenth,conversation,female
datasources\LDC\wav\7DM1s0040.wav,dominant,four thousand eight,conversation,female
datasources\LDC\wav\7DM1s0041.wav,dominant,four thousand eight,conversation,female
datasources\LDC\wav\7DM1s0190.wav,dominant,thirteen hundred,conversation,female
datasources\LDC\wav\7DM1s0191.wav,dominant,thirteen hundred,conversation,female
datasources\LDC\wav\7DM1s0260.wav,dominant,nine thousand three,conversation,female
datasources\LDC\wav\7DM1s0261.wav,dominant,nine thousand three,conversation,female
datasources\LDC\wav\7DM1s0420.wav,dominant,april second,conversation,female
datasources\LDC\wav\7DM1s0440.wav,dominant,four hundred eight,conversation,female
datasources\LDC\wav\7DM1s0441.wav,dominant,four hundred eight,conversation,female
datasources\LDC\wav\7DM1s0520.wav,dominant,two hundred three,conversation,female
datasources\LDC\wav\7DM1s0521.wav,dominant,two hundred three,conversation,female
datasources\LDC\wav\7DM1s0880.wav,dominant,eight hundred ten,conversation,female
datasources\LDC\wav\7DM1s0881.wav,dominant,eight hundred ten,conversation,female
datasources\LDC\wav\7DM1s0930.wav,dominant,ten thousand five,conversation,female
datasources\LDC\wav\7DM1s0931.wav,dominant,ten thousand five,conversation,female
datasources\LDC\wav\7DM1s0970.wav,dominant,five thousand five,conversation,female
datasources\LDC\wav\7DM1s0971.wav,dominant,five thousand five,conversation,female
datasources\LDC\wav\7DM1s1040.wav,dominant,three thousand twelve,conversation,female
datasources\LDC\wav\7DM1s1041.wav,dominant,three thousand twelve,conversation,female
datasources\LDC\wav\7DM1s1430.wav,dominant,fourteen hundred,conversation,female
datasources\LDC\wav\7DM1s1431.wav,dominant,fourteen hundred,conversation,female
datasources\LDC\wav\7DM1s1830.wav,dominant,two thousand nine,conversation,female
datasources\LDC\wav\7DM1s1831.wav,dominant,two thousand nine,conversation,female
datasources\LDC\wav\7DM1s1870.wav,dominant,two thousand twelve,conversation,female
datasources\LDC\wav\7DM1s1871.wav,dominant,two thousand twelve,conversation,female
datasources\LDC\wav\7DM1s1950.wav,dominant,september sixth,conversation,female
datasources\LDC\wav\7DM1s1951.wav,dominant,september sixth,conversation,female
datasources\LDC\wav\7DM1s1960.wav,dominant,six thousand one,conversation,female
datasources\LDC\wav\7DM1s1961.wav,dominant,six thousand one,conversation,female
datasources\LDC\wav\7DM1s2200.wav,dominant,five hundred five,conversation,female
datasources\LDC\wav\7DM1s2201.wav,dominant,five hundred five,conversation,female
datasources\LDC\wav\7DM1s2280.wav,dominant,three hundred twelve,conversation,female
datasources\LDC\wav\7DM1s2281.wav,dominant,three hundred twelve,conversation,female
datasources\LDC\wav\7DM1s2340.wav,dominant,october ninth,conversation,female
datasources\LDC\wav\7DM1s2341.wav,dominant,october ninth,conversation,female
datasources\LDC\wav\7DM1s2390.wav,dominant,eight thousand ten,conversation,female
datasources\LDC\wav\7DM1s2391.wav,dominant,eight thousand ten,conversation,female
datasources\LDC\wav\7DM1s2520.wav,dominant,november fourth,conversation,female
datasources\LDC\wav\7DM1s2521.wav,dominant,november fourth,conversation,female
datasources\LDC\wav\7DM1s2560.wav,dominant,december twelfth,conversation,female
datasources\LDC\wav\7DM1s2561.wav,dominant,december twelfth,conversation,female
datasources\LDC\wav\7DM1s2570.wav,dominant,july thirteenth,conversation,female
datasources\LDC\wav\7DM1s2571.wav,dominant,july thirteenth,conversation,female
datasources\LDC\wav\7DM1s2600.wav,dominant,nine hundred three,conversation,female
datasources\LDC\wav\7DM1s2601.wav,dominant,nine hundred three,conversation,female
datasources\LDC\wav\7DM1s2610.wav,dominant,one hundred six,conversation,female
datasources\LDC\wav\7DM1s2611.wav,dominant,one hundred six,conversation,female
datasources\LDC\wav\7DM1s2612.wav,dominant,one hundred six,conversation,female
datasources\LDC\wav\7DM1s2620.wav,dominant,one thousand six,conversation,female
datasources\LDC\wav\7DM1s2621.wav,dominant,one thousand six,conversation,female
datasources\LDC\wav\7DM1s2630.wav,dominant,six hundred one,conversation,female
datasources\LDC\wav\7DM1s2631.wav,dominant,six hundred one,conversation,female
datasources\LDC\wav\7DM1s3270.wav,dominant,june twenty-ninth,conversation,female
datasources\LDC\wav\7DM1s3271.wav,dominant,june twenty-ninth,conversation,female
datasources\LDC\wav\7DM1s3272.wav,dominant,june twenty-ninth,conversation,female
datasources\LDC\wav\7DM1s3330.wav,dominant,march twenty-first,conversation,female
datasources\LDC\wav\7DM1s3331.wav,dominant,march twenty-first,conversation,female
datasources\LDC\wav\7DM1s3390.wav,dominant,may twenty-eighth,conversation,female
datasources\LDC\wav\7DM1s3391.wav,dominant,may twenty-eighth,conversation,female
datasources\LDC\wav\7DM1s3490.wav,dominant,seventy-nine,conversation,female
datasources\LDC\wav\7DM1s3491.wav,dominant,seventy-nine,conversation,female
datasources\LDC\wav\7DP1s0680.wav,despair,september eighth,conversation,female
datasources\LDC\wav\7DP1s0681.wav,despair,september eighth,conversation,female
datasources\LDC\wav\7DP1s0682.wav,despair,september eighth,conversation,female
datasources\LDC\wav\7DP1s0683.wav,despair,september eighth,conversation,female
datasources\LDC\wav\7DP1s0684.wav,despair,september eighth,conversation,female
datasources\LDC\wav\7DP1s0685.wav,despair,september eighth,conversation,female
datasources\LDC\wav\7DP1s0710.wav,despair,six hundred two,conversation,female
datasources\LDC\wav\7DP1s0711.wav,despair,six hundred two,conversation,female
datasources\LDC\wav\7DP1s0712.wav,despair,six hundred two,conversation,female
datasources\LDC\wav\7DP1s0713.wav,despair,six hundred two,conversation,female
datasources\LDC\wav\7DP1s1240.wav,despair,april seventh,conversation,female
datasources\LDC\wav\7DP1s1241.wav,despair,april seventh,conversation,female
datasources\LDC\wav\7DP1s1242.wav,despair,april seventh,conversation,female
datasources\LDC\wav\7DP1s1243.wav,despair,april seventh,conversation,female
datasources\LDC\wav\7DP1s1330.wav,despair,eight thousand two,conversation,female
datasources\LDC\wav\7DP1s1331.wav,despair,eight thousand two,conversation,female
datasources\LDC\wav\7DP1s1332.wav,despair,eight thousand two,conversation,female
datasources\LDC\wav\7DP1s1333.wav,despair,eight thousand two,conversation,female
datasources\LDC\wav\7DP1s1334.wav,despair,eight thousand two,conversation,female
datasources\LDC\wav\7DP1s1380.wav,despair,four hundred five,conversation,female
datasources\LDC\wav\7DP1s1381.wav,despair,four hundred five,conversation,female
datasources\LDC\wav\7DP1s1382.wav,despair,four hundred five,conversation,female
datasources\LDC\wav\7DP1s1383.wav,despair,four hundred five,conversation,female
datasources\LDC\wav\7DP1s1384.wav,despair,four hundred five,conversation,female
datasources\LDC\wav\7DP1s1385.wav,despair,four hundred five,conversation,female
datasources\LDC\wav\7DP1s1500.wav,despair,may thirtieth,conversation,female
datasources\LDC\wav\7DP1s1501.wav,despair,may thirtieth,conversation,female
datasources\LDC\wav\7DP1s1502.wav,despair,may thirtieth,conversation,female
datasources\LDC\wav\7DP1s1630.wav,despair,one thousand four,conversation,female
datasources\LDC\wav\7DP1s1631.wav,despair,one thousand four,conversation,female
datasources\LDC\wav\7DP1s1632.wav,despair,one thousand four,conversation,female
datasources\LDC\wav\7DP1s1633.wav,despair,one thousand four,conversation,female
datasources\LDC\wav\7DP1s1760.wav,despair,three hundred five,conversation,female
datasources\LDC\wav\7DP1s1761.wav,despair,three hundred five,conversation,female
datasources\LDC\wav\7DP1s1762.wav,despair,three hundred five,conversation,female
datasources\LDC\wav\7DP1s1763.wav,despair,three hundred five,conversation,female
datasources\LDC\wav\7DP1s1764.wav,despair,three hundred five,conversation,female
datasources\LDC\wav\7DP1s1765.wav,despair,three hundred five,conversation,female
datasources\LDC\wav\7DP1s1810.wav,despair,two hundred twelve,conversation,female
datasources\LDC\wav\7DP1s1811.wav,despair,two hundred twelve,conversation,female
datasources\LDC\wav\7DP1s2060.wav,despair,july sixteenth,conversation,female
datasources\LDC\wav\7DP1s2061.wav,despair,july sixteenth,conversation,female
datasources\LDC\wav\7DP1s2062.wav,despair,july sixteenth,conversation,female
datasources\LDC\wav\7DP1s2063.wav,despair,july sixteenth,conversation,female
datasources\LDC\wav\7DP1s2080.wav,despair,nine hundred ten,conversation,female
datasources\LDC\wav\7DP1s2081.wav,despair,nine hundred ten,conversation,female
datasources\LDC\wav\7DP1s2082.wav,despair,nine hundred ten,conversation,female
datasources\LDC\wav\7DP1s2083.wav,despair,nine hundred ten,conversation,female
datasources\LDC\wav\7DP1s2084.wav,despair,nine hundred ten,conversation,female
datasources\LDC\wav\7DP1s2085.wav,despair,nine hundred ten,conversation,female
datasources\LDC\wav\7ET1s1060.wav,elation,eighteen hundred,conversation,female
datasources\LDC\wav\7ET1s1061.wav,elation,eighteen hundred,conversation,female
datasources\LDC\wav\7ET1s2570.wav,elation,july thirteenth,conversation,female
datasources\LDC\wav\7ET1s2571.wav,elation,july thirteenth,conversation,female
datasources\LDC\wav\7ET1s2572.wav,elation,july thirteenth,conversation,female
datasources\LDC\wav\7ET1s2600.wav,elation,nine hundred three,conversation,female
datasources\LDC\wav\7ET1s2601.wav,elation,nine hundred three,conversation,female
datasources\LDC\wav\7ET1s2640.wav,elation,april sixteenth,conversation,female
datasources\LDC\wav\7ET1s2650.wav,elation,four hundred four,conversation,female
datasources\LDC\wav\7ET1s2651.wav,elation,four hundred four,conversation,female
datasources\LDC\wav\7ET1s2670.wav,elation,one thousand nine,conversation,female
datasources\LDC\wav\7ET1s2671.wav,elation,one thousand nine,conversation,female
datasources\LDC\wav\7ET1s2680.wav,elation,september fifth,conversation,female
datasources\LDC\wav\7ET1s2681.wav,elation,september fifth,conversation,female
datasources\LDC\wav\7ET1s2690.wav,elation,six thousand eight,conversation,female
datasources\LDC\wav\7ET1s2691.wav,elation,six thousand eight,conversation,female
datasources\LDC\wav\7ET1s2692.wav,elation,six thousand eight,conversation,female
datasources\LDC\wav\7ET1s2700.wav,elation,three hundred four,conversation,female
datasources\LDC\wav\7ET1s2701.wav,elation,three hundred four,conversation,female
datasources\LDC\wav\7ET1s2710.wav,elation,two hundred two,conversation,female
datasources\LDC\wav\7ET1s2711.wav,elation,two hundred two,conversation,female
datasources\LDC\wav\7ET1s3380.wav,elation,may thirty-first,conversation,female
datasources\LDC\wav\7ET1s3381.wav,elation,may thirty-first,conversation,female
datasources\LDC\wav\7HA1s1140.wav,hot anger,two thousand eight,conversation,female
datasources\LDC\wav\7HA1s1141.wav,hot anger,two thousand eight,conversation,female
datasources\LDC\wav\7HA1s1150.wav,hot anger,fifteen hundred,conversation,female
datasources\LDC\wav\7HA1s1151.wav,hot anger,fifteen hundred,conversation,female
datasources\LDC\wav\7HA1s2620.wav,hot anger,one thousand six,conversation,female
datasources\LDC\wav\7HA1s2621.wav,hot anger,one thousand six,conversation,female
datasources\LDC\wav\7HA1s2720.wav,hot anger,august eighteenth,conversation,female
datasources\LDC\wav\7HA1s2721.wav,hot anger,august eighteenth,conversation,female
datasources\LDC\wav\7HA1s2730.wav,hot anger,four hundred one,conversation,female
datasources\LDC\wav\7HA1s2731.wav,hot anger,four hundred one,conversation,female
datasources\LDC\wav\7HA1s2740.wav,hot anger,june seventeenth,conversation,female
datasources\LDC\wav\7HA1s2741.wav,hot anger,june seventeenth,conversation,female
datasources\LDC\wav\7HA1s2750.wav,hot anger,nine hundred two,conversation,female
datasources\LDC\wav\7HA1s2760.wav,hot anger,september fourth,conversation,female
datasources\LDC\wav\7HA1s2761.wav,hot anger,september fourth,conversation,female
datasources\LDC\wav\7HA1s2762.wav,hot anger,september fourth,conversation,female
datasources\LDC\wav\7HA1s2770.wav,hot anger,six thousand four,conversation,female
datasources\LDC\wav\7HA1s2771.wav,hot anger,six thousand four,conversation,female
datasources\LDC\wav\7HA1s2780.wav,hot anger,three hundred one,conversation,female
datasources\LDC\wav\7HA1s2781.wav,hot anger,three hundred one,conversation,female
datasources\LDC\wav\7HA1s3390.wav,hot anger,may twenty-eighth,conversation,female
datasources\LDC\wav\7HA1s3391.wav,hot anger,may twenty-eighth,conversation,female
datasources\LDC\wav\7HP1s0630.wav,happy,march thirtieth,conversation,female
datasources\LDC\wav\7HP1s0631.wav,happy,march thirtieth,conversation,female
datasources\LDC\wav\7HP1s0632.wav,happy,march thirtieth,conversation,female
datasources\LDC\wav\7HP1s0633.wav,happy,march thirtieth,conversation,female
datasources\LDC\wav\7HP1s0670.wav,happy,one hundred eight,conversation,female
datasources\LDC\wav\7HP1s0671.wav,happy,one hundred eight,conversation,female
datasources\LDC\wav\7HP1s0672.wav,happy,one hundred eight,conversation,female
datasources\LDC\wav\7HP1s0673.wav,happy,one hundred eight,conversation,female
datasources\LDC\wav\7HP1s1290.wav,happy,december sixth,conversation,female
datasources\LDC\wav\7HP1s1291.wav,happy,december sixth,conversation,female
datasources\LDC\wav\7HP1s1292.wav,happy,december sixth,conversation,female
datasources\LDC\wav\7HP1s1293.wav,happy,december sixth,conversation,female
datasources\LDC\wav\7HP1s1310.wav,happy,eight hundred three,conversation,female
datasources\LDC\wav\7HP1s1311.wav,happy,eight hundred three,conversation,female
datasources\LDC\wav\7HP1s1312.wav,happy,eight hundred three,conversation,female
datasources\LDC\wav\7HP1s1313.wav,happy,eight hundred three,conversation,female
datasources\LDC\wav\7HP1s1420.wav,happy,four thousand three,conversation,female
datasources\LDC\wav\7HP1s1421.wav,happy,four thousand three,conversation,female
datasources\LDC\wav\7HP1s1422.wav,happy,four thousand three,conversation,female
datasources\LDC\wav\7HP1s1423.wav,happy,four thousand three,conversation,female
datasources\LDC\wav\7HP1s1580.wav,happy,november tenth,conversation,female
datasources\LDC\wav\7HP1s1581.wav,happy,november tenth,conversation,female
datasources\LDC\wav\7HP1s1582.wav,happy,november tenth,conversation,female
datasources\LDC\wav\7HP1s1583.wav,happy,november tenth,conversation,female
datasources\LDC\wav\7HP1s1730.wav,happy,ten thousand four,conversation,female
datasources\LDC\wav\7HP1s1731.wav,happy,ten thousand four,conversation,female
datasources\LDC\wav\7HP1s1732.wav,happy,ten thousand four,conversation,female
datasources\LDC\wav\7HP1s1733.wav,happy,ten thousand four,conversation,female
datasources\LDC\wav\7HP1s1734.wav,happy,ten thousand four,conversation,female
datasources\LDC\wav\7HP1s2030.wav,happy,five thousand eight,conversation,female
datasources\LDC\wav\7HP1s2031.wav,happy,five thousand eight,conversation,female
datasources\LDC\wav\7HP1s2032.wav,happy,five thousand eight,conversation,female
datasources\LDC\wav\7HP1s2033.wav,happy,five thousand eight,conversation,female
datasources\LDC\wav\7HP1s2170.wav,happy,three thousand three,conversation,female
datasources\LDC\wav\7HP1s2171.wav,happy,three thousand three,conversation,female
datasources\LDC\wav\7HP1s2172.wav,happy,three thousand three,conversation,female
datasources\LDC\wav\7HP1s2173.wav,happy,three thousand three,conversation,female
datasources\LDC\wav\7HP1s3510.wav,happy,seventy-six,conversation,female
datasources\LDC\wav\7HP1s3511.wav,happy,seventy-six,conversation,female
datasources\LDC\wav\7HP1s3512.wav,happy,seventy-six,conversation,female
datasources\LDC\wav\7HP1s3513.wav,happy,seventy-six,conversation,female
datasources\LDC\wav\7HP1s3514.wav,happy,seventy-six,conversation,female
datasources\LDC\wav\7IT1s0660.wav,interest,november twelfth,conversation,female
datasources\LDC\wav\7IT1s0661.wav,interest,november twelfth,conversation,female
datasources\LDC\wav\7IT1s0662.wav,interest,november twelfth,conversation,female
datasources\LDC\wav\7IT1s0663.wav,interest,november twelfth,conversation,female
datasources\LDC\wav\7IT1s0664.wav,interest,november twelfth,conversation,female
datasources\LDC\wav\7IT1s1320.wav,interest,eight hundred two,conversation,female
datasources\LDC\wav\7IT1s1321.wav,interest,eight hundred two,conversation,female
datasources\LDC\wav\7IT1s1322.wav,interest,eight hundred two,conversation,female
datasources\LDC\wav\7IT1s1323.wav,interest,eight hundred two,conversation,female
datasources\LDC\wav\7IT1s1324.wav,interest,eight hundred two,conversation,female
datasources\LDC\wav\7IT1s1480.wav,interest,march twentieth,conversation,female
datasources\LDC\wav\7IT1s1481.wav,interest,march twentieth,conversation,female
datasources\LDC\wav\7IT1s1482.wav,interest,march twentieth,conversation,female
datasources\LDC\wav\7IT1s1483.wav,interest,march twentieth,conversation,female
datasources\LDC\wav\7IT1s1484.wav,interest,march twentieth,conversation,female
datasources\LDC\wav\7IT1s1600.wav,interest,one hundred four,conversation,female
datasources\LDC\wav\7IT1s1601.wav,interest,one hundred four,conversation,female
datasources\LDC\wav\7IT1s1602.wav,interest,one hundred four,conversation,female
datasources\LDC\wav\7IT1s1603.wav,interest,one hundred four,conversation,female
datasources\LDC\wav\7IT1s1740.wav,interest,ten thousand one,conversation,female
datasources\LDC\wav\7IT1s1741.wav,interest,ten thousand one,conversation,female
datasources\LDC\wav\7IT1s1742.wav,interest,ten thousand one,conversation,female
datasources\LDC\wav\7IT1s1743.wav,interest,ten thousand one,conversation,female
datasources\LDC\wav\7IT1s1790.wav,interest,three thousand two,conversation,female
datasources\LDC\wav\7IT1s1791.wav,interest,three thousand two,conversation,female
datasources\LDC\wav\7IT1s1792.wav,interest,three thousand two,conversation,female
datasources\LDC\wav\7IT1s1793.wav,interest,three thousand two,conversation,female
datasources\LDC\wav\7IT1s2010.wav,interest,december third,conversation,female
datasources\LDC\wav\7IT1s2011.wav,interest,december third,conversation,female
datasources\LDC\wav\7IT1s2012.wav,interest,december third,conversation,female
datasources\LDC\wav\7IT1s2013.wav,interest,december third,conversation,female
datasources\LDC\wav\7IT1s2050.wav,interest,four thousand two,conversation,female
datasources\LDC\wav\7IT1s2051.wav,interest,four thousand two,conversation,female
datasources\LDC\wav\7IT1s2052.wav,interest,four thousand two,conversation,female
datasources\LDC\wav\7IT1s2053.wav,interest,four thousand two,conversation,female
datasources\LDC\wav\7IT1s2054.wav,interest,four thousand two,conversation,female
datasources\LDC\wav\7IT1s2790.wav,interest,five thousand four,conversation,female
datasources\LDC\wav\7IT1s2791.wav,interest,five thousand four,conversation,female
datasources\LDC\wav\7IT1s2792.wav,interest,five thousand four,conversation,female
datasources\LDC\wav\7IT1s2793.wav,interest,five thousand four,conversation,female
datasources\LDC\wav\7IT1s3530.wav,interest,seventy-two,conversation,female
datasources\LDC\wav\7IT1s3531.wav,interest,seventy-two,conversation,female
datasources\LDC\wav\7IT1s3532.wav,interest,seventy-two,conversation,female
datasources\LDC\wav\7IT1s3533.wav,interest,seventy-two,conversation,female
datasources\LDC\wav\7NT1s0060.wav,neutral,nine thousand six,conversation,female
datasources\LDC\wav\7NT1s0061.wav,neutral,nine thousand six,conversation,female
datasources\LDC\wav\7NT1s0270.wav,neutral,november fifth,conversation,female
datasources\LDC\wav\7NT1s0271.wav,neutral,november fifth,conversation,female
datasources\LDC\wav\7NT1s0470.wav,neutral,nine hundred six,conversation,female
datasources\LDC\wav\7NT1s0471.wav,neutral,nine hundred six,conversation,female
datasources\LDC\wav\7NT1s0780.wav,neutral,two thousand ten,conversation,female
datasources\LDC\wav\7NT1s0890.wav,neutral,five hundred two,conversation,female
datasources\LDC\wav\7NT1s0891.wav,neutral,five hundred two,conversation,female
datasources\LDC\wav\7NT1s0892.wav,neutral,five hundred two,conversation,female
datasources\LDC\wav\7NT1s0940.wav,neutral,three thousand ten,conversation,female
datasources\LDC\wav\7NT1s0941.wav,neutral,three thousand ten,conversation,female
datasources\LDC\wav\7NT1s0950.wav,neutral,december tenth,conversation,female
datasources\LDC\wav\7NT1s0980.wav,neutral,four thousand twelve,conversation,female
datasources\LDC\wav\7NT1s0981.wav,neutral,four thousand twelve,conversation,female
datasources\LDC\wav\7NT1s1820.wav,neutral,two thousand four,conversation,female
datasources\LDC\wav\7NT1s1821.wav,neutral,two thousand four,conversation,female
datasources\LDC\wav\7NT1s1830.wav,neutral,two thousand nine,conversation,female
datasources\LDC\wav\7NT1s1840.wav,neutral,two thousand one,conversation,female
datasources\LDC\wav\7NT1s1841.wav,neutral,two thousand one,conversation,female
datasources\LDC\wav\7NT1s1850.wav,neutral,two thousand six,conversation,female
datasources\LDC\wav\7NT1s1860.wav,neutral,two thousand three,conversation,female
datasources\LDC\wav\7NT1s1870.wav,neutral,two thousand twelve,conversation,female
datasources\LDC\wav\7NT1s1880.wav,neutral,two thousand two,conversation,female
datasources\LDC\wav\7NT1s1881.wav,neutral,two thousand two,conversation,female
datasources\LDC\wav\7NT1s1970.wav,neutral,three hundred ten,conversation,female
datasources\LDC\wav\7NT1s1971.wav,neutral,three hundred ten,conversation,female
datasources\LDC\wav\7NT1s2120.wav,neutral,one hundred nine,conversation,female
datasources\LDC\wav\7NT1s2190.wav,neutral,august second,conversation,female
datasources\LDC\wav\7NT1s2191.wav,neutral,august second,conversation,female
datasources\LDC\wav\7NT1s2210.wav,neutral,four hundred twelve,conversation,female
datasources\LDC\wav\7NT1s2211.wav,neutral,four hundred twelve,conversation,female
datasources\LDC\wav\7NT1s2300.wav,neutral,eight thousand one,conversation,female
datasources\LDC\wav\7NT1s2301.wav,neutral,eight thousand one,conversation,female
datasources\LDC\wav\7NT1s2360.wav,neutral,ten thousand two,conversation,female
datasources\LDC\wav\7NT1s2361.wav,neutral,ten thousand two,conversation,female
datasources\LDC\wav\7NT1s2380.wav,neutral,april fourteenth,conversation,female
datasources\LDC\wav\7NT1s2381.wav,neutral,april fourteenth,conversation,female
datasources\LDC\wav\7NT1s2400.wav,neutral,five thousand two,conversation,female
datasources\LDC\wav\7NT1s2401.wav,neutral,five thousand two,conversation,female
datasources\LDC\wav\7NT1s2402.wav,neutral,five thousand two,conversation,female
datasources\LDC\wav\7NT1s2450.wav,neutral,two hundred six,conversation,female
datasources\LDC\wav\7NT1s2451.wav,neutral,two hundred six,conversation,female
datasources\LDC\wav\7NT1s2470.wav,neutral,eight hundred one,conversation,female
datasources\LDC\wav\7NT1s2471.wav,neutral,eight hundred one,conversation,female
datasources\LDC\wav\7NT1s2670.wav,neutral,one thousand nine,conversation,female
datasources\LDC\wav\7NT1s2671.wav,neutral,one thousand nine,conversation,female
datasources\LDC\wav\7NT1s2760.wav,neutral,september fourth,conversation,female
datasources\LDC\wav\7NT1s2761.wav,neutral,september fourth,conversation,female
datasources\LDC\wav\7NT1s2770.wav,neutral,six thousand four,conversation,female
datasources\LDC\wav\7NT1s2771.wav,neutral,six thousand four,conversation,female
datasources\LDC\wav\7NT1s2890.wav,neutral,october first,conversation,female
datasources\LDC\wav\7NT1s2891.wav,neutral,october first,conversation,female
datasources\LDC\wav\7NT1s2910.wav,neutral,six hundred four,conversation,female
datasources\LDC\wav\7NT1s3200.wav,neutral,fifty-seven,conversation,female
datasources\LDC\wav\7NT1s3201.wav,neutral,fifty-seven,conversation,female
datasources\LDC\wav\7NT1s3250.wav,neutral,june twenty-first,conversation,female
datasources\LDC\wav\7NT1s3251.wav,neutral,june twenty-first,conversation,female
datasources\LDC\wav\7NT1s3310.wav,neutral,march twenty-eighth,conversation,female
datasources\LDC\wav\7NT1s3311.wav,neutral,march twenty-eighth,conversation,female
datasources\LDC\wav\7NT1s3312.wav,neutral,march twenty-eighth,conversation,female
datasources\LDC\wav\7NT1s3380.wav,neutral,may thirty-first,conversation,female
datasources\LDC\wav\7NT1s3381.wav,neutral,may thirty-first,conversation,female
datasources\LDC\wav\7NT1s3470.wav,neutral,seventy-five,conversation,female
datasources\LDC\wav\7NT1s3471.wav,neutral,seventy-five,conversation,female
datasources\LDC\wav\7NT1s3540.wav,neutral,sixty-seven,conversation,female
datasources\LDC\wav\7NT1s3541.wav,neutral,sixty-seven,conversation,female
datasources\LDC\wav\7NT2s0030.wav,neutral,five hundred nine,distant,female
datasources\LDC\wav\7NT2s0031.wav,neutral,five hundred nine,distant,female
datasources\LDC\wav\7NT2s0090.wav,neutral,three thousand eight,distant,female
datasources\LDC\wav\7NT2s0091.wav,neutral,three thousand eight,distant,female
datasources\LDC\wav\7NT2s0210.wav,neutral,december eighth,distant,female
datasources\LDC\wav\7NT2s0211.wav,neutral,december eighth,distant,female
datasources\LDC\wav\7NT2s0240.wav,neutral,four thousand four,distant,female
datasources\LDC\wav\7NT2s0241.wav,neutral,four thousand four,distant,female
datasources\LDC\wav\7NT2s0430.wav,neutral,eight thousand twelve,distant,female
datasources\LDC\wav\7NT2s0431.wav,neutral,eight thousand twelve,distant,female
datasources\LDC\wav\7NT2s0510.wav,neutral,three hundred eight,distant,female
datasources\LDC\wav\7NT2s0511.wav,neutral,three hundred eight,distant,female
