,emotion,statements,situation,gender,mfcc
datasources\LDC\wav\7PN1s2930.wav,panic,twelve and a half,conversation,female,"[-442.4783020019531, 110.748046875, -34.95911407470703, 12.739995956420898, -3.2014548778533936, -17.663341522216797, 6.48938512802124, -12.523627281188965, 0.4866635501384735, 14.262451171875, -1.6400320529937744, 1.409846544265747, -6.758650302886963, -8.135587692260742, 3.753943681716919, -4.217146396636963, -1.7812080383300781, -0.1351677030324936, -7.7479567527771, -0.7528688907623291]"
datasources\LDC\wav\7PN1s2931.wav,panic,twelve and a half,conversation,female,"[-432.6687927246094, 99.37716674804688, -35.588661193847656, 9.223546028137207, -3.7956125736236572, -11.979524612426758, 11.284090042114258, -8.616668701171875, 0.8220216035842896, 5.794692516326904, -12.007377624511719, -2.9295997619628906, -6.077601909637451, -7.102145195007324, 2.0533432960510254, -4.57507848739624, 3.275423526763916, 4.7363996505737305, -8.86386775970459, -4.944125175476074]"
datasources\LDC\wav\7PN1s2940.wav,panic,eight thousand eight,conversation,female,"[-388.8405456542969, 90.52403259277344, -49.558162689208984, 5.506633758544922, -0.5459855198860168, -1.8585286140441895, 17.341264724731445, -17.882078170776367, -7.2835001945495605, 5.065341949462891, -17.928239822387695, -11.452816009521484, -9.7948637008667, -9.019124031066895, -0.5291824340820312, -7.470487594604492, -2.246047019958496, -0.9834818243980408, -6.241535186767578, 1.9501917362213135]"
datasources\LDC\wav\7PN1s2941.wav,panic,eight thousand eight,conversation,female,"[-421.9372253417969, 84.23543548583984, -33.60268783569336, 6.747231483459473, 6.126163482666016, 7.440317630767822, 19.757768630981445, -8.925951957702637, -5.852040767669678, -3.4833781719207764, -14.762280464172363, -1.491363525390625, -4.806003093719482, -9.636309623718262, -4.34945821762085, -7.516066551208496, 0.041692934930324554, -1.009700894355774, -6.434540271759033, 0.6787405014038086]"
datasources\LDC\wav\7PN1s2950.wav,panic,ten thousand six,conversation,female,"[-444.2809753417969, 90.55381774902344, -44.212135314941406, 24.730810165405273, -8.773256301879883, -10.956633567810059, 25.106826782226562, -12.118714332580566, 0.4647729694843292, 9.875077247619629, -10.731318473815918, -0.16518642008304596, -10.694130897521973, -7.885308742523193, 4.973788738250732, -8.950453758239746, 0.6245883703231812, 1.054026484489441, -10.084006309509277, 1.307076334953308]"
datasources\LDC\wav\7PN1s2951.wav,panic,ten thousand six,conversation,female,"[-401.1351318359375, 58.84199905395508, -29.214189529418945, 13.23137092590332, -13.137381553649902, -9.386700630187988, 22.615203857421875, -3.501749277114868, -0.020387480035424232, 3.1577529907226562, -12.539335250854492, -2.9034929275512695, -7.441946983337402, -5.811986446380615, 5.330332279205322, -1.6753484010696411, 4.2226362228393555, 5.618366718292236, 4.781415939331055, 20.529537200927734]"
datasources\LDC\wav\7PN1s2952.wav,panic,ten thousand six,conversation,female,"[-431.3985595703125, 59.28789520263672, -33.617530822753906, 23.526613235473633, -8.061553001403809, -9.647984504699707, 19.865150451660156, -9.769003868103027, 2.5949602127075195, 8.677114486694336, -9.177830696105957, 2.4787540435791016, -6.495265483856201, -6.384488105773926, 4.938507080078125, -6.642348766326904, 0.17511744797229767, 0.1991914063692093, -7.926666259765625, 4.051880359649658]"
datasources\LDC\wav\7PN1s3310.wav,panic,march twenty-eighth,conversation,female,"[-397.475830078125, 82.12677764892578, -54.638671875, 16.926969528198242, 7.531526565551758, -5.297286510467529, 14.564647674560547, -14.407831192016602, 1.601578712463379, 12.447105407714844, -12.645753860473633, -1.455967903137207, -1.6145378351211548, -6.949252128601074, 1.5295310020446777, -7.358506679534912, -3.605497360229492, -0.6346399188041687, -8.322290420532227, -0.1343066394329071]"
datasources\LDC\wav\7PN1s3311.wav,panic,march twenty-eighth,conversation,female,"[-420.5525207519531, 87.47127532958984, -48.74005889892578, 19.549148559570312, 7.723622798919678, -1.885901689529419, 17.426074981689453, -15.071313858032227, 0.7483253479003906, 10.107580184936523, -14.20262622833252, 1.0779157876968384, -0.289524644613266, -8.765746116638184, 0.08746606856584549, -6.035212516784668, -0.38976147770881653, -0.5244425535202026, -9.985604286193848, 1.406603455543518]"
datasources\LDC\wav\7PR1s0620.wav,pride,june twentieth,conversation,female,"[-410.45928955078125, 119.36383056640625, -48.85823059082031, 41.728004455566406, 25.482683181762695, 3.097698450088501, 27.74488639831543, -5.037136077880859, 6.835048198699951, 12.572464942932129, -9.890027046203613, 6.318319797515869, -2.465330123901367, -9.496960639953613, 3.9729068279266357, -3.5777993202209473, 1.6752405166625977, -0.6580433249473572, -9.42324161529541, 2.2828619480133057]"
datasources\LDC\wav\7PR1s0621.wav,pride,june twentieth,conversation,female,"[-427.2139892578125, 123.37308502197266, -50.05488586425781, 36.73861312866211, 27.41625213623047, 6.414426326751709, 25.650922775268555, -6.813501834869385, 5.249095439910889, 9.310554504394531, -10.630976676940918, 8.417224884033203, -0.8296975493431091, -10.322021484375, 1.5706517696380615, -3.9723193645477295, 3.2332732677459717, -0.5762717723846436, -10.547205924987793, 2.3209264278411865]"
datasources\LDC\wav\7PR1s0650.wav,pride,nine thousand four,conversation,female,"[-467.3141174316406, 132.9959716796875, -27.949363708496094, 50.1748161315918, 24.033008575439453, -2.2294394969940186, 24.338956832885742, -8.262056350708008, 1.5304276943206787, 10.9594144821167, -11.731666564941406, 6.458323955535889, 3.185547351837158, -7.059746265411377, 6.313672065734863, -3.909654140472412, -4.319888591766357, 3.4065282344818115, -4.358017921447754, -3.036684274673462]"
datasources\LDC\wav\7PR1s0651.wav,pride,nine thousand four,conversation,female,"[-463.1282043457031, 134.45652770996094, -37.79227828979492, 51.79271697998047, 28.87738609313965, -1.695292353630066, 23.562467575073242, -5.67040491104126, 4.192051410675049, 8.130109786987305, -9.27647876739502, 10.667720794677734, -2.2541403770446777, -9.767315864562988, 8.274815559387207, -3.899489402770996, -4.101860523223877, -0.8075113892555237, -7.030457496643066, 1.5475099086761475]"
datasources\LDC\wav\7PR1s0652.wav,pride,nine thousand four,conversation,female,"[-455.55865478515625, 139.9496307373047, -39.16090774536133, 48.39850616455078, 25.749391555786133, -4.477951526641846, 22.724992752075195, -6.7342939376831055, 3.6600310802459717, 10.462553024291992, -10.463170051574707, 6.438261032104492, -2.633972644805908, -10.25761604309082, 6.289545059204102, -2.8717658519744873, -1.6622389554977417, 1.7374464273452759, -5.375484466552734, 0.43201199173927307]"
datasources\LDC\wav\7PR1s1260.wav,pride,august nineteenth,conversation,female,"[-330.2674255371094, 112.39198303222656, -48.11809539794922, 46.305416107177734, 33.35799789428711, 3.58768892288208, 26.336395263671875, -4.065070629119873, 2.3609533309936523, 12.495144844055176, -3.0930769443511963, 10.910564422607422, 2.7902917861938477, -4.675423622131348, 7.133382320404053, -2.3679137229919434, -2.8031201362609863, -1.9898039102554321, -5.999910831451416, 2.820194721221924]"
datasources\LDC\wav\7PR1s1261.wav,pride,august nineteenth,conversation,female,"[-328.1891174316406, 113.74105072021484, -57.409576416015625, 40.165103912353516, 34.636138916015625, 0.36631664633750916, 21.306251525878906, -3.5543365478515625, 3.0848236083984375, 11.148737907409668, -6.047774791717529, 6.933721542358398, 0.8039609789848328, -5.8554816246032715, 6.845098495483398, -0.1466231644153595, -0.9498757123947144, -1.6098113059997559, -6.111865997314453, 2.3580822944641113]"
datasources\LDC\wav\7PR1s1390.wav,pride,four hundred three,conversation,female,"[-429.24383544921875, 126.92119598388672, -40.84352111816406, 39.148616790771484, 26.14573097229004, -0.059479862451553345, 20.52468490600586, -4.752537250518799, 7.225600719451904, 8.591053009033203, -14.134150505065918, 6.938784122467041, 1.2006025314331055, -11.969229698181152, 1.5882775783538818, -2.6828322410583496, -0.8718624114990234, 0.7526469230651855, -4.802065849304199, 1.7854210138320923]"
datasources\LDC\wav\7PR1s1391.wav,pride,four hundred three,conversation,female,"[-425.2248840332031, 128.27545166015625, -43.09623718261719, 38.146331787109375, 18.95246696472168, -2.533162832260132, 24.48642349243164, -8.077874183654785, 2.560816526412964, 8.8805513381958, -14.881366729736328, 5.264919281005859, 0.6990138292312622, -11.936446189880371, 2.697080612182617, -0.3208039402961731, 0.24590468406677246, -1.7845609188079834, -8.452766418457031, 0.1157865971326828]"
datasources\LDC\wav\7PR1s1590.wav,pride,october fifth,conversation,female,"[-424.1641845703125, 120.45954895019531, -38.333126068115234, 40.13973617553711, 20.364301681518555, -7.870535373687744, 18.276493072509766, -5.043037414550781, 5.391475677490234, 11.736108779907227, -10.0966157913208, 5.210390090942383, 1.3443357944488525, -7.072305679321289, 5.741449356079102, -0.011840315535664558, 1.0798274278640747, 1.1416945457458496, -5.220701217651367, 3.2427446842193604]"
datasources\LDC\wav\7PR1s1591.wav,pride,october fifth,conversation,female,"[-390.44964599609375, 131.13265991210938, -47.009857177734375, 42.1331672668457, 21.974590301513672, -7.057102680206299, 18.664506912231445, -12.215655326843262, 1.9266645908355713, 12.454060554504395, -13.462038040161133, 1.3933771848678589, 0.6291764974594116, -6.241608619689941, 3.3825485706329346, -2.8282923698425293, 1.48781418800354, -1.753865122795105, -8.82961368560791, 4.145918369293213]"
datasources\LDC\wav\7PR1s1640.wav,pride,one thousand twelve,conversation,female,"[-449.2587585449219, 115.12261962890625, -19.874652862548828, 43.00285720825195, 24.998249053955078, -3.1326234340667725, 17.841562271118164, -3.31526780128479, 1.0915358066558838, 11.396761894226074, -4.169365406036377, 3.7528297901153564, 1.9012433290481567, -4.929539680480957, 2.2454445362091064, -1.3868563175201416, -0.004075935110449791, -0.2867259681224823, -5.304149150848389, 0.6940083503723145]"
datasources\LDC\wav\7PR1s1641.wav,pride,one thousand twelve,conversation,female,"[-415.9312438964844, 120.03399658203125, -29.7345027923584, 34.23527526855469, 27.389934539794922, -4.8911309242248535, 7.570252895355225, -10.400754928588867, -2.852884292602539, 9.381312370300293, -4.299783229827881, 0.26413479447364807, 0.566264808177948, -1.1031385660171509, 1.2696692943572998, -4.599167823791504, 2.652777671813965, 3.047213554382324, -5.080538749694824, 0.27899080514907837]"
datasources\LDC\wav\7PR1s1642.wav,pride,one thousand twelve,conversation,female,"[-475.7041320800781, 141.2391815185547, -41.66890335083008, 55.23521041870117, 29.779254913330078, -10.187162399291992, 17.784255981445312, -10.116912841796875, 1.028578519821167, 14.379589080810547, -5.606655120849609, 5.4878997802734375, -1.1103359460830688, -4.613376617431641, 4.819617748260498, -6.743017196655273, 3.394077777862549, 6.012125015258789, -7.583309650421143, 1.8717269897460938]"
datasources\LDC\wav\7PR1s1710.wav,pride,six thousand six,conversation,female,"[-426.7301025390625, 105.10274505615234, -80.28147888183594, 78.4002685546875, 24.8364315032959, -11.425054550170898, 41.95132064819336, -7.559932231903076, 6.777346134185791, 14.87813663482666, -13.39062213897705, 14.13894271850586, -0.7468035817146301, -6.228377819061279, 11.936197280883789, -8.017587661743164, 1.012692928314209, 3.244246244430542, -6.922815799713135, 6.748294830322266]"
datasources\LDC\wav\7PR1s1711.wav,pride,six thousand six,conversation,female,"[-418.90057373046875, 91.07339477539062, -70.7540054321289, 60.04230880737305, 20.531736373901367, -10.842702865600586, 34.93098068237305, -4.8839192390441895, 4.1472086906433105, 14.28576946258545, -8.340867042541504, 11.705655097961426, 0.22558027505874634, -6.283344745635986, 9.821025848388672, -2.078465700149536, 3.211886405944824, 0.2331363558769226, -9.684025764465332, 5.676109313964844]"
datasources\LDC\wav\7PR1s1820.wav,pride,two thousand four,conversation,female,"[-407.6125793457031, 124.48684692382812, -52.312644958496094, 53.23064041137695, 24.259584426879883, -8.195101737976074, 24.543275833129883, -7.384019374847412, 6.186747074127197, 11.360383987426758, -13.961169242858887, 8.5812406539917, -0.08733460307121277, -11.26473617553711, 5.398296356201172, -3.939378261566162, -1.4428901672363281, 1.562145709991455, -5.927039623260498, 1.6380881071090698]"
datasources\LDC\wav\7PR1s1821.wav,pride,two thousand four,conversation,female,"[-389.87774658203125, 109.02763366699219, -35.207664489746094, 34.772361755371094, 18.76148223876953, -3.7462239265441895, 18.062021255493164, -7.142141342163086, 1.2147899866104126, 8.918704986572266, -8.695535659790039, 3.9052977561950684, -1.2201426029205322, -6.645317077636719, 7.036420822143555, -0.6778627038002014, -4.106698989868164, -2.426772117614746, -2.807854175567627, 3.505690336227417]"
datasources\LDC\wav\7PR1s2160.wav,pride,three hundred three,conversation,female,"[-429.69049072265625, 132.90969848632812, -59.22261428833008, 42.19962692260742, 28.48982048034668, 3.2677359580993652, 31.51308250427246, -0.4266059100627899, 11.715559005737305, 11.316072463989258, -12.899672508239746, 12.849061965942383, -0.8590340614318848, -14.857501983642578, 7.4420013427734375, -0.8294681310653687, -2.342811107635498, -0.6403992176055908, -7.162679195404053, 1.4708991050720215]"
datasources\LDC\wav\7PR1s2161.wav,pride,three hundred three,conversation,female,"[-449.9482116699219, 123.84335327148438, -50.25174331665039, 37.032691955566406, 28.086977005004883, 4.099939346313477, 29.03412628173828, 3.0640463829040527, 11.135530471801758, 11.139077186584473, -10.931309700012207, 8.725728988647461, 1.1018849611282349, -10.992486953735352, 2.481743574142456, -2.1350762844085693, 0.5585988163948059, -0.630249559879303, -7.131814002990723, 1.7681437730789185]"
datasources\LDC\wav\7PR1s2162.wav,pride,three hundred three,conversation,female,"[-364.689208984375, 115.25214385986328, -53.70286560058594, 20.991504669189453, 23.374858856201172, 8.559815406799316, 23.874847412109375, -3.9632155895233154, 9.21566104888916, 9.137965202331543, -17.042970657348633, 3.1249308586120605, 0.5444132685661316, -11.505986213684082, 0.8532760143280029, -3.185859203338623, -1.3375167846679688, -3.3371293544769287, -11.963680267333984, -0.7636463642120361]"
datasources\LDC\wav\7PR1s2960.wav,pride,five hundred eight,conversation,female,"[-383.6389465332031, 116.3360366821289, -38.07121658325195, 24.99290657043457, 26.169485092163086, 2.619809627532959, 11.744634628295898, -4.682440280914307, 5.623048305511475, 5.827330589294434, -7.108996391296387, 5.925098896026611, -3.9964592456817627, -7.824916839599609, 4.487229824066162, -3.4041781425476074, -0.26846620440483093, 1.1479601860046387, -5.26716947555542, 0.8946332335472107]"
datasources\LDC\wav\7PR1s2961.wav,pride,five hundred eight,conversation,female,"[-377.68902587890625, 122.1806640625, -46.67267990112305, 25.63486099243164, 28.06517791748047, 4.33828592300415, 15.866209030151367, -6.602771282196045, 4.499408721923828, 7.873441696166992, -11.771438598632812, 3.101909637451172, 0.6794468760490417, -7.748743057250977, 1.056100845336914, -2.877065896987915, -0.22184675931930542, -0.12494763731956482, -6.131133079528809, -0.9360050559043884]"
datasources\LDC\wav\7PS1s0020.wav,passive,eight hundred eight,conversation,female,"[-437.559326171875, 140.32408142089844, -57.85556411743164, 38.255897521972656, 32.16787338256836, 6.899679660797119, 32.009376525878906, 0.16498848795890808, 8.767048835754395, 12.993399620056152, -9.216856956481934, 6.74096155166626, -5.810312271118164, -11.434069633483887, 10.9918794631958, -0.9089943766593933, -4.701417446136475, -0.5571038126945496, -5.417655944824219, 2.1092422008514404]"
datasources\LDC\wav\7PS1s0021.wav,passive,eight hundred eight,conversation,female,"[-408.09698486328125, 130.48048400878906, -69.0496826171875, 45.5699577331543, 40.01106643676758, 2.531405210494995, 25.903303146362305, 0.13174860179424286, 8.024195671081543, 6.820219993591309, -10.004059791564941, 10.794181823730469, -6.0575032234191895, -11.227409362792969, 12.27704906463623, -0.9923067092895508, -4.185173034667969, -0.956913411617279, -4.257303714752197, 3.3136398792266846]"
datasources\LDC\wav\7PS1s0080.wav,passive,six thousand twelve,conversation,female,"[-415.0294494628906, 122.58113098144531, -48.16995620727539, 53.668006896972656, 16.795181274414062, -10.49830436706543, 32.02870559692383, -2.8277053833007812, 1.651456356048584, 7.968282222747803, -11.141722679138184, 8.889434814453125, -1.134371042251587, -8.724629402160645, 5.700266361236572, -2.597066879272461, 3.8542098999023438, 1.723166823387146, -7.586652755737305, 5.90619421005249]"
datasources\LDC\wav\7PS1s0081.wav,passive,six thousand twelve,conversation,female,"[-414.934814453125, 133.62832641601562, -63.68831253051758, 63.95594787597656, 19.4604434967041, -13.985639572143555, 35.388031005859375, -6.735924243927002, 1.0682424306869507, 8.595355987548828, -13.446269989013672, 12.981307029724121, 0.4496578872203827, -7.977864742279053, 9.929972648620605, -3.6761512756347656, 1.680696964263916, 1.5639230012893677, -6.846301555633545, 7.93528413772583]"
datasources\LDC\wav\7PS1s0230.wav,passive,five hundred six,conversation,female,"[-379.5516052246094, 94.47420501708984, -66.3121566772461, 48.78883743286133, 12.634411811828613, -13.456136703491211, 27.296592712402344, -7.2495341300964355, 8.838162422180176, 13.563026428222656, -14.6453218460083, 9.585054397583008, 1.8248624801635742, -6.859805583953857, 9.931560516357422, -1.629202961921692, 1.4802402257919312, 3.3879973888397217, -3.32527494430542, 5.347012519836426]"
datasources\LDC\wav\7PS1s0231.wav,passive,five hundred six,conversation,female,"[-382.6014099121094, 106.55726623535156, -65.95977783203125, 45.04819869995117, 11.639350891113281, -14.40743637084961, 31.26969337463379, 0.9240239858627319, 10.527477264404297, 11.858044624328613, -14.682533264160156, 8.217466354370117, -0.0732904002070427, -7.727707386016846, 10.75529956817627, -0.15883472561836243, 1.0948572158813477, 2.779637575149536, -4.086497783660889, 4.453232288360596]"
datasources\LDC\wav\7PS1s0300.wav,passive,three thousand four,conversation,female,"[-390.48223876953125, 158.20631408691406, -39.58863067626953, 42.86016845703125, 16.236488342285156, -1.7769666910171509, 31.792049407958984, -5.914488315582275, 5.263492584228516, 8.793754577636719, -17.69783592224121, 4.555309772491455, -1.53802490234375, -8.406764030456543, 7.372076988220215, -4.731009483337402, -1.603045105934143, 1.0336334705352783, -7.087552070617676, 1.8052564859390259]"
datasources\LDC\wav\7PS1s0301.wav,passive,three thousand four,conversation,female,"[-429.87548828125, 134.7361297607422, -30.19175910949707, 40.6979866027832, 21.667200088500977, -3.1124377250671387, 24.918411254882812, 1.8091109991073608, 4.405796527862549, 4.882376670837402, -11.101448059082031, 6.512356758117676, -0.8709627389907837, -8.719477653503418, 3.720844030380249, -2.693948984146118, 1.174864411354065, 2.1530210971832275, -4.992786407470703, 2.631904125213623]"
datasources\LDC\wav\7PS1s0480.wav,passive,october twelfth,conversation,female,"[-403.9105224609375, 140.87376403808594, -52.33706283569336, 46.30272674560547, 18.540693283081055, -19.192317962646484, 18.066593170166016, -6.459187984466553, 2.1310412883758545, 13.131669044494629, -4.900949001312256, 9.039201736450195, 0.5487569570541382, -5.324243068695068, 6.878295421600342, -1.922065258026123, 3.4328601360321045, 2.829141616821289, -5.662164211273193, 5.378701210021973]"
datasources\LDC\wav\7PS1s0500.wav,passive,six hundred twelve,conversation,female,"[-397.34503173828125, 137.1749267578125, -62.60480880737305, 46.641178131103516, 19.083457946777344, -12.920388221740723, 28.34225082397461, -5.875931739807129, 0.7900824546813965, 11.548912048339844, -9.978594779968262, 6.315523147583008, -2.389861822128296, -7.03288459777832, 8.896671295166016, -3.8103272914886475, 0.26274722814559937, 4.030735969543457, -4.859910011291504, 2.9155795574188232]"
datasources\LDC\wav\7PS1s0501.wav,passive,six hundred twelve,conversation,female,"[-406.330810546875, 138.65335083007812, -59.64439392089844, 50.622276306152344, 21.435596466064453, -6.763633728027344, 33.60562515258789, -6.256702423095703, -0.3708285987377167, 8.988622665405273, -12.469535827636719, 3.743410587310791, -7.465556621551514, -7.265127182006836, 11.39931583404541, -3.937455654144287, 2.95123291015625, 4.408375263214111, -8.116684913635254, 4.92277717590332]"
datasources\LDC\wav\7PS1s0820.wav,passive,nineteen hundred,conversation,female,"[-438.12542724609375, 144.73565673828125, -44.92594909667969, 40.60540771484375, 31.228479385375977, 8.65530776977539, 34.71625518798828, 1.6982285976409912, 6.46516227722168, 8.989043235778809, -14.51301097869873, 5.106457710266113, -0.6075530648231506, -11.802915573120117, 5.235791206359863, 0.10783740878105164, -1.8443304300308228, -2.0417191982269287, -6.448254585266113, 3.4918835163116455]"
datasources\LDC\wav\7PS1s0821.wav,passive,nineteen hundred,conversation,female,"[-440.7182312011719, 114.11898803710938, -29.6003475189209, 32.00431823730469, 26.05535888671875, 7.442629337310791, 25.740909576416016, 2.9130964279174805, 8.327203750610352, 12.152206420898438, -7.8042216300964355, 3.0114028453826904, 0.4146815538406372, -5.515023708343506, 6.544280052185059, 0.022359885275363922, -2.6022045612335205, -0.47281885147094727, -3.959812879562378, 1.4833835363388062]"
datasources\LDC\wav\7PS1s0910.wav,passive,march seventeenth,conversation,female,"[-419.8048400878906, 119.91658782958984, -64.19474029541016, 49.32020950317383, 27.07743263244629, -6.438114166259766, 28.784198760986328, -0.19373615086078644, 8.5891695022583, 10.45144271850586, -10.720258712768555, 12.583355903625488, -0.516204297542572, -10.730337142944336, 9.181280136108398, -3.183549165725708, -2.9403696060180664, 2.890498638153076, -4.212421417236328, 3.011287212371826]"
datasources\LDC\wav\7PS1s0911.wav,passive,march seventeenth,conversation,female,"[-450.1806335449219, 127.0636215209961, -67.87409210205078, 51.15352249145508, 29.33466911315918, -8.958700180053711, 27.614402770996094, -0.24840520322322845, 8.090065956115723, 11.470917701721191, -9.7163724899292, 12.063179016113281, 0.5939538478851318, -6.398218631744385, 11.958731651306152, -3.011042833328247, -1.8573373556137085, 2.196770429611206, -6.010671615600586, 3.8117191791534424]"
datasources\LDC\wav\7PS1s1000.wav,passive,november third,conversation,female,"[-395.55389404296875, 156.7987823486328, -35.313018798828125, 27.192970275878906, 15.009602546691895, -4.768360614776611, 16.31233787536621, -1.834197759628296, 13.603178024291992, 4.797203063964844, -18.826946258544922, 5.407330513000488, -3.5293562412261963, -12.551473617553711, 5.297384262084961, -1.2320587635040283, -2.9992446899414062, -4.134941101074219, -5.369837760925293, 3.820930004119873]"
datasources\LDC\wav\7PS1s1001.wav,passive,november third,conversation,female,"[-424.09222412109375, 153.83740234375, -26.802152633666992, 28.818769454956055, 12.100290298461914, -6.423621654510498, 20.392454147338867, 2.050539493560791, 11.419756889343262, 6.637736797332764, -15.262162208557129, 3.615955114364624, -4.166281223297119, -10.505956649780273, 8.152229309082031, 1.546122431755066, -0.1527785211801529, 0.0028168046846985817, -4.455105781555176, 4.138510227203369]"
datasources\LDC\wav\7PS1s1060.wav,passive,eighteen hundred,conversation,female,"[-431.4556884765625, 134.00318908691406, -52.13195037841797, 45.948238372802734, 30.40045166015625, 3.2030203342437744, 32.03959274291992, -1.115413784980774, 5.577498435974121, 12.105303764343262, -8.178186416625977, 4.59513521194458, -7.090728759765625, -7.499328136444092, 10.860252380371094, -4.256741046905518, -3.3626723289489746, 0.2153497189283371, -5.53429651260376, 3.5040595531463623]"
datasources\LDC\wav\7PS1s1061.wav,passive,eighteen hundred,conversation,female,"[-489.5847473144531, 138.42205810546875, -52.62833786010742, 42.70144271850586, 26.861848831176758, 0.05185579136013985, 29.706995010375977, -0.74045729637146, 9.80145263671875, 15.93835163116455, -7.321700096130371, 7.411265850067139, -2.8282113075256348, -6.877641201019287, 11.440914154052734, -1.287552833557129, -1.2216709852218628, 2.8376669883728027, -2.5777900218963623, 4.067430019378662]"
datasources\LDC\wav\7PS1s1062.wav,passive,eighteen hundred,conversation,female,"[-388.21087646484375, 137.76873779296875, -58.41959762573242, 39.67775344848633, 32.42137145996094, 3.2860167026519775, 27.426937103271484, -1.6202336549758911, 8.669415473937988, 11.969259262084961, -11.49021053314209, 5.580376625061035, -4.2988176345825195, -10.200360298156738, 10.500689506530762, -0.26882514357566833, -3.0387985706329346, 0.3311010003089905, -4.816259384155273, 2.3409340381622314]"
datasources\LDC\wav\7PS1s1100.wav,passive,nine hundred twelve,conversation,female,"[-435.27154541015625, 154.3396453857422, -47.78838348388672, 47.331077575683594, 23.327415466308594, -7.630776882171631, 25.85803985595703, -9.547952651977539, 1.6066137552261353, 16.68773078918457, -8.346837997436523, 6.592555046081543, 2.4046225547790527, -5.856918811798096, 8.764968872070312, 0.2749403417110443, 1.7626246213912964, 2.7193691730499268, -5.898509979248047, 2.676908493041992]"
datasources\LDC\wav\7PS1s1140.wav,passive,two thousand eight,conversation,female,"[-380.97967529296875, 115.56509399414062, -66.955322265625, 47.33027648925781, 28.855947494506836, -1.4616930484771729, 30.527435302734375, -3.1004765033721924, 4.8954057693481445, 7.516810894012451, -13.191347122192383, 10.601552963256836, -1.8820499181747437, -12.894024848937988, 6.7122416496276855, -1.5242019891738892, -1.077265739440918, -1.5194553136825562, -6.956204891204834, 5.519845485687256]"
datasources\LDC\wav\7PS1s1141.wav,passive,two thousand eight,conversation,female,"[-369.6968688964844, 136.26925659179688, -77.1555404663086, 49.25456619262695, 28.193748474121094, 1.200850248336792, 39.13266372680664, -3.349595785140991, 4.561470031738281, 4.870406627655029, -18.2559871673584, 12.155841827392578, -2.0489559173583984, -14.04529857635498, 8.120598793029785, -1.514465570449829, 0.19332027435302734, -0.9521353840827942, -7.396608352661133, 4.588953495025635]"
datasources\LDC\wav\7PS1s1450.wav,passive,june thirtieth,conversation,female,"[-433.1373596191406, 130.73326110839844, -50.596317291259766, 41.51076889038086, 27.744686126708984, 3.805603504180908, 31.337804794311523, 0.7960164546966553, 11.31497859954834, 13.07662296295166, -13.921011924743652, 5.303989887237549, -0.4946823716163635, -9.072275161743164, 6.214991092681885, -3.953476905822754, -2.0710229873657227, 0.6600243449211121, -7.525208950042725, 2.45170521736145]"
datasources\LDC\wav\7PS1s1451.wav,passive,june thirtieth,conversation,female,"[-454.5082092285156, 119.34086608886719, -53.94512939453125, 43.65113067626953, 27.729692459106445, 2.686330795288086, 33.76631164550781, 0.5787820219993591, 9.234675407409668, 16.76923179626465, -10.060422897338867, 7.654937267303467, 4.192491054534912, -7.269453525543213, 6.420075416564941, -0.8523579835891724, 0.6066938042640686, 2.5278830528259277, -5.591994762420654, 4.647754669189453]"
datasources\LDC\wav\7PS1s1850.wav,passive,two thousand six,conversation,female,"[-395.2050476074219, 123.35039520263672, -76.52217102050781, 64.3857192993164, 17.757524490356445, -7.23576021194458, 48.08832931518555, -3.63484787940979, 4.538842678070068, 11.566069602966309, -14.443697929382324, 12.64749526977539, -2.075820207595825, -9.655661582946777, 8.630773544311523, -5.444166660308838, 4.294299125671387, 1.4348281621932983, -11.407601356506348, 4.601242542266846]"
datasources\LDC\wav\7PS1s1851.wav,passive,two thousand six,conversation,female,"[-410.546142578125, 126.63136291503906, -72.7164535522461, 68.30206298828125, 10.815167427062988, -17.03140640258789, 48.82402420043945, -1.158963680267334, 3.2633931636810303, 12.638340950012207, -13.095166206359863, 12.787064552307129, -0.02212909795343876, -8.40356731414795, 7.373867988586426, -5.931056499481201, 5.185018539428711, 2.190462350845337, -9.985367774963379, 5.689907550811768]"
datasources\LDC\wav\7PS1s1852.wav,passive,two thousand six,conversation,female,"[-388.3342590332031, 105.87867736816406, -74.69420623779297, 70.76776123046875, 10.649232864379883, -15.895111083984375, 45.91997528076172, -5.280025005340576, 3.8654630184173584, 11.982139587402344, -12.822961807250977, 15.316628456115723, -0.5957902669906616, -7.214874744415283, 10.283281326293945, -7.098254680633545, 3.9245235919952393, 3.8374814987182617, -8.46554183959961, 5.923631191253662]"
datasources\LDC\wav\7PS1s1930.wav,passive,nine thousand five,conversation,female,"[-423.1626892089844, 150.65711975097656, -53.698307037353516, 42.78476333618164, 20.777740478515625, -3.6326394081115723, 32.74311828613281, -3.8469398021698, 4.1328630447387695, 10.5703763961792, -13.30644702911377, 9.289363861083984, -0.7302804589271545, -13.616994857788086, 7.726861953735352, 0.9749280214309692, -1.5773836374282837, -0.42095041275024414, -6.356561660766602, 3.1229031085968018]"
