,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-02-02-19.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-661.7238159179688, 66.67828369140625, 3.697101593017578, 28.299999237060547, 5.678014755249023, 17.472078323364258, -0.8841484785079956, 12.851741790771484, 8.308808326721191, 7.501567840576172, 7.688573837280273, -0.8096207976341248, -3.23987078666687, 0.38925567269325256, 3.108731508255005, -1.9302197694778442, -3.173922300338745, -0.821960985660553, 0.623238205909729, 2.1357040405273438]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-01-01-19.wav,audio-only,fearful,Kids are talking by the door,male,"[-499.9928894042969, 80.12728881835938, -10.202445030212402, 1.5613856315612793, -8.659378051757812, 4.864315986633301, -8.212404251098633, 8.664588928222656, -3.603647232055664, -4.466301918029785, 10.016473770141602, -0.8212242722511292, -16.438995361328125, -11.956689834594727, -1.5511447191238403, -1.9190815687179565, -8.402810096740723, -6.399755954742432, -4.7186279296875, -2.0128965377807617]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-01-02-19.wav,audio-only,fearful,Kids are talking by the door,male,"[-409.6990966796875, 51.0804557800293, -16.878501892089844, 2.338834285736084, -9.100104331970215, 3.6329550743103027, -12.96467399597168, 2.879889965057373, -4.088400363922119, -3.2551217079162598, -6.835246562957764, -5.01405668258667, -10.330201148986816, -11.981582641601562, -8.490962028503418, -1.2404651641845703, -6.8431525230407715, -7.961764812469482, -7.1281232833862305, -1.225876808166504]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-02-01-19.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-462.3472595214844, 46.130123138427734, -12.98669147491455, 8.996248245239258, -5.899778842926025, 2.5242927074432373, -12.97697925567627, 4.172204494476318, -0.4901867210865021, -3.6499693393707275, -0.34476611018180847, -5.617735385894775, -9.5098876953125, -1.0159817934036255, -2.2685465812683105, -2.10648250579834, -5.470479488372803, -5.863371849060059, -0.4701363146305084, 2.0175576210021973]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-02-02-19.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-424.4705505371094, 61.318599700927734, -19.089628219604492, 9.162776947021484, -7.396684169769287, 4.47809362411499, -12.0127534866333, 3.8056719303131104, 3.8740181922912598, -1.7934170961380005, 1.4926743507385254, -4.15694522857666, -12.530475616455078, -3.458571434020996, -3.141359329223633, -4.163741588592529, -6.951517105102539, -2.757784843444824, -0.9399219155311584, 0.18314620852470398]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-01-01-19.wav,audio-only,disgust,Kids are talking by the door,male,"[-617.992431640625, 79.64364624023438, 7.548457145690918, 26.451271057128906, 12.194626808166504, 17.54545783996582, -2.5804033279418945, 11.570058822631836, 5.8533830642700195, -3.7732958793640137, 5.763920783996582, 1.0924049615859985, -6.756701946258545, 2.7088067531585693, 0.110826775431633, -5.426009178161621, -5.398839950561523, -3.241072654724121, -1.7264553308486938, -0.3645882308483124]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-01-02-19.wav,audio-only,disgust,Kids are talking by the door,male,"[-591.4156494140625, 89.3581314086914, 12.61998462677002, 24.674480438232422, 3.7073748111724854, 15.605607986450195, -11.104584693908691, 11.907510757446289, 6.647149085998535, 1.2319400310516357, 4.748594760894775, -0.28091755509376526, -10.229537963867188, 3.4808826446533203, 0.2113465666770935, -7.556447982788086, -5.290766716003418, -2.575533628463745, -3.2108826637268066, -0.1587536633014679]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-02-01-19.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-618.8653564453125, 77.18575286865234, 2.662402868270874, 29.486026763916016, 4.27951717376709, 14.72327709197998, -5.113363265991211, 11.749340057373047, 5.8059210777282715, 4.110671520233154, 7.438881874084473, -2.892287254333496, -7.563933849334717, 4.189485549926758, -1.605417251586914, -4.932838439941406, -2.6328799724578857, -1.6420365571975708, -1.9757373332977295, 1.6094032526016235]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-02-02-19.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-621.498779296875, 62.075443267822266, -0.7626306414604187, 23.582448959350586, 4.96005392074585, 10.738419532775879, -8.107830047607422, 9.220890045166016, 2.5209872722625732, -1.248241662979126, 5.311484336853027, -1.07619047164917, -6.970496654510498, 0.501803994178772, -0.07972197979688644, -5.745427131652832, -4.530023574829102, -1.3201664686203003, -0.6529489755630493, -0.8365584015846252]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-01-01-19.wav,audio-only,disgust,Kids are talking by the door,male,"[-520.7902221679688, 64.18002319335938, -2.726594924926758, 24.15877914428711, 4.215640068054199, 14.45460033416748, -2.631862163543701, 5.792574405670166, 3.7736315727233887, -2.5800373554229736, 1.5949898958206177, 8.615097999572754, -6.619605541229248, -5.2959513664245605, -0.8391264081001282, -4.52559757232666, -5.700551986694336, -3.103804588317871, -3.7989561557769775, -2.445060968399048]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-01-02-19.wav,audio-only,disgust,Kids are talking by the door,male,"[-457.2928161621094, 56.85532760620117, -22.38270378112793, 14.351845741271973, 1.559774398803711, 14.356241226196289, -7.898787021636963, 5.095193386077881, -3.1394193172454834, -5.2671685218811035, 1.6316277980804443, -0.7099307179450989, -8.680636405944824, -2.7469089031219482, -1.2853834629058838, -4.357720851898193, -7.132596969604492, -2.5453455448150635, -3.1415789127349854, -3.10268235206604]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-02-01-19.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-385.9248962402344, 51.88193130493164, -31.836929321289062, 32.32912826538086, 2.9493257999420166, 5.175387859344482, -17.508012771606445, 0.953843355178833, -0.0782153531908989, -3.8206093311309814, -4.225211143493652, -2.6539981365203857, -9.084136009216309, -0.4388023614883423, -5.996771812438965, -9.902759552001953, -6.3994927406311035, 1.0838897228240967, -2.2958977222442627, -3.9237592220306396]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-02-02-19.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-427.9257507324219, 67.38693237304688, -7.346426963806152, 22.22728729248047, -0.7995918989181519, 24.097909927368164, -3.154503345489502, 8.275875091552734, -3.0999438762664795, -0.11358244717121124, 6.673130989074707, 4.1243743896484375, -8.340179443359375, -2.6112332344055176, 1.7653907537460327, 0.5799506902694702, -8.301018714904785, -2.565669536590576, -1.6660099029541016, 0.22629612684249878]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-01-01-19.wav,audio-only,surprised,Kids are talking by the door,male,"[-682.387939453125, 80.71629333496094, 11.61267375946045, 25.67844581604004, 6.444084167480469, 17.635364532470703, 1.079188346862793, 9.617448806762695, 6.71168851852417, 4.516086101531982, 9.899410247802734, 1.2884145975112915, -1.8139467239379883, 1.0940861701965332, 1.2248568534851074, -2.617269515991211, -4.608841896057129, -2.6637442111968994, 0.2660270035266876, 0.31871333718299866]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-01-02-19.wav,audio-only,surprised,Kids are talking by the door,male,"[-683.162109375, 89.41324615478516, 14.531601905822754, 21.73444175720215, 5.147074222564697, 11.930203437805176, -2.5931859016418457, 7.016440391540527, 6.776706695556641, -1.3705023527145386, 7.026874542236328, 1.6411821842193604, -4.719607353210449, 0.2528936564922333, 3.57793927192688, -3.6546645164489746, -7.168682098388672, -3.04548716545105, -0.32538649439811707, 0.2182527631521225]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-02-01-19.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-685.5167236328125, 89.21432495117188, 1.7348296642303467, 29.116844177246094, 11.357964515686035, 21.19630241394043, 0.3765053451061249, 6.123637676239014, 9.669422149658203, 5.88213586807251, 6.914215564727783, 0.08788055926561356, -6.4490461349487305, 3.087317943572998, 5.066459655761719, -3.6253178119659424, -5.6362409591674805, 0.6676939725875854, 3.1243457794189453, 3.671527624130249]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-02-02-19.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-764.793212890625, 66.34679412841797, 11.463619232177734, 24.57588005065918, 12.069890022277832, 17.830392837524414, 3.0263831615448, 6.202049255371094, 5.124911785125732, 5.345700740814209, 9.981060028076172, 2.354641914367676, -1.2384600639343262, 3.0549230575561523, 3.4676308631896973, -2.208521842956543, -1.4373937845230103, -1.104979395866394, 1.8925573825836182, 2.3966236114501953]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-01-01-19.wav,audio-only,surprised,Kids are talking by the door,male,"[-587.1854858398438, 75.77914428710938, 3.777709722518921, 23.254329681396484, 2.3970119953155518, 13.85741138458252, -1.1531294584274292, 5.815220832824707, 8.526866912841797, 0.015460561960935593, 4.641687393188477, 1.4428038597106934, -6.539663314819336, -0.7898306250572205, 1.5438677072525024, -3.979342222213745, -7.75579309463501, -2.8867499828338623, 1.089408040046692, -1.5063153505325317]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-01-02-19.wav,audio-only,surprised,Kids are talking by the door,male,"[-559.178955078125, 82.98462677001953, -1.2006193399429321, 20.36011505126953, -1.430564284324646, 17.214698791503906, -2.8079564571380615, 9.829415321350098, 4.886900424957275, 3.566953182220459, 8.972256660461426, -0.32887008786201477, -9.697305679321289, -2.419475793838501, -1.0779021978378296, -5.61824369430542, -8.131092071533203, -1.863399624824524, 0.5532229542732239, -1.3886255025863647]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-02-01-19.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-631.9156494140625, 80.07140350341797, 5.965775012969971, 21.663686752319336, 4.591101169586182, 17.56150245666504, 0.19964930415153503, 6.587115287780762, 6.922390460968018, 2.802000045776367, 6.825778961181641, -0.5532164573669434, -5.686705112457275, 1.8169511556625366, 2.0985312461853027, -3.641610860824585, -1.9168024063110352, 2.0135574340820312, 0.7826966643333435, 0.09608439356088638]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-02-02-19.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-690.3150634765625, 66.6730728149414, 5.066804885864258, 27.30014419555664, 8.355130195617676, 15.787983894348145, -1.6078053712844849, 9.019362449645996, 8.088510513305664, 1.7588099241256714, 9.48465347290039, 2.57089900970459, -2.2348530292510986, 1.8833492994308472, 0.8365893959999084, -0.2837944030761719, -0.0017571961507201195, 0.14614669978618622, 1.3157031536102295, 1.830622911453247]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-01-01-01-01-21.wav,audio-only,neutral,Kids are talking by the door,male,"[-623.8505249023438, 72.10147857666016, 15.664188385009766, 14.564757347106934, 1.9211019277572632, 23.431352615356445, 4.999477863311768, 1.964132308959961, 2.62760853767395, 5.355031967163086, 6.836406707763672, 2.5066158771514893, -1.0126928091049194, -1.0807141065597534, -0.04114530235528946, -0.37591415643692017, 0.7187881469726562, -0.17029331624507904, -0.08162295073270798, 0.5225673913955688]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-01-01-01-02-21.wav,audio-only,neutral,Kids are talking by the door,male,"[-626.9437866210938, 73.17816162109375, 17.89684295654297, 17.187145233154297, 6.686834812164307, 23.026748657226562, 5.77019739151001, 2.400996208190918, 4.990397930145264, 6.154644012451172, 7.493248462677002, 3.0280849933624268, -0.7964988350868225, -0.912966787815094, 0.09046266973018646, -0.4246422052383423, -0.002806553617119789, -0.05605531111359596, 0.682350218296051, 0.2526279389858246]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-01-01-02-01-21.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-629.3965454101562, 75.43184661865234, 13.732128143310547, 16.084814071655273, 3.24985671043396, 20.614582061767578, 4.531469345092773, 2.348860263824463, 3.6285974979400635, 6.382425308227539, 6.407674312591553, 4.540191650390625, -0.6447696089744568, -1.568135142326355, -1.833884835243225, -1.70502507686615, 0.11715292185544968, -1.2068647146224976, -0.08452121168375015, 0.6642900109291077]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-01-01-02-02-21.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-635.7158813476562, 74.0166244506836, 14.508204460144043, 14.937426567077637, 2.4419844150543213, 18.070552825927734, 5.62758207321167, 3.730057716369629, 5.371973514556885, 7.556455135345459, 6.748227119445801, 3.0773537158966064, -0.7063081860542297, -1.3551899194717407, -1.0903915166854858, -1.7937942743301392, 0.12151117622852325, -0.042645107954740524, -0.40862134099006653, 0.5942143201828003]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-02-01-01-01-21.wav,audio-only,calm,Kids are talking by the door,male,"[-662.0867919921875, 80.83641815185547, 18.10696792602539, 20.189369201660156, 2.9573309421539307, 24.347780227661133, 4.764415740966797, 6.3187150955200195, 6.539550304412842, 6.120422840118408, 6.8893561363220215, 4.678277492523193, -1.2975001335144043, -1.4010601043701172, -0.1490873545408249, -1.624674677848816, 2.161339521408081, -0.11670421063899994, 0.7747697234153748, 1.2234859466552734]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-02-01-01-02-21.wav,audio-only,calm,Kids are talking by the door,male,"[-635.9691772460938, 84.18014526367188, 16.29823112487793, 16.399566650390625, 1.5880320072174072, 23.15529441833496, 7.0890984535217285, 2.712642192840576, 6.044146537780762, 5.436653137207031, 5.694663047790527, 3.2627129554748535, -3.33976674079895, -2.2640414237976074, 0.5361767411231995, -1.6988648176193237, 1.7518203258514404, -0.5879263877868652, -0.09069345146417618, 0.20509931445121765]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-02-01-02-01-21.wav,audio-only,calm,Dogs are sitting by the door,male,"[-663.272216796875, 75.91995239257812, 17.914478302001953, 23.84971809387207, 4.656706809997559, 26.024585723876953, 5.43274450302124, 7.538056373596191, 9.412683486938477, 7.583576679229736, 7.495644569396973, 5.171136379241943, -0.2544562518596649, 1.517754077911377, 0.31157946586608887, -0.7490321397781372, 2.066983461380005, 0.5186458826065063, 1.3024353981018066, 1.414832592010498]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-02-01-02-02-21.wav,audio-only,calm,Dogs are sitting by the door,male,"[-658.7737426757812, 89.00303649902344, 15.954453468322754, 22.654857635498047, 3.8394434452056885, 24.6076717376709, 8.306295394897461, 9.528133392333984, 10.038188934326172, 8.184101104736328, 7.426466464996338, 4.417208194732666, -2.6976726055145264, -0.33344972133636475, 0.014934864826500416, -0.6402514576911926, 1.4620532989501953, 0.7311115860939026, 1.6364054679870605, 2.144932270050049]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-02-02-01-01-21.wav,audio-only,calm,Kids are talking by the door,male,"[-639.1251831054688, 84.58241271972656, 7.57794189453125, 17.611154556274414, 2.491950273513794, 24.080514907836914, 3.486907720565796, 7.476302623748779, 7.23681640625, 6.1946234703063965, 6.723546981811523, 3.787921667098999, -2.8586175441741943, -2.170308828353882, 0.656261146068573, -0.889706552028656, 0.9157214760780334, -0.38133808970451355, 1.2220523357391357, 2.476614236831665]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-02-02-01-02-21.wav,audio-only,calm,Kids are talking by the door,male,"[-614.1782836914062, 91.79600524902344, 9.167710304260254, 14.519674301147461, 3.0209619998931885, 24.047504425048828, 3.6585583686828613, 5.135441303253174, 7.5244035720825195, 6.419412136077881, 7.913330554962158, 2.8810434341430664, -3.7950284481048584, -2.7277169227600098, -1.3352733850479126, -1.952596664428711, 0.06160322204232216, -0.5749751925468445, 0.6809385418891907, 0.6814345717430115]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-02-02-02-01-21.wav,audio-only,calm,Dogs are sitting by the door,male,"[-602.1082763671875, 80.8988037109375, 13.356042861938477, 14.534729957580566, -1.2474045753479004, 27.64879608154297, 4.246603012084961, 4.170013904571533, 7.366238117218018, 7.325042247772217, 8.247167587280273, 1.9061282873153687, -2.786080837249756, -2.5360939502716064, -0.9317319989204407, -2.3462541103363037, 0.5797960162162781, -0.23053131997585297, 0.011583419516682625, 0.599209725856781]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-02-02-02-02-21.wav,audio-only,calm,Dogs are sitting by the door,male,"[-630.001708984375, 89.18224334716797, 9.329620361328125, 16.15021324157715, -1.4124598503112793, 23.899202346801758, 2.4448938369750977, 7.898292064666748, 8.11922550201416, 6.843044281005859, 5.929870128631592, 1.900738000869751, -2.541632890701294, -2.0791847705841064, -1.6091080904006958, -2.3887383937835693, 1.0299656391143799, -1.0469077825546265, 0.8587093353271484, 0.48512202501296997]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-03-01-01-01-21.wav,audio-only,happy,Kids are talking by the door,male,"[-595.1400146484375, 74.30604553222656, 11.613075256347656, 9.84502124786377, 1.7022038698196411, 19.11729621887207, 5.471146106719971, 2.348508596420288, 2.3480327129364014, 6.674750328063965, 4.955552577972412, -0.13171356916427612, -3.409681558609009, -0.812774121761322, -1.058980941772461, -1.1581947803497314, -0.3040086030960083, -0.7672210931777954, -0.44736412167549133, -1.0240944623947144]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-03-01-01-02-21.wav,audio-only,happy,Kids are talking by the door,male,"[-590.302001953125, 79.72917175292969, 9.951035499572754, 7.647985935211182, -1.6746255159378052, 21.211959838867188, 7.599418640136719, 2.6723296642303467, 2.086378335952759, 7.390051364898682, 7.185909271240234, 0.46157658100128174, -3.6861751079559326, -0.9544667601585388, -0.8386023640632629, -0.7150822281837463, -0.38614964485168457, -0.5424140691757202, -0.038372479379177094, 0.3913215100765228]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-03-01-02-01-21.wav,audio-only,happy,Dogs are sitting by the door,male,"[-562.6671752929688, 81.11096954345703, 7.017073154449463, 4.9335761070251465, 0.9440160393714905, 20.339357376098633, 4.900692939758301, 3.3252527713775635, 3.2369160652160645, 8.42807388305664, 4.772395133972168, -0.6570483446121216, -4.9413347244262695, -2.0542774200439453, -1.8089420795440674, -3.2115700244903564, -0.4383144974708557, -1.1054694652557373, 0.3455325961112976, -2.0690581798553467]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-03-01-02-02-21.wav,audio-only,happy,Dogs are sitting by the door,male,"[-595.6133422851562, 80.82478332519531, 8.451902389526367, 10.858179092407227, 0.05398576706647873, 17.094573974609375, 3.714552402496338, 4.573822498321533, 4.482731819152832, 6.078819274902344, 5.321210861206055, -0.1006409078836441, -3.9080593585968018, -1.4074289798736572, -2.6373140811920166, -2.4401159286499023, -0.14397117495536804, -0.5251904129981995, 0.10466931760311127, -0.9277311563491821]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-03-02-01-01-21.wav,audio-only,happy,Kids are talking by the door,male,"[-492.97259521484375, 76.40831756591797, 2.084171772003174, 1.0246248245239258, -1.7770642042160034, 17.712390899658203, 5.9442853927612305, -0.26027289032936096, -3.0547935962677, 5.0425896644592285, 6.28664493560791, -2.8401424884796143, -6.511375427246094, -0.2220713347196579, -1.7727715969085693, -3.5143659114837646, -2.066419839859009, -2.945131301879883, -0.6688337326049805, -1.0949530601501465]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-03-02-01-02-21.wav,audio-only,happy,Kids are talking by the door,male,"[-509.88800048828125, 74.82840728759766, 0.19709010422229767, 1.9770864248275757, -3.7784931659698486, 16.106199264526367, 8.238627433776855, -1.5835343599319458, -3.0885932445526123, 6.2059736251831055, 6.199264049530029, -1.2517015933990479, -6.065570831298828, -0.4646373987197876, -1.1396493911743164, -2.6372015476226807, -2.3716025352478027, -2.8513779640197754, 0.11536304652690887, -1.0878167152404785]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-03-02-02-01-21.wav,audio-only,happy,Dogs are sitting by the door,male,"[-522.5079956054688, 75.99713897705078, 8.345111846923828, 5.85756778717041, -1.8644391298294067, 17.862367630004883, 5.078591823577881, 2.5306222438812256, -1.0848298072814941, 6.961523532867432, 5.152912139892578, -3.8554580211639404, -4.981856822967529, -1.034204363822937, -2.4478986263275146, -4.499256134033203, -1.8315976858139038, -0.4463156461715698, -0.5487791895866394, -1.02958083152771]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-03-02-02-02-21.wav,audio-only,happy,Dogs are sitting by the door,male,"[-479.3547058105469, 73.98915100097656, 2.7268569469451904, 2.8205082416534424, -0.8916415572166443, 16.655866622924805, 5.085350036621094, 0.3772984743118286, -3.6645026206970215, 4.766357898712158, 6.0759735107421875, -3.304654359817505, -6.16630220413208, -1.8350436687469482, -1.8609031438827515, -3.7759034633636475, -2.991149425506592, -2.0192012786865234, -0.42104223370552063, -1.775381088256836]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-04-01-01-01-21.wav,audio-only,sad,Kids are talking by the door,male,"[-666.8999633789062, 82.3047866821289, 9.157809257507324, 18.728281021118164, 3.732572555541992, 26.981321334838867, 3.3148088455200195, 2.9872374534606934, 6.118688583374023, 6.126455783843994, 7.330609321594238, 4.580537796020508, -2.6477251052856445, 1.3955891132354736, 0.22082442045211792, -4.630075454711914, 0.7866540551185608, -0.0733257457613945, -1.674519419670105, 1.0547441244125366]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-04-01-01-02-21.wav,audio-only,sad,Kids are talking by the door,male,"[-655.4855346679688, 91.87393188476562, 9.80673885345459, 21.538320541381836, 5.9357099533081055, 28.67029571533203, 2.4007630348205566, 3.9886863231658936, 8.439695358276367, 5.537428379058838, 5.912656307220459, 3.9666924476623535, -1.1554346084594727, 1.836372971534729, 0.6718543767929077, -4.523375034332275, 1.5787291526794434, 0.4263625144958496, -0.4794846475124359, 0.9693936109542847]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-04-01-02-01-21.wav,audio-only,sad,Dogs are sitting by the door,male,"[-640.626220703125, 76.22139739990234, 6.860608100891113, 18.162841796875, 4.408561706542969, 23.942821502685547, 0.4413953721523285, 3.5608599185943604, 6.4857177734375, 7.92644739151001, 6.200529098510742, 4.167961597442627, -1.9739683866500854, -0.03520072624087334, -1.0231362581253052, -4.976590633392334, 1.2497256994247437, 0.8007780313491821, 0.8910982608795166, 1.882123589515686]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-04-01-02-02-21.wav,audio-only,sad,Dogs are sitting by the door,male,"[-651.9850463867188, 80.14826202392578, 6.683602809906006, 16.461793899536133, 3.278995990753174, 24.55048942565918, 2.2532520294189453, 4.012528419494629, 5.165170192718506, 7.886112213134766, 6.65436315536499, 4.757132053375244, -2.522249937057495, 1.4086326360702515, 0.25259509682655334, -4.8673095703125, 0.05225981026887894, 0.684517502784729, -0.4617241322994232, 1.375425100326538]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-04-02-01-01-21.wav,audio-only,sad,Kids are talking by the door,male,"[-536.1221923828125, 92.08828735351562, 1.825648546218872, 4.002124309539795, -6.583749771118164, 14.031742095947266, 15.668766021728516, 6.701027870178223, -7.264176845550537, 0.7927510738372803, 12.132241249084473, 1.9047003984451294, -9.201681137084961, -6.7523064613342285, -3.431220293045044, -3.56567120552063, -8.455105781555176, -3.01055645942688, -0.2600768506526947, -6.072917461395264]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-04-02-01-02-21.wav,audio-only,sad,Kids are talking by the door,male,"[-536.724365234375, 89.55703735351562, 3.57716965675354, 5.921267032623291, -6.039619445800781, 13.918044090270996, 15.055086135864258, 5.59238338470459, -5.989164352416992, 2.364485025405884, 13.03603458404541, 1.5285989046096802, -11.246997833251953, -6.4791131019592285, -3.6341471672058105, -5.439883708953857, -7.641780853271484, -3.745626926422119, -0.16642554104328156, -4.945533752441406]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-04-02-02-01-21.wav,audio-only,sad,Dogs are sitting by the door,male,"[-548.7465209960938, 84.9450912475586, 6.414852619171143, 5.281323432922363, -2.3935348987579346, 20.54029083251953, 13.416006088256836, -0.47123032808303833, 0.3304300904273987, 7.096498012542725, 9.392321586608887, 0.18609993159770966, -7.108898639678955, -2.4641942977905273, -4.060288906097412, -6.336411476135254, -3.847001791000366, -2.234651565551758, -2.4008615016937256, -2.302154541015625]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-04-02-02-02-21.wav,audio-only,sad,Dogs are sitting by the door,male,"[-581.2675170898438, 91.21957397460938, 3.053863525390625, 8.34957218170166, -5.066059589385986, 18.29310417175293, 13.840744972229004, 2.7143635749816895, -1.0585005283355713, 5.17257022857666, 11.207486152648926, 0.8662270307540894, -7.514810562133789, -2.2780067920684814, -3.4253695011138916, -4.441003799438477, -4.7486724853515625, -1.9287083148956299, -1.253770351409912, -3.720609664916992]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-05-01-01-01-21.wav,audio-only,angry,Kids are talking by the door,male,"[-462.6658020019531, 81.8982925415039, -4.873094081878662, 4.35593843460083, -3.5418896675109863, 20.14466094970703, 7.0832014083862305, -3.154862403869629, -3.709190845489502, 8.071297645568848, 7.062216758728027, 1.2498037815093994, -7.989157676696777, -3.1970207691192627, -2.0155189037323, -5.776122570037842, -3.3974037170410156, -1.159902811050415, -2.0659961700439453, -2.1223349571228027]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_21\03-01-05-01-01-02-21.wav,audio-only,angry,Kids are talking by the door,male,"[-479.4720764160156, 78.38459014892578, -2.127349853515625, 4.484133720397949, -3.724846124649048, 20.668672561645508, 7.7805304527282715, -2.622647523880005, -3.021014928817749, 8.047842025756836, 7.135519981384277, 2.1974174976348877, -6.64410400390625, -2.6800789833068848, -0.720186173915863, -4.57760763168335, -3.642268180847168, -1.0258060693740845, -1.663047432899475, -2.2587385177612305]"
