,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-02-02-02-01-19.wav,audio-only,calm,Dogs are sitting by the door,male,"[-692.5450439453125, 83.4848403930664, 5.882986545562744, 32.829559326171875, 6.677459239959717, 19.512500762939453, 6.529232025146484, 13.259129524230957, 11.322875022888184, 11.498136520385742, 11.357702255249023, 2.6068994998931885, -3.4887728691101074, 3.0965726375579834, 3.0463461875915527, -3.307161331176758, -3.003303050994873, -2.6980884075164795, 4.679579257965088, 7.307003498077393]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-02-02-02-02-19.wav,audio-only,calm,Dogs are sitting by the door,male,"[-710.0457153320312, 85.13682556152344, 8.928668975830078, 35.53984832763672, 9.595426559448242, 20.109739303588867, 11.545198440551758, 13.443507194519043, 9.146294593811035, 9.51939582824707, 12.277132987976074, 1.624311089515686, -0.13930563628673553, 3.9618775844573975, 2.183199882507324, -2.485511302947998, -7.879902362823486, -3.9573140144348145, 5.4320573806762695, 3.8269920349121094]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-03-01-01-01-19.wav,audio-only,happy,Kids are talking by the door,male,"[-686.7135620117188, 88.39014434814453, 11.360806465148926, 29.481496810913086, 4.188661098480225, 12.884385108947754, 2.253899097442627, 9.63912296295166, 4.341816425323486, 1.541275143623352, 12.981962203979492, 2.645848512649536, -2.306591272354126, -1.2637419700622559, -2.71677565574646, -2.6108739376068115, -2.8336966037750244, 0.19183358550071716, 1.3570148944854736, 1.2056539058685303]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-03-01-01-02-19.wav,audio-only,happy,Kids are talking by the door,male,"[-645.7284545898438, 80.83773040771484, 3.426077365875244, 26.234655380249023, 6.447568893432617, 14.003802299499512, 0.7936306595802307, 11.261529922485352, 6.565426826477051, 1.5144386291503906, 13.416385650634766, 5.046815872192383, -3.06429386138916, 0.5706008672714233, 1.1253807544708252, -0.8101702332496643, -0.569159209728241, 1.5249875783920288, 1.426454782485962, 0.14475487172603607]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-03-01-02-01-19.wav,audio-only,happy,Dogs are sitting by the door,male,"[-710.4896850585938, 80.31564331054688, 12.333353996276855, 29.16655731201172, 11.359679222106934, 11.087763786315918, 3.0775198936462402, 12.80605411529541, 6.874337673187256, 6.123476505279541, 12.640398979187012, 2.531165361404419, -0.3383450508117676, 2.3271214962005615, 2.356168270111084, -1.1473116874694824, -3.743452787399292, -0.9144526720046997, 1.810014009475708, 1.5460624694824219]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-03-01-02-02-19.wav,audio-only,happy,Dogs are sitting by the door,male,"[-672.8665771484375, 83.35871887207031, 6.558016300201416, 23.763757705688477, 10.175374984741211, 12.71159553527832, -1.519019603729248, 11.008169174194336, 4.1485161781311035, 6.098893642425537, 14.26345157623291, 2.5753254890441895, -1.9919756650924683, 3.3867361545562744, -0.40542277693748474, -0.7874817848205566, -2.6616051197052, 2.007014036178589, 4.330933570861816, 1.547367811203003]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-03-02-01-01-19.wav,audio-only,happy,Kids are talking by the door,male,"[-611.8221435546875, 74.84854125976562, 4.4672932624816895, 26.827835083007812, 5.936234951019287, 12.522756576538086, -1.4373070001602173, 8.769607543945312, 1.0626219511032104, 3.603088140487671, 9.63892936706543, 5.133738994598389, -4.437789440155029, -1.9960662126541138, -3.3849103450775146, -3.7999749183654785, -1.5145843029022217, 0.8907535076141357, 0.949368417263031, 2.531817674636841]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-03-02-01-02-19.wav,audio-only,happy,Kids are talking by the door,male,"[-529.1261596679688, 80.67562103271484, -4.471435070037842, 17.45395851135254, -4.7319793701171875, 4.995275974273682, -6.975679397583008, 5.90855073928833, 3.486396551132202, 0.8173363208770752, 5.999388694763184, 2.722839593887329, -9.015918731689453, -5.025097370147705, -5.497367858886719, -7.716684818267822, -3.439972162246704, 1.8580543994903564, -1.814367651939392, -1.6504312753677368]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-03-02-02-01-19.wav,audio-only,happy,Dogs are sitting by the door,male,"[-490.58154296875, 69.1496810913086, -3.1408567428588867, 20.62859535217285, 0.7916178703308105, 11.713937759399414, -3.742173194885254, 8.227557182312012, 3.4261395931243896, 2.4409677982330322, 9.679924964904785, -0.09562293440103531, -8.621190071105957, -2.7309372425079346, -2.567073106765747, -2.9351131916046143, -5.369856834411621, -2.4038290977478027, -0.5050010681152344, 1.6853715181350708]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-03-02-02-02-19.wav,audio-only,happy,Dogs are sitting by the door,male,"[-615.0281372070312, 67.35140991210938, 4.221680164337158, 28.81380844116211, 9.006343841552734, 17.080013275146484, 2.611149311065674, 9.575779914855957, 2.4734275341033936, 2.9976494312286377, 10.35807991027832, 3.0759224891662598, -2.690373182296753, 1.0145386457443237, -1.4526102542877197, -1.725291132926941, -0.7542322278022766, 0.4020569920539856, 0.6145467758178711, 0.7515588402748108]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-04-01-01-01-19.wav,audio-only,sad,Kids are talking by the door,male,"[-742.6495971679688, 70.40033721923828, 14.131911277770996, 29.64478302001953, 7.739829063415527, 19.108186721801758, 0.7479315400123596, 10.951020240783691, 8.280195236206055, 6.5598955154418945, 11.246915817260742, 5.493215084075928, 1.6974774599075317, 5.869207382202148, 2.7533864974975586, -2.8365302085876465, 1.7199684381484985, 2.3885648250579834, 1.3118603229522705, 3.366887092590332]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-04-01-01-02-19.wav,audio-only,sad,Kids are talking by the door,male,"[-762.1242065429688, 71.3943862915039, 12.272616386413574, 28.61893081665039, 7.993861675262451, 15.560576438903809, 2.1502859592437744, 10.033697128295898, 12.95445442199707, 5.711627960205078, 10.450815200805664, 5.278453826904297, 0.6218693256378174, 4.104116916656494, 1.2966008186340332, -2.516615629196167, 0.48372483253479004, 1.5658613443374634, 1.6617004871368408, 3.8196029663085938]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-04-01-02-01-19.wav,audio-only,sad,Dogs are sitting by the door,male,"[-738.9385375976562, 80.8909683227539, 14.573232650756836, 24.9680118560791, 5.621366024017334, 11.927038192749023, -1.2869927883148193, 8.402859687805176, 11.046958923339844, 8.82703685760498, 14.160008430480957, 2.3514623641967773, -4.139730930328369, 2.905618667602539, 1.5296510457992554, -2.701988458633423, -1.4068814516067505, -1.6021262407302856, 2.0808017253875732, 6.003121376037598]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-04-01-02-02-19.wav,audio-only,sad,Dogs are sitting by the door,male,"[-753.1502075195312, 80.07449340820312, 15.642184257507324, 27.6590518951416, 12.632637977600098, 17.67001724243164, 3.8755970001220703, 10.641266822814941, 9.251482963562012, 6.930764675140381, 12.873321533203125, 5.233700752258301, -1.1758813858032227, 3.4732606410980225, 4.518061637878418, -1.6867460012435913, -1.219529628753662, -1.2805242538452148, 0.5586862564086914, 4.749072551727295]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-04-02-01-01-19.wav,audio-only,sad,Kids are talking by the door,male,"[-555.048095703125, 58.985225677490234, 2.7552573680877686, 16.610376358032227, -0.7388765215873718, 13.65770435333252, 3.841301202774048, 15.164384841918945, 5.899897575378418, 1.6590267419815063, 4.80565071105957, 2.468252420425415, -0.7435429096221924, -0.09430094063282013, -1.7504478693008423, -1.0347610712051392, -0.3840811848640442, 0.011979285627603531, -2.3893067836761475, 0.14450746774673462]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-04-02-01-02-19.wav,audio-only,sad,Kids are talking by the door,male,"[-678.378662109375, 78.1678237915039, 6.746476650238037, 18.25828742980957, 1.844488501548767, 15.23586368560791, 1.5011845827102661, 15.170180320739746, 5.595015048980713, 2.292733669281006, 6.3128509521484375, 4.742184638977051, 0.9095391631126404, -0.8690506219863892, -2.4259190559387207, -0.78147292137146, 0.6202943325042725, -1.2949169874191284, -3.002091407775879, 0.554591953754425]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-04-02-02-01-19.wav,audio-only,sad,Dogs are sitting by the door,male,"[-644.8021850585938, 78.73602294921875, 11.578510284423828, 18.889822006225586, 5.5325822830200195, 7.970098972320557, 4.369176864624023, 15.413675308227539, 6.5003252029418945, -1.439509630203247, 3.6692054271698, 1.1009337902069092, 1.0050305128097534, 0.37869906425476074, -0.6242173314094543, -2.171665906906128, -1.1781189441680908, -2.6440670490264893, -4.945953369140625, -2.769892692565918]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-04-02-02-02-19.wav,audio-only,sad,Dogs are sitting by the door,male,"[-620.6574096679688, 82.36238098144531, 10.90587329864502, 17.243431091308594, 2.6011545658111572, 11.858922958374023, 6.147174835205078, 18.518043518066406, 6.806534767150879, -1.0578659772872925, 7.550121784210205, 4.744631767272949, 2.0137267112731934, 0.23264218866825104, 0.09387693554162979, -1.7316230535507202, 0.5153017640113831, -0.472921222448349, -3.1626477241516113, 0.20215700566768646]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-05-01-01-01-19.wav,audio-only,angry,Kids are talking by the door,male,"[-540.2861938476562, 64.67182159423828, -0.44611456990242004, 11.146349906921387, 1.9209891557693481, 14.367215156555176, -0.6071139574050903, 5.7363386154174805, -1.678537130355835, 0.3138708770275116, 8.209772109985352, 3.501920461654663, -4.833607196807861, -0.4415647089481354, -0.3031327426433563, -1.9685808420181274, -3.733773946762085, -1.8629467487335205, -0.26998648047447205, 0.6141104102134705]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-05-01-01-02-19.wav,audio-only,angry,Kids are talking by the door,male,"[-580.3773193359375, 73.97093963623047, 4.198860168457031, 11.611040115356445, 4.498934745788574, 12.511974334716797, 4.630529880523682, 7.589718818664551, 0.8279241919517517, 3.1131889820098877, 10.514037132263184, 4.212065696716309, -5.5003437995910645, -1.2367337942123413, 0.9323395490646362, -2.494367837905884, -3.6673054695129395, 0.071886345744133, 0.5933017730712891, 1.581434965133667]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-05-01-02-01-19.wav,audio-only,angry,Dogs are sitting by the door,male,"[-606.0479125976562, 52.554718017578125, 5.9878458976745605, 16.259765625, 7.884278774261475, 11.524580955505371, 2.216114044189453, 6.301629543304443, 3.0558598041534424, 3.483970880508423, 7.6470232009887695, -0.7043874859809875, -5.62675142288208, -0.09023420512676239, 0.8672692775726318, -2.778773546218872, -2.260521650314331, 0.2108948528766632, 2.5750296115875244, 1.2608970403671265]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-05-01-02-02-19.wav,audio-only,angry,Dogs are sitting by the door,male,"[-551.3121948242188, 61.32784652709961, 4.878326892852783, 18.790006637573242, 7.674059867858887, 18.002338409423828, 3.8937768936157227, 5.284400463104248, -0.8126286268234253, 2.4538800716400146, 10.235490798950195, 2.3616931438446045, -3.364454507827759, 0.17479799687862396, -0.29642871022224426, -2.3699147701263428, -0.8828332424163818, -0.25366631150245667, 0.4022822678089142, 0.8888102769851685]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-05-02-01-01-19.wav,audio-only,angry,Kids are talking by the door,male,"[-416.6396179199219, 58.42070388793945, -11.944539070129395, 2.255707263946533, -3.6517748832702637, 11.98509407043457, -2.7179853916168213, 1.5246673822402954, -8.804728507995605, -2.340388536453247, 5.31877326965332, -0.47443804144859314, -10.521183967590332, -0.699447751045227, -0.7408767342567444, -0.5612823963165283, -4.513278484344482, -4.387073993682861, -0.3840741217136383, 0.3489437699317932]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-05-02-01-02-19.wav,audio-only,angry,Kids are talking by the door,male,"[-324.9636535644531, 85.3776626586914, -19.14002799987793, -2.9286954402923584, -5.243824481964111, 9.408459663391113, -12.541909217834473, -1.0997744798660278, -18.4146671295166, -6.420528411865234, 5.079037189483643, 0.3227287828922272, -15.314345359802246, -1.7613080739974976, -4.188677787780762, -0.3897240459918976, -5.69805908203125, -8.096630096435547, -0.0670958161354065, 3.8635387420654297]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-05-02-02-01-19.wav,audio-only,angry,Dogs are sitting by the door,male,"[-300.23687744140625, 66.61276245117188, -15.72693920135498, -1.2561575174331665, -8.742094993591309, 6.375638961791992, -11.277276039123535, 0.9894793629646301, -14.836915016174316, -7.242016315460205, 5.20044469833374, -4.825291633605957, -12.251303672790527, -0.27718865871429443, -4.856584072113037, -0.8698350787162781, -4.491113662719727, -7.336547374725342, 0.036442290991544724, 2.2478597164154053]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-05-02-02-02-19.wav,audio-only,angry,Dogs are sitting by the door,male,"[-410.1510925292969, 60.28196716308594, -14.432971954345703, 2.2969436645507812, -2.662904739379883, 13.248539924621582, -1.7218910455703735, 2.005176544189453, -9.914153099060059, -3.4559073448181152, 4.84320068359375, -1.1267200708389282, -11.102211952209473, -2.6642277240753174, -2.4178197383880615, -0.21745076775550842, -6.455334663391113, -6.310295104980469, -0.2548820674419403, 1.289495825767517]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-01-01-19.wav,audio-only,fearful,Kids are talking by the door,male,"[-627.6072387695312, 77.30413818359375, -0.8787859082221985, 20.374135971069336, -1.1132488250732422, 19.873641967773438, -2.007300615310669, 11.426472663879395, 4.811269760131836, 1.5026758909225464, 9.594594955444336, -0.5699462294578552, -6.7525787353515625, -1.409247636795044, 0.9359581470489502, -2.1082887649536133, -3.7174956798553467, -1.4937736988067627, 1.1813890933990479, -0.10167054086923599]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-01-02-19.wav,audio-only,fearful,Kids are talking by the door,male,"[-663.4474487304688, 74.11113739013672, 2.2432968616485596, 21.37183380126953, -1.8496880531311035, 13.461041450500488, 2.1848044395446777, 11.417778015136719, 8.475173950195312, 4.483623504638672, 5.231212139129639, 1.0281147956848145, -4.226425647735596, -1.1856029033660889, 0.6250137686729431, -1.0707746744155884, -3.1342928409576416, -2.388077974319458, -0.14336657524108887, 1.5267695188522339]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-02-01-19.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-624.2298583984375, 63.94717025756836, -10.909024238586426, 23.466306686401367, -0.6043342351913452, 11.156196594238281, -6.506657123565674, 11.580477714538574, 8.498429298400879, 4.635011672973633, 4.612617492675781, -0.5258578658103943, -6.215180397033691, -1.068467140197754, -0.09217209368944168, -3.1083736419677734, -4.411056995391846, -1.9629416465759277, 1.7443933486938477, 0.48694294691085815]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-01-02-02-19.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-661.7238159179688, 66.67828369140625, 3.697101593017578, 28.299999237060547, 5.678014755249023, 17.472078323364258, -0.8841484785079956, 12.851741790771484, 8.308808326721191, 7.501567840576172, 7.688573837280273, -0.8096207976341248, -3.23987078666687, 0.38925567269325256, 3.108731508255005, -1.9302197694778442, -3.173922300338745, -0.821960985660553, 0.623238205909729, 2.1357040405273438]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-01-01-19.wav,audio-only,fearful,Kids are talking by the door,male,"[-499.9928894042969, 80.12728881835938, -10.202445030212402, 1.5613856315612793, -8.659378051757812, 4.864315986633301, -8.212404251098633, 8.664588928222656, -3.603647232055664, -4.466301918029785, 10.016473770141602, -0.8212242722511292, -16.438995361328125, -11.956689834594727, -1.5511447191238403, -1.9190815687179565, -8.402810096740723, -6.399755954742432, -4.7186279296875, -2.0128965377807617]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-01-02-19.wav,audio-only,fearful,Kids are talking by the door,male,"[-409.6990966796875, 51.0804557800293, -16.878501892089844, 2.338834285736084, -9.100104331970215, 3.6329550743103027, -12.96467399597168, 2.879889965057373, -4.088400363922119, -3.2551217079162598, -6.835246562957764, -5.01405668258667, -10.330201148986816, -11.981582641601562, -8.490962028503418, -1.2404651641845703, -6.8431525230407715, -7.961764812469482, -7.1281232833862305, -1.225876808166504]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-02-01-19.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-462.3472595214844, 46.130123138427734, -12.98669147491455, 8.996248245239258, -5.899778842926025, 2.5242927074432373, -12.97697925567627, 4.172204494476318, -0.4901867210865021, -3.6499693393707275, -0.34476611018180847, -5.617735385894775, -9.5098876953125, -1.0159817934036255, -2.2685465812683105, -2.10648250579834, -5.470479488372803, -5.863371849060059, -0.4701363146305084, 2.0175576210021973]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-06-02-02-02-19.wav,audio-only,fearful,Dogs are sitting by the door,male,"[-424.4705505371094, 61.318599700927734, -19.089628219604492, 9.162776947021484, -7.396684169769287, 4.47809362411499, -12.0127534866333, 3.8056719303131104, 3.8740181922912598, -1.7934170961380005, 1.4926743507385254, -4.15694522857666, -12.530475616455078, -3.458571434020996, -3.141359329223633, -4.163741588592529, -6.951517105102539, -2.757784843444824, -0.9399219155311584, 0.18314620852470398]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-01-01-19.wav,audio-only,disgust,Kids are talking by the door,male,"[-617.992431640625, 79.64364624023438, 7.548457145690918, 26.451271057128906, 12.194626808166504, 17.54545783996582, -2.5804033279418945, 11.570058822631836, 5.8533830642700195, -3.7732958793640137, 5.763920783996582, 1.0924049615859985, -6.756701946258545, 2.7088067531585693, 0.110826775431633, -5.426009178161621, -5.398839950561523, -3.241072654724121, -1.7264553308486938, -0.3645882308483124]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-01-02-19.wav,audio-only,disgust,Kids are talking by the door,male,"[-591.4156494140625, 89.3581314086914, 12.61998462677002, 24.674480438232422, 3.7073748111724854, 15.605607986450195, -11.104584693908691, 11.907510757446289, 6.647149085998535, 1.2319400310516357, 4.748594760894775, -0.28091755509376526, -10.229537963867188, 3.4808826446533203, 0.2113465666770935, -7.556447982788086, -5.290766716003418, -2.575533628463745, -3.2108826637268066, -0.1587536633014679]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-02-01-19.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-618.8653564453125, 77.18575286865234, 2.662402868270874, 29.486026763916016, 4.27951717376709, 14.72327709197998, -5.113363265991211, 11.749340057373047, 5.8059210777282715, 4.110671520233154, 7.438881874084473, -2.892287254333496, -7.563933849334717, 4.189485549926758, -1.605417251586914, -4.932838439941406, -2.6328799724578857, -1.6420365571975708, -1.9757373332977295, 1.6094032526016235]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-01-02-02-19.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-621.498779296875, 62.075443267822266, -0.7626306414604187, 23.582448959350586, 4.96005392074585, 10.738419532775879, -8.107830047607422, 9.220890045166016, 2.5209872722625732, -1.248241662979126, 5.311484336853027, -1.07619047164917, -6.970496654510498, 0.501803994178772, -0.07972197979688644, -5.745427131652832, -4.530023574829102, -1.3201664686203003, -0.6529489755630493, -0.8365584015846252]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-01-01-19.wav,audio-only,disgust,Kids are talking by the door,male,"[-520.7902221679688, 64.18002319335938, -2.726594924926758, 24.15877914428711, 4.215640068054199, 14.45460033416748, -2.631862163543701, 5.792574405670166, 3.7736315727233887, -2.5800373554229736, 1.5949898958206177, 8.615097999572754, -6.619605541229248, -5.2959513664245605, -0.8391264081001282, -4.52559757232666, -5.700551986694336, -3.103804588317871, -3.7989561557769775, -2.445060968399048]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-01-02-19.wav,audio-only,disgust,Kids are talking by the door,male,"[-457.2928161621094, 56.85532760620117, -22.38270378112793, 14.351845741271973, 1.559774398803711, 14.356241226196289, -7.898787021636963, 5.095193386077881, -3.1394193172454834, -5.2671685218811035, 1.6316277980804443, -0.7099307179450989, -8.680636405944824, -2.7469089031219482, -1.2853834629058838, -4.357720851898193, -7.132596969604492, -2.5453455448150635, -3.1415789127349854, -3.10268235206604]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-02-01-19.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-385.9248962402344, 51.88193130493164, -31.836929321289062, 32.32912826538086, 2.9493257999420166, 5.175387859344482, -17.508012771606445, 0.953843355178833, -0.0782153531908989, -3.8206093311309814, -4.225211143493652, -2.6539981365203857, -9.084136009216309, -0.4388023614883423, -5.996771812438965, -9.902759552001953, -6.3994927406311035, 1.0838897228240967, -2.2958977222442627, -3.9237592220306396]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-07-02-02-02-19.wav,audio-only,disgust,Dogs are sitting by the door,male,"[-427.9257507324219, 67.38693237304688, -7.346426963806152, 22.22728729248047, -0.7995918989181519, 24.097909927368164, -3.154503345489502, 8.275875091552734, -3.0999438762664795, -0.11358244717121124, 6.673130989074707, 4.1243743896484375, -8.340179443359375, -2.6112332344055176, 1.7653907537460327, 0.5799506902694702, -8.301018714904785, -2.565669536590576, -1.6660099029541016, 0.22629612684249878]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-01-01-19.wav,audio-only,surprised,Kids are talking by the door,male,"[-682.387939453125, 80.71629333496094, 11.61267375946045, 25.67844581604004, 6.444084167480469, 17.635364532470703, 1.079188346862793, 9.617448806762695, 6.71168851852417, 4.516086101531982, 9.899410247802734, 1.2884145975112915, -1.8139467239379883, 1.0940861701965332, 1.2248568534851074, -2.617269515991211, -4.608841896057129, -2.6637442111968994, 0.2660270035266876, 0.31871333718299866]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-01-02-19.wav,audio-only,surprised,Kids are talking by the door,male,"[-683.162109375, 89.41324615478516, 14.531601905822754, 21.73444175720215, 5.147074222564697, 11.930203437805176, -2.5931859016418457, 7.016440391540527, 6.776706695556641, -1.3705023527145386, 7.026874542236328, 1.6411821842193604, -4.719607353210449, 0.2528936564922333, 3.57793927192688, -3.6546645164489746, -7.168682098388672, -3.04548716545105, -0.32538649439811707, 0.2182527631521225]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-02-01-19.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-685.5167236328125, 89.21432495117188, 1.7348296642303467, 29.116844177246094, 11.357964515686035, 21.19630241394043, 0.3765053451061249, 6.123637676239014, 9.669422149658203, 5.88213586807251, 6.914215564727783, 0.08788055926561356, -6.4490461349487305, 3.087317943572998, 5.066459655761719, -3.6253178119659424, -5.6362409591674805, 0.6676939725875854, 3.1243457794189453, 3.671527624130249]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-01-02-02-19.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-764.793212890625, 66.34679412841797, 11.463619232177734, 24.57588005065918, 12.069890022277832, 17.830392837524414, 3.0263831615448, 6.202049255371094, 5.124911785125732, 5.345700740814209, 9.981060028076172, 2.354641914367676, -1.2384600639343262, 3.0549230575561523, 3.4676308631896973, -2.208521842956543, -1.4373937845230103, -1.104979395866394, 1.8925573825836182, 2.3966236114501953]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-01-01-19.wav,audio-only,surprised,Kids are talking by the door,male,"[-587.1854858398438, 75.77914428710938, 3.777709722518921, 23.254329681396484, 2.3970119953155518, 13.85741138458252, -1.1531294584274292, 5.815220832824707, 8.526866912841797, 0.015460561960935593, 4.641687393188477, 1.4428038597106934, -6.539663314819336, -0.7898306250572205, 1.5438677072525024, -3.979342222213745, -7.75579309463501, -2.8867499828338623, 1.089408040046692, -1.5063153505325317]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-01-02-19.wav,audio-only,surprised,Kids are talking by the door,male,"[-559.178955078125, 82.98462677001953, -1.2006193399429321, 20.36011505126953, -1.430564284324646, 17.214698791503906, -2.8079564571380615, 9.829415321350098, 4.886900424957275, 3.566953182220459, 8.972256660461426, -0.32887008786201477, -9.697305679321289, -2.419475793838501, -1.0779021978378296, -5.61824369430542, -8.131092071533203, -1.863399624824524, 0.5532229542732239, -1.3886255025863647]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-02-01-19.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-631.9156494140625, 80.07140350341797, 5.965775012969971, 21.663686752319336, 4.591101169586182, 17.56150245666504, 0.19964930415153503, 6.587115287780762, 6.922390460968018, 2.802000045776367, 6.825778961181641, -0.5532164573669434, -5.686705112457275, 1.8169511556625366, 2.0985312461853027, -3.641610860824585, -1.9168024063110352, 2.0135574340820312, 0.7826966643333435, 0.09608439356088638]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_19\03-01-08-02-02-02-19.wav,audio-only,surprised,Dogs are sitting by the door,male,"[-690.3150634765625, 66.6730728149414, 5.066804885864258, 27.30014419555664, 8.355130195617676, 15.787983894348145, -1.6078053712844849, 9.019362449645996, 8.088510513305664, 1.7588099241256714, 9.48465347290039, 2.57089900970459, -2.2348530292510986, 1.8833492994308472, 0.8365893959999084, -0.2837944030761719, -0.0017571961507201195, 0.14614669978618622, 1.3157031536102295, 1.830622911453247]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-01-01-01-01-20.wav,audio-only,neutral,Kids are talking by the door,female,"[-733.123291015625, 55.93534469604492, -2.4616668224334717, 12.131877899169922, 1.15890371799469, 12.6199312210083, -4.530033588409424, 2.7893524169921875, 1.9216125011444092, -1.3467909097671509, -0.8455157279968262, 0.45118796825408936, -7.557922840118408, -2.9800095558166504, -4.394016742706299, -1.40683114528656, -1.0493083000183105, -2.8820369243621826, -1.631377935409546, -2.050930976867676]"
