,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-02-01-02-01-20.wav,audio-only,calm,Dogs are sitting by the door,female,"[-817.4274291992188, 47.83168029785156, 0.019715720787644386, 19.063505172729492, 0.0550006702542305, 11.663492202758789, -1.1638308763504028, 4.380084037780762, 4.043051242828369, 1.9569607973098755, 1.8381320238113403, -0.47223037481307983, -3.7501778602600098, -4.327903747558594, -1.6076956987380981, 0.06281363219022751, -1.5980380773544312, -2.7978663444519043, -2.5601308345794678, -3.935953140258789]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-02-01-02-02-20.wav,audio-only,calm,Dogs are sitting by the door,female,"[-793.3836059570312, 52.142425537109375, -1.9904347658157349, 20.23720359802246, -1.2699145078659058, 14.355253219604492, -1.5292450189590454, 3.5032272338867188, 6.056272506713867, -1.9281429052352905, 2.181068181991577, -0.3078169822692871, -6.63701868057251, -4.108842849731445, -2.280592918395996, -0.6326743364334106, -0.49747002124786377, -2.1372697353363037, -2.397897720336914, -4.032267093658447]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-02-02-01-01-20.wav,audio-only,calm,Kids are talking by the door,female,"[-829.9159545898438, 57.580711364746094, 1.0583335161209106, 12.544564247131348, 2.8049514293670654, 12.056929588317871, 0.450836181640625, 4.194586753845215, 4.398706912994385, -1.3333522081375122, -1.1161813735961914, -0.37860968708992004, -4.863253593444824, -3.03671932220459, -0.788262128829956, -2.7200169563293457, -3.6566004753112793, -1.4361757040023804, -0.033613137900829315, -4.790614128112793]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-02-02-01-02-20.wav,audio-only,calm,Kids are talking by the door,female,"[-824.8578491210938, 59.8831901550293, -0.710827112197876, 12.072860717773438, 4.634276866912842, 15.123090744018555, 1.471410870552063, 3.249055862426758, 7.202227592468262, 0.4408830404281616, 2.85001540184021, -0.5641511678695679, -5.112648963928223, -3.6065986156463623, -0.9506714344024658, -0.16335564851760864, -2.010849952697754, -1.5419723987579346, -0.6579539775848389, -3.724778413772583]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-02-02-02-01-20.wav,audio-only,calm,Dogs are sitting by the door,female,"[-820.0049438476562, 57.43278121948242, -0.2799118757247925, 18.305171966552734, 0.4531249403953552, 14.3414888381958, -1.0571328401565552, 4.118873596191406, 6.729896068572998, 0.4865303039550781, 1.1670171022415161, -2.675474166870117, -4.962090015411377, -3.624833822250366, -2.5073697566986084, -1.0212655067443848, -1.6271512508392334, -2.320739984512329, 1.4114251136779785, -3.5448927879333496]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-02-02-02-02-20.wav,audio-only,calm,Dogs are sitting by the door,female,"[-850.1551513671875, 47.05034637451172, -2.236501693725586, 16.45088005065918, 2.445467948913574, 12.145379066467285, -1.7636831998825073, 2.677440881729126, 4.357446670532227, 0.8256241679191589, 2.2793095111846924, -1.741952657699585, -5.164799690246582, -4.8716254234313965, -1.0019731521606445, -0.5817946195602417, -1.8817251920700073, -3.0499658584594727, -1.8431156873703003, -3.8559768199920654]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-03-01-01-01-20.wav,audio-only,happy,Kids are talking by the door,female,"[-583.0401000976562, 58.85536193847656, -5.731141567230225, 6.134189605712891, -1.228836178779602, 11.707386016845703, -4.594646453857422, -4.467591762542725, 2.977982997894287, -0.1585947573184967, -6.431447982788086, -3.533308982849121, -1.1121256351470947, -6.942673206329346, -8.485367774963379, -1.1097664833068848, -4.046690940856934, -4.279135227203369, -3.7916464805603027, -5.019248962402344]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-03-01-01-02-20.wav,audio-only,happy,Kids are talking by the door,female,"[-640.3712768554688, 62.90201187133789, -6.325839996337891, 10.848278999328613, -2.2947843074798584, 12.623207092285156, -6.970808506011963, -2.368844509124756, 2.9748644828796387, -4.349399089813232, -7.022624969482422, 2.4041049480438232, -5.589613437652588, -9.720712661743164, -4.011960983276367, -1.3257735967636108, -4.867642402648926, -4.153355598449707, -4.047036647796631, -3.5772950649261475]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-03-01-02-01-20.wav,audio-only,happy,Dogs are sitting by the door,female,"[-645.6353759765625, 62.77571487426758, -3.032160758972168, 15.827064514160156, 3.4733774662017822, 13.168985366821289, -1.8162857294082642, 3.7106311321258545, 5.70482873916626, 1.0062006711959839, -3.292522430419922, 0.24132336676120758, -2.708477020263672, -6.624110221862793, -3.9700145721435547, 1.5684266090393066, -1.7981626987457275, -5.04554557800293, -6.747148036956787, -3.981072425842285]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-03-01-02-02-20.wav,audio-only,happy,Dogs are sitting by the door,female,"[-674.4991455078125, 56.506553649902344, -7.697321891784668, 11.072650909423828, -6.7933030128479, 9.439030647277832, -5.98919153213501, -2.900662660598755, 4.020115852355957, -2.3955090045928955, -5.9327898025512695, 0.18174807727336884, -3.1036548614501953, -9.91627311706543, -5.946267127990723, -1.5742418766021729, -4.234155178070068, -4.610135078430176, -4.829084873199463, -2.9965662956237793]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-03-02-01-01-20.wav,audio-only,happy,Kids are talking by the door,female,"[-537.5390014648438, 63.05533218383789, -15.072031021118164, -2.8316006660461426, -6.003641605377197, 6.346558094024658, -10.539216041564941, -9.158504486083984, -2.681147813796997, -1.6529031991958618, -11.027929306030273, -7.776118278503418, -3.84966778755188, -7.824532985687256, -10.09931755065918, -3.705825090408325, -3.805140495300293, -6.468403339385986, -3.740056037902832, -5.621438503265381]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-03-02-01-02-20.wav,audio-only,happy,Kids are talking by the door,female,"[-487.1060791015625, 78.92515563964844, -22.77927589416504, 0.3623068928718567, -10.680679321289062, 8.714710235595703, -11.52129077911377, -11.911042213439941, 0.6580421924591064, -3.654385805130005, -13.658504486083984, -6.064051628112793, -6.361191749572754, -9.926933288574219, -8.967636108398438, -1.3551608324050903, -6.957219123840332, -7.648429870605469, -6.061897277832031, -6.314587116241455]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-03-02-02-01-20.wav,audio-only,happy,Dogs are sitting by the door,female,"[-479.0013122558594, 53.31313705444336, -14.718722343444824, -0.7087538242340088, -5.59304141998291, 3.8762998580932617, -9.486212730407715, -4.392134666442871, -2.3444950580596924, -4.448819160461426, -7.303755283355713, -5.863511562347412, -8.31583023071289, -10.501611709594727, -7.127416133880615, -2.8141987323760986, -5.30692195892334, -4.865106105804443, -2.855463981628418, -3.9445207118988037]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-03-02-02-02-20.wav,audio-only,happy,Dogs are sitting by the door,female,"[-422.1197814941406, 44.0763053894043, -16.12938117980957, -1.3985100984573364, -13.691195487976074, -0.8099424242973328, -10.985673904418945, -12.303698539733887, -4.119647979736328, -6.477011680603027, -10.560145378112793, -6.3955793380737305, -7.815995216369629, -10.982210159301758, -7.849679470062256, -1.269418478012085, -4.998377323150635, -8.5247802734375, -3.788961172103882, -3.034017324447632]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-04-01-01-01-20.wav,audio-only,sad,Kids are talking by the door,female,"[-759.9901123046875, 68.3041000366211, -8.124238967895508, 15.302459716796875, 0.8535780906677246, 13.215174674987793, -8.38316535949707, 5.641434192657471, 7.617702007293701, 0.5845438241958618, -0.014621983282268047, -3.5892345905303955, -5.822004795074463, -1.934714436531067, -3.8319091796875, -4.5949554443359375, -3.214017391204834, -3.7454822063446045, -2.3086209297180176, -3.70624041557312]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-04-01-01-02-20.wav,audio-only,sad,Kids are talking by the door,female,"[-849.5799560546875, 55.074764251708984, 1.0658615827560425, 11.906753540039062, 4.82405424118042, 8.188471794128418, -0.996208131313324, 6.662406921386719, 3.5257046222686768, 2.7394232749938965, 2.5731544494628906, -0.7853891849517822, -5.05027961730957, -0.9381878972053528, -1.029931664466858, -2.6722910404205322, -0.60555499792099, -2.66754412651062, -1.0749781131744385, -4.071593284606934]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-04-01-02-01-20.wav,audio-only,sad,Dogs are sitting by the door,female,"[-814.190185546875, 50.331539154052734, 1.1232497692108154, 15.528932571411133, 2.266174793243408, 10.7050199508667, -6.1135406494140625, 5.611050128936768, 5.9407830238342285, 3.7944087982177734, 0.7147678732872009, 0.7975903749465942, -4.6343183517456055, -2.9236345291137695, -2.812396764755249, -0.8765896558761597, -0.12025798112154007, -1.452102780342102, -2.5471291542053223, -2.998889684677124]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-04-01-02-02-20.wav,audio-only,sad,Dogs are sitting by the door,female,"[-806.7978515625, 59.40769577026367, -1.3538694381713867, 15.688065528869629, 3.5418970584869385, 10.0484619140625, -3.750279188156128, 6.13956880569458, 7.064833164215088, 6.436556816101074, 5.399885177612305, 0.3569079041481018, -4.631556987762451, -4.12857723236084, -3.2576873302459717, -1.6656057834625244, -1.501376986503601, -2.770707845687866, -0.25585880875587463, -2.260371446609497]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-04-02-01-01-20.wav,audio-only,sad,Kids are talking by the door,female,"[-680.4497680664062, 65.1374282836914, -0.07607807964086533, 5.959176063537598, 0.39817020297050476, 12.72701644897461, 1.6479662656784058, -2.9279816150665283, 3.7061896324157715, 0.9570074677467346, -4.973381042480469, -6.841353893280029, -2.7759454250335693, -3.8188111782073975, -9.142952919006348, -6.539103984832764, -4.38920783996582, -5.175192832946777, -1.5626542568206787, -4.389920711517334]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-04-02-01-02-20.wav,audio-only,sad,Kids are talking by the door,female,"[-499.0718078613281, 62.78976821899414, -13.937549591064453, -2.383309841156006, -11.057785987854004, 9.819900512695312, -4.587338924407959, -14.85535717010498, -6.1115217208862305, 2.953382730484009, -8.223015785217285, -12.755152702331543, -6.35352087020874, -7.019245624542236, -13.750849723815918, -10.020228385925293, -4.1752519607543945, -6.628509998321533, -8.667325019836426, -8.391924858093262]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-04-02-02-01-20.wav,audio-only,sad,Dogs are sitting by the door,female,"[-716.8334350585938, 51.73347091674805, 0.7552179098129272, 13.361270904541016, -1.8340469598770142, 9.340372085571289, -0.1411202847957611, -1.6598647832870483, 2.6990981101989746, 2.9357471466064453, -5.620233535766602, -6.413759708404541, -2.9565348625183105, -3.9383788108825684, -9.732308387756348, -6.597421169281006, -1.315780758857727, -5.1385674476623535, -5.537830829620361, -4.0864129066467285]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-04-02-02-02-20.wav,audio-only,sad,Dogs are sitting by the door,female,"[-527.3237915039062, 60.017982482910156, -13.977690696716309, 1.550628423690796, -9.884346961975098, 9.334879875183105, -4.20567512512207, -11.017624855041504, -9.355640411376953, 0.190508633852005, -3.8433847427368164, -11.870612144470215, -7.71368408203125, -6.42194938659668, -12.566514015197754, -13.437711715698242, -5.842871189117432, -3.844263792037964, -7.547575950622559, -7.497908115386963]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-05-01-01-01-20.wav,audio-only,angry,Kids are talking by the door,female,"[-731.7755737304688, 52.954010009765625, -0.14418792724609375, 16.290306091308594, 1.3221931457519531, 10.152596473693848, -1.9791066646575928, 2.4005701541900635, 4.203805923461914, -1.5271838903427124, -1.282332420349121, 3.0578243732452393, -2.759550094604492, -3.8368422985076904, -2.410632371902466, -3.392742872238159, -2.298466444015503, -2.731250047683716, -1.8677440881729126, -2.931473970413208]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-05-01-01-02-20.wav,audio-only,angry,Kids are talking by the door,female,"[-573.3361206054688, 49.64186096191406, -5.8949785232543945, 11.502820014953613, -4.329720497131348, 5.236825942993164, -6.005213737487793, -4.94728946685791, 0.28270432353019714, -2.44294810295105, -4.048261642456055, 0.825739860534668, -4.358847618103027, -4.90654993057251, -4.383490562438965, -2.611138343811035, -4.328122138977051, -4.0052080154418945, -2.9871773719787598, -4.114694118499756]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-05-01-02-01-20.wav,audio-only,angry,Dogs are sitting by the door,female,"[-640.3643798828125, 59.521697998046875, -10.260035514831543, 10.275352478027344, -0.8700829744338989, 10.168702125549316, -6.443343162536621, 1.6353391408920288, 1.6142107248306274, -0.8761163353919983, -3.9783027172088623, -1.6493644714355469, -5.744782447814941, -5.219999313354492, -7.118751525878906, -3.39438796043396, -3.780541181564331, -3.3965048789978027, -3.2851972579956055, -3.387568235397339]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-05-01-02-02-20.wav,audio-only,angry,Dogs are sitting by the door,female,"[-527.957275390625, 66.02534484863281, -12.76762580871582, 8.914520263671875, -8.704334259033203, 8.152026176452637, -7.320868968963623, -5.303075790405273, 0.3286568820476532, -4.434039115905762, -4.643223762512207, -1.2831804752349854, -8.168119430541992, -9.368670463562012, -6.317039489746094, -1.871985912322998, -5.3489227294921875, -3.287729024887085, -4.501438140869141, -3.3084094524383545]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-05-02-01-01-20.wav,audio-only,angry,Kids are talking by the door,female,"[-435.87603759765625, 66.98018646240234, -18.0595760345459, 13.717521667480469, 1.956896185874939, 15.024299621582031, -8.84635066986084, -0.22063592076301575, 2.534951686859131, -2.101694107055664, -6.048747539520264, 0.6581369042396545, -5.640643119812012, -4.8615217208862305, -5.748988151550293, -2.4779233932495117, -3.3142178058624268, -3.7412259578704834, -3.775606155395508, -3.5133891105651855]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-05-02-01-02-20.wav,audio-only,angry,Kids are talking by the door,female,"[-362.0799865722656, 53.72592544555664, -16.509672164916992, 4.730562686920166, -9.823739051818848, 6.289592266082764, -13.451340675354004, -10.46122932434082, -4.941359043121338, -7.289365291595459, -9.66353988647461, -4.121345520019531, -6.471392631530762, -7.160560607910156, -8.853135108947754, -3.6980836391448975, -4.123375415802002, -3.7881674766540527, -3.4647295475006104, -3.145195722579956]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-05-02-02-01-20.wav,audio-only,angry,Dogs are sitting by the door,female,"[-318.38037109375, 49.40485763549805, -10.615976333618164, 3.6459028720855713, -12.873542785644531, 5.133042335510254, -11.975666046142578, -9.9691801071167, -5.4799299240112305, -7.63207483291626, -5.678319931030273, -2.982023239135742, -9.051076889038086, -6.861952781677246, -5.117857456207275, -2.8262462615966797, -3.5896201133728027, -2.045010566711426, -5.071420192718506, -4.500701427459717]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-05-02-02-02-20.wav,audio-only,angry,Dogs are sitting by the door,female,"[-471.7462463378906, 42.412479400634766, -10.457265853881836, 7.362215042114258, 2.1343870162963867, 7.256809234619141, -7.207459926605225, 1.8985235691070557, 1.275244116783142, -1.6215612888336182, -3.68143630027771, 1.0148255825042725, -5.051687240600586, -5.68754243850708, -5.667325496673584, -2.7745773792266846, -4.412399768829346, -3.2419188022613525, -3.832627534866333, -2.832423448562622]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-06-01-01-01-20.wav,audio-only,fearful,Kids are talking by the door,female,"[-723.330078125, 44.645957946777344, -3.6503050327301025, 8.443450927734375, 0.9536508917808533, 7.398135185241699, -1.359946608543396, -0.33717426657676697, 2.788327693939209, -1.9692188501358032, -5.9268670082092285, -2.4185686111450195, -2.5180909633636475, -4.561293601989746, -4.920855522155762, -2.8106443881988525, -0.7431443929672241, -2.9734373092651367, -3.1241037845611572, -2.8062596321105957]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-06-01-01-02-20.wav,audio-only,fearful,Kids are talking by the door,female,"[-713.2258911132812, 50.077388763427734, -5.283805847167969, 9.60871696472168, -2.4479830265045166, 9.31938362121582, -2.8094780445098877, -1.3115309476852417, 5.0569047927856445, -3.4235482215881348, -9.166967391967773, -2.187061309814453, -2.855064868927002, -5.724425792694092, -6.142014503479004, -3.845276117324829, -0.6387432217597961, -3.8797779083251953, -4.346652507781982, -2.1937010288238525]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-06-01-02-01-20.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-745.5838012695312, 40.6840705871582, -4.799831390380859, 13.878252029418945, -1.5288639068603516, 9.451735496520996, -3.7698495388031006, 8.172194480895996, 6.000333786010742, -0.06168763339519501, -4.05172061920166, -2.743481397628784, -5.4613118171691895, -5.120781421661377, -3.74233078956604, -1.9910402297973633, -0.2287697196006775, -2.1915009021759033, -2.1601672172546387, -2.436797618865967]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-06-01-02-02-20.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-771.6848754882812, 58.51551055908203, -4.356661796569824, 17.292024612426758, 1.9588713645935059, 11.960025787353516, -2.483659029006958, 6.406956672668457, 7.288450717926025, 0.6432316303253174, -6.135757923126221, -3.023310422897339, -5.515705108642578, -5.325645923614502, -6.4035234451293945, -4.165054798126221, -1.5486587285995483, -2.614837884902954, -3.6981496810913086, -4.532094955444336]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-06-02-01-01-20.wav,audio-only,fearful,Kids are talking by the door,female,"[-353.9578552246094, 63.6514778137207, -17.065073013305664, -2.37119722366333, -11.089560508728027, 4.244917392730713, -13.800588607788086, -8.42574405670166, -0.5084671378135681, -4.130469799041748, -11.920321464538574, -4.416452407836914, -8.299894332885742, -10.95814323425293, -5.402033805847168, 2.074368953704834, -3.942668914794922, -6.774491310119629, -1.9754486083984375, -3.1923978328704834]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-06-02-01-02-20.wav,audio-only,fearful,Kids are talking by the door,female,"[-326.9884033203125, 72.83602142333984, -26.354921340942383, 2.497785806655884, -13.703725814819336, -0.20180007815361023, -16.78561019897461, -15.451578140258789, 0.5260353684425354, -1.9230589866638184, -15.011054992675781, -6.745556354522705, -7.86306095123291, -13.742579460144043, -7.608908653259277, 0.46216484904289246, -2.8785057067871094, -6.515669345855713, -5.819154262542725, -2.248109817504883]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-06-02-02-01-20.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-366.40875244140625, 47.321231842041016, -11.518026351928711, -3.3698232173919678, -18.641605377197266, 1.6388907432556152, -14.228224754333496, -8.752856254577637, -7.506611347198486, -6.675561904907227, -9.876016616821289, -2.0529844760894775, -10.03645133972168, -8.684430122375488, -8.038137435913086, -2.0689563751220703, -3.470489263534546, -3.6178698539733887, 1.1747218370437622, 1.2225195169448853]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-06-02-02-02-20.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-338.1419982910156, 38.662696838378906, -14.200662612915039, 2.278104782104492, -12.308526039123535, -0.45252564549446106, -11.19324016571045, -10.605278968811035, -2.436288595199585, -2.885845899581909, -8.989729881286621, -7.334497928619385, -6.020178318023682, -10.933061599731445, -7.99083137512207, 0.17130640149116516, -2.7591302394866943, -4.847341537475586, -5.026098251342773, -2.5582175254821777]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-07-01-01-01-20.wav,audio-only,disgust,Kids are talking by the door,female,"[-654.8431396484375, 57.707420349121094, -0.3030450940132141, 14.38974666595459, -3.812804937362671, 12.669158935546875, -6.589565277099609, 1.5171829462051392, 0.13847674429416656, 0.2840590476989746, -0.8785085082054138, -4.503225803375244, -5.739162445068359, -2.1246237754821777, -6.111008167266846, -1.2262072563171387, -2.39107346534729, -0.9027661085128784, -4.527187824249268, -3.740034580230713]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-07-01-01-02-20.wav,audio-only,disgust,Kids are talking by the door,female,"[-699.437255859375, 71.04082489013672, 5.074090957641602, 15.030949592590332, -5.40076208114624, 14.498053550720215, -4.799320697784424, 6.917827606201172, 0.4046517312526703, -1.7024914026260376, -3.9973978996276855, -2.987902879714966, -5.752424240112305, -2.8787331581115723, -3.7636940479278564, -0.9068642854690552, -0.08944454044103622, -0.33546164631843567, -1.4398072957992554, -2.177685499191284]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-07-01-02-01-20.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-713.6078491210938, 51.81228256225586, 5.176377773284912, 21.810373306274414, -3.3523576259613037, 12.58150863647461, -5.757567405700684, 7.246766567230225, 2.231412649154663, 0.15049122273921967, -1.8288071155548096, -1.6023931503295898, -6.6896071434021, -0.3044484257698059, -5.630067348480225, -0.6574441194534302, -1.7325818538665771, -2.213261604309082, -3.433668851852417, -3.5988802909851074]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-07-01-02-02-20.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-686.888427734375, 49.84975051879883, 3.0147576332092285, 22.016094207763672, -5.905666828155518, 14.410831451416016, -4.762742519378662, 9.273272514343262, 0.5774614214897156, 1.1948604583740234, -4.4040141105651855, -1.6248996257781982, -6.616921424865723, -3.313349723815918, -4.992623329162598, -0.7382846474647522, -2.5476014614105225, -2.218858480453491, -3.209651470184326, -3.5725009441375732]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-07-02-01-01-20.wav,audio-only,disgust,Kids are talking by the door,female,"[-647.2743530273438, 50.41506576538086, -3.7107155323028564, 17.6545352935791, -3.276620388031006, 12.248140335083008, -5.3344855308532715, -0.8363041877746582, -2.0879690647125244, 1.5028188228607178, 0.3141269385814667, -3.1857476234436035, -5.956165790557861, -2.6359012126922607, -5.16572904586792, -3.2390658855438232, -3.1518399715423584, -1.4027742147445679, -4.676869869232178, -3.8415300846099854]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-07-02-01-02-20.wav,audio-only,disgust,Kids are talking by the door,female,"[-609.2232666015625, 45.56630325317383, -3.3254616260528564, 11.088285446166992, -4.140032768249512, 9.653172492980957, -4.313053607940674, -0.5607540011405945, -0.8497898578643799, -2.6578831672668457, -3.409259557723999, -1.656783103942871, -4.036107540130615, -3.642927408218384, -4.956058025360107, -1.855128526687622, -3.761490821838379, -3.1938071250915527, -2.2337098121643066, -3.5492491722106934]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-07-02-02-01-20.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-530.88720703125, 40.3212776184082, -3.637190103530884, 17.599672317504883, -10.668008804321289, 4.598874568939209, -6.711212635040283, -3.47209095954895, -3.6481072902679443, -0.4730790853500366, -4.149176597595215, -7.493094444274902, -11.247776985168457, -6.156094074249268, -5.788886547088623, -3.935544967651367, -4.041147708892822, -5.212637901306152, -4.534865379333496, -4.316392421722412]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-07-02-02-02-20.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-543.8577880859375, 57.97140884399414, -5.99492073059082, 19.923580169677734, -9.167874336242676, 7.679224014282227, -11.348124504089355, -3.8061816692352295, -2.3822569847106934, -0.007659344468265772, -0.9615206718444824, -2.348627805709839, -9.051085472106934, -4.600302696228027, -6.457189083099365, -2.7722017765045166, -3.0116918087005615, -2.6935768127441406, -5.837275981903076, -4.520350456237793]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-08-01-01-01-20.wav,audio-only,surprised,Kids are talking by the door,female,"[-661.5148315429688, 57.83537292480469, -5.452078342437744, 4.437685012817383, -1.6807128190994263, 9.336564064025879, -7.427273273468018, 2.268944501876831, 3.087841749191284, 0.08331931382417679, -4.619083404541016, -2.5166800022125244, -4.414190292358398, -4.838526725769043, -5.912405014038086, -2.2488338947296143, -3.6465561389923096, -3.321953535079956, -2.291194200515747, -3.9348418712615967]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-08-01-01-02-20.wav,audio-only,surprised,Kids are talking by the door,female,"[-593.7241821289062, 61.92557907104492, -6.070701599121094, 8.032927513122559, -3.4215245246887207, 10.993622779846191, -5.721166610717773, -0.5814905166625977, -0.2182576209306717, -1.9457024335861206, -3.3953118324279785, -1.5990179777145386, -5.9752421379089355, -4.433572769165039, -5.770026683807373, -1.7374168634414673, -2.6730611324310303, -3.3775761127471924, -2.5983760356903076, -5.470983028411865]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-08-01-02-01-20.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-695.1629028320312, 53.96232223510742, -3.1446492671966553, 11.334166526794434, -3.032031297683716, 7.570870399475098, -6.294140815734863, 4.414258003234863, 3.2213664054870605, 1.301822304725647, -2.60479998588562, -1.8549467325210571, -5.923062801361084, -2.700181722640991, -4.849940776824951, -1.9541347026824951, -2.6808040142059326, -2.2309107780456543, -2.408952474594116, -3.8275539875030518]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-08-01-02-02-20.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-687.5599975585938, 61.77663040161133, -5.437559127807617, 7.866366863250732, -0.22900086641311646, 8.993210792541504, -8.212947845458984, 3.0604703426361084, 4.796283721923828, -2.1251485347747803, -4.639912128448486, -1.360663890838623, -7.090059280395508, -4.182929515838623, -4.574276447296143, -3.465505599975586, -0.9498432874679565, -4.14606237411499, -1.604063868522644, -3.1841585636138916]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_20\03-01-08-02-01-01-20.wav,audio-only,surprised,Kids are talking by the door,female,"[-506.3522033691406, 63.91548538208008, -14.072066307067871, 4.891766548156738, -5.754451274871826, 10.060762405395508, -11.584684371948242, -2.3228964805603027, -0.8786210417747498, -1.1505721807479858, -6.427438735961914, -5.085585594177246, -6.976101398468018, -6.457801818847656, -6.945295333862305, -0.19423499703407288, -2.497303009033203, -4.907776832580566, -4.1222944259643555, -6.852658748626709]"
