,emotion,statements,gender,mfcc
datasources\EMO_DB\EMO_DB_DATA\wav\14a02La.wav,boredom,She wants to hand that in on Wednesday,female,"[-345.0784912109375, 154.03677368164062, -1.9285789728164673, 17.195730209350586, 47.43943786621094, 5.87988805770874, 2.350447416305542, 20.14970588684082, 2.408113479614258, -0.10898511111736298, 14.361769676208496, 3.445862054824829, -5.424252510070801, 1.7791727781295776, -1.4343043565750122, -4.58607292175293, 2.2672083377838135, 1.0732152462005615, -4.0059990882873535, -2.0567901134490967]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Nc.wav,neutral,She wants to hand that in on Wednesday,female,"[-327.32916259765625, 153.53648376464844, -3.734288215637207, 16.199771881103516, 42.01490020751953, -0.5740740895271301, 3.023056745529175, 23.421140670776367, 2.456301212310791, -1.0523830652236938, 13.399690628051758, 4.68724250793457, 1.1350070238113403, 6.934504985809326, -4.065021514892578, -9.137996673583984, 1.751561164855957, 3.6243038177490234, -1.346205472946167, -3.301135778427124]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Tb.wav,sadness,She wants to hand that in on Wednesday,female,"[-312.31689453125, 172.4970703125, -31.514694213867188, 16.311416625976562, 51.15381622314453, -9.55551528930664, 5.076283931732178, 30.3547420501709, -2.0358409881591797, 3.704216957092285, 22.25973129272461, 1.2429343461990356, 2.3026652336120605, 12.887504577636719, -8.10002326965332, -10.013312339782715, 7.829078674316406, 2.028663158416748, -4.031309127807617, -0.15991844236850739]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Wa.wav,anger,She wants to hand that in on Wednesday,female,"[-353.7266845703125, 141.9975128173828, -36.04245376586914, -10.258491516113281, 34.53335952758789, -2.965374231338501, -7.618592262268066, 10.817342758178711, -3.023056983947754, -7.730406761169434, 1.0595738887786865, 0.8421813249588013, 4.170073509216309, -0.9111703634262085, -13.913235664367676, -5.439347743988037, 3.503404378890991, -6.785322666168213, -8.065494537353516, -2.997481346130371]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a02Wc.wav,anger,She wants to hand that in on Wednesday,female,"[-321.6519470214844, 145.58668518066406, -47.360713958740234, -12.890555381774902, 36.974300384521484, -6.714328289031982, -9.716015815734863, 11.31987476348877, -7.296633720397949, -10.435498237609863, 3.460383653640747, -0.9889958500862122, -0.785580575466156, -0.027969282120466232, -10.235983848571777, -4.8349738121032715, 2.8764350414276123, -7.242508411407471, -8.56201457977295, -2.3126518726348877]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Aa.wav,anxiety/fear,I could tell him Tonight,female,"[-274.0726623535156, 187.88595581054688, -49.68967819213867, 0.6464672684669495, 47.06491470336914, -15.661032676696777, -2.8867688179016113, 23.26046371459961, -10.436607360839844, -2.116736650466919, 20.664382934570312, -2.8411619663238525, -7.392958164215088, 2.983532667160034, -11.084428787231445, -6.17921781539917, 9.672801971435547, -3.0031394958496094, -9.96124267578125, -1.4854589700698853]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Ed.wav,disgust,I could tell him Tonight,female,"[-346.7098388671875, 133.17584228515625, -26.09023666381836, 4.0185370445251465, 32.971221923828125, -9.911175727844238, -1.2761343717575073, 19.75140953063965, -1.48029363155365, -0.35807177424430847, 13.625014305114746, 1.7359423637390137, -1.9100539684295654, 0.3432871103286743, -10.32421875, -6.073218822479248, 4.6935553550720215, -2.498798131942749, -5.512775421142578, -0.4426749348640442]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Lb.wav,boredom,I could tell him Tonight,female,"[-355.6650085449219, 151.99363708496094, -1.3451426029205322, 18.674732208251953, 47.09546661376953, 2.0758023262023926, -2.3004887104034424, 19.20401382446289, 4.000880718231201, -0.659203052520752, 13.209071159362793, 6.030879020690918, -3.3202672004699707, -3.6547434329986572, -9.826610565185547, -6.651472091674805, 4.3282318115234375, 0.9308762550354004, -4.314873218536377, -1.161269187927246]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Tb.wav,sadness,I could tell him Tonight,female,"[-326.10235595703125, 167.63162231445312, -13.094378471374512, 10.579768180847168, 45.17776107788086, -1.9060266017913818, -0.8504686951637268, 23.395320892333984, 3.303961992263794, 1.0567528009414673, 19.224626541137695, 9.553255081176758, 1.819200038909912, 5.7575364112854, -4.8670830726623535, -6.929380893707275, 6.677060127258301, 5.80229377746582, -1.50160813331604, 0.11616187542676926]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Tc.wav,sadness,I could tell him Tonight,female,"[-394.2982482910156, 147.48428344726562, 1.04378342628479, 12.74143123626709, 40.2506103515625, 5.445950508117676, 2.823970079421997, 20.06611442565918, 6.441171169281006, 4.00131368637085, 16.19580841064453, 8.859381675720215, 3.2404470443725586, 7.052259922027588, 0.313250333070755, -1.7259868383407593, 6.82955265045166, 5.3909735679626465, 0.3433850109577179, 2.2165660858154297]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Wb.wav,anger,I could tell him Tonight,female,"[-305.2869873046875, 160.30946350097656, -41.9454460144043, -11.662837028503418, 37.167388916015625, -10.7214994430542, -13.560100555419922, 13.80853271484375, -6.7927470207214355, -15.982316970825195, 3.1080551147460938, 2.7608580589294434, -4.3848161697387695, -5.420494556427002, -10.091437339782715, -6.364265441894531, -0.2454329878091812, -4.668661594390869, -5.436307907104492, -3.717555522918701]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a04Wc.wav,anger,I could tell him Tonight,female,"[-361.5295715332031, 119.06552124023438, -29.869691848754883, -11.034272193908691, 24.680992126464844, -7.1662702560424805, -10.420158386230469, 5.36741828918457, -7.628455638885498, -8.875964164733887, 3.0610086917877197, -2.2780234813690186, -4.945194244384766, -1.1012619733810425, -5.515125751495361, -3.717151641845703, 1.4557043313980103, -4.221214294433594, -5.42071533203125, -0.3351036310195923]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Aa.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,female,"[-296.40875244140625, 159.1050262451172, -33.08348083496094, 4.435367107391357, 44.467124938964844, -6.0788140296936035, -1.7311947345733643, 20.37763023376465, -3.082841634750366, -2.0073189735412598, 12.339693069458008, -1.1342779397964478, -2.2115046977996826, 2.437628746032715, -10.878165245056152, -7.1113080978393555, 6.000207424163818, -1.529451608657837, -6.603338241577148, -3.9903132915496826]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Ac.wav,anxiety/fear,The black piece of paper is up there next to the piece of wood,female,"[-331.0973205566406, 146.83035278320312, -32.37840270996094, -4.685032844543457, 35.68376922607422, -4.384960651397705, -3.346137285232544, 14.6235933303833, -4.274842739105225, -3.56071138381958, 8.37706184387207, -3.330380439758301, -5.333219528198242, -1.6805728673934937, -11.971963882446289, -7.086397647857666, 5.763847351074219, -0.9913693070411682, -7.125510215759277, -4.615835189819336]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Fa.wav,happiness,The black piece of paper is up there next to the piece of wood,female,"[-339.7371826171875, 142.7729034423828, -36.81412124633789, -3.9224836826324463, 38.48287582397461, -6.661545753479004, -7.9626922607421875, 12.883383750915527, -6.8185882568359375, -8.765530586242676, 6.011031150817871, -3.1808788776397705, -6.94821834564209, -1.1051077842712402, -6.529854774475098, -4.427555084228516, 1.9560567140579224, -4.643112659454346, -6.6442718505859375, -2.763986349105835]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Fb.wav,happiness,The black piece of paper is up there next to the piece of wood,female,"[-362.34454345703125, 151.05059814453125, -39.191898345947266, -4.4770002365112305, 39.973506927490234, -7.419412136077881, -9.392163276672363, 13.396417617797852, -2.870516300201416, -6.080521583557129, 3.4226040840148926, -2.350081443786621, -0.9416294097900391, -2.1927547454833984, -11.34145736694336, -1.5816116333007812, 4.657934665679932, -7.396934509277344, -5.998071193695068, -0.781559944152832]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Lb.wav,boredom,The black piece of paper is up there next to the piece of wood,female,"[-373.61669921875, 152.06155395507812, 4.110516548156738, 17.469636917114258, 47.79684829711914, 9.095005989074707, -1.60986328125, 15.185209274291992, 5.526749610900879, -0.044324841350317, 8.302398681640625, 4.081378936767578, -1.1875483989715576, -1.2123000621795654, -5.909553050994873, -4.985482692718506, 1.7987004518508911, 2.2891488075256348, 0.001301620970480144, -3.0658628940582275]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Na.wav,neutral,The black piece of paper is up there next to the piece of wood,female,"[-327.9138488769531, 158.23133850097656, -7.118847370147705, 14.840648651123047, 49.20690155029297, 7.128168106079102, 2.9509148597717285, 21.57223892211914, 5.423097610473633, 0.8916538953781128, 11.12646198272705, 4.0675153732299805, 0.9578697681427002, 2.6765646934509277, -6.420420169830322, -6.722050189971924, 1.6177383661270142, 1.1855844259262085, -0.7608557939529419, -3.135941505432129]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Ta.wav,sadness,The black piece of paper is up there next to the piece of wood,female,"[-325.52728271484375, 163.50302124023438, -21.675264358520508, 16.276531219482422, 53.049110412597656, 1.1122618913650513, 4.5556840896606445, 23.89914894104004, -0.7265502214431763, 3.3960509300231934, 19.386791229248047, 2.8909177780151367, 1.3888846635818481, 9.724440574645996, -5.095733642578125, -6.870883464813232, 6.847799301147461, 3.710949420928955, -1.15569007396698, -1.1705782413482666]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Tc.wav,sadness,The black piece of paper is up there next to the piece of wood,female,"[-357.89007568359375, 146.5658721923828, -18.0362491607666, 15.247618675231934, 47.9091796875, 3.3631486892700195, 7.046113967895508, 22.911672592163086, 0.20726288855075836, 4.558078289031982, 19.02582359313965, 3.417015314102173, 1.3156633377075195, 8.912528991699219, -3.4957780838012695, -4.421560287475586, 7.062288284301758, 2.524534225463867, -1.4394290447235107, 1.2836439609527588]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Wa.wav,anger,The black piece of paper is up there next to the piece of wood,female,"[-312.0242614746094, 134.53811645507812, -41.41729736328125, -5.909207820892334, 39.02069854736328, -6.842917442321777, -12.374909400939941, 8.799673080444336, -5.877350330352783, -7.299646377563477, 5.315282821655273, -1.5480597019195557, -3.60204815864563, -0.7596102952957153, -7.24090576171875, -3.5938754081726074, 1.8597779273986816, -5.35117769241333, -5.517992973327637, -1.9895962476730347]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a05Wb.wav,anger,The black piece of paper is up there next to the piece of wood,female,"[-302.25640869140625, 128.9302520751953, -39.924312591552734, -9.761433601379395, 35.14170837402344, -7.375349521636963, -15.421586036682129, 7.01896333694458, -4.3358259201049805, -9.087552070617676, 2.269038438796997, -1.438063621520996, -4.682075023651123, -4.299037456512451, -10.071773529052734, -5.178688049316406, 2.0583035945892334, -5.027310848236084, -8.015316009521484, -4.363999843597412]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Aa.wav,anxiety/fear,It will be ready in seven hours,female,"[-328.90106201171875, 127.93907165527344, -30.91461181640625, 8.249161720275879, 38.64873123168945, -6.657994270324707, 3.34077525138855, 21.260135650634766, -3.0404160022735596, 1.669061541557312, 14.415716171264648, -2.2709593772888184, -2.1009557247161865, 4.7404465675354, -8.243797302246094, -5.077028274536133, 7.158411979675293, -0.22559569776058197, -3.824965715408325, -0.49347394704818726]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Eb.wav,disgust,It will be ready in seven hours,female,"[-309.9212341308594, 149.80178833007812, -19.93550682067871, 12.629941940307617, 42.686195373535156, -0.09447089582681656, 9.421453475952148, 24.089380264282227, 0.34837040305137634, 7.652116775512695, 19.21537971496582, -0.35004734992980957, -4.119839668273926, -2.0840682983398438, -13.303351402282715, -4.6286940574646, 5.302365303039551, -6.503499507904053, -7.1300129890441895, -0.46386662125587463]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Fd.wav,happiness,It will be ready in seven hours,female,"[-374.40625, 133.06332397460938, -17.084707260131836, 7.517410755157471, 35.540157318115234, -1.5562000274658203, 0.353209525346756, 11.78179931640625, -5.047987461090088, -0.5538846254348755, 8.149213790893555, -2.8841564655303955, -3.079477310180664, -2.3975677490234375, -9.040412902832031, -0.929875910282135, 1.5475754737854004, -8.279337882995605, -1.2123833894729614, 4.4772562980651855]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Lc.wav,boredom,It will be ready in seven hours,female,"[-328.398193359375, 124.52901458740234, -5.487763404846191, 14.564651489257812, 44.553688049316406, 8.407551765441895, 0.7127824425697327, 17.692222595214844, 8.951620101928711, 5.415809154510498, 12.759101867675781, 5.0679779052734375, -1.6525352001190186, -0.5532746315002441, -4.3327436447143555, -3.864136219024658, 1.2800408601760864, -0.16452601552009583, -1.8087965250015259, -1.1593250036239624]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Ld.wav,boredom,It will be ready in seven hours,female,"[-309.08258056640625, 148.6600799560547, -8.584458351135254, 16.28466033935547, 51.74690628051758, 8.17037296295166, 1.437527060508728, 22.05240821838379, 7.925201892852783, 2.5290701389312744, 14.359272956848145, 7.271137237548828, -1.8658586740493774, -2.5720973014831543, -6.955550670623779, -4.407041549682617, 1.7262238264083862, -1.4748350381851196, -2.4746901988983154, -1.0151938199996948]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Na.wav,neutral,It will be ready in seven hours,female,"[-332.2900085449219, 146.06381225585938, -5.648749828338623, 23.340694427490234, 50.26447677612305, 5.277358531951904, 8.393160820007324, 24.568696975708008, -0.05826454237103462, -0.38698944449424744, 16.33376693725586, 4.383387088775635, -3.4630324840545654, 1.49760103225708, -3.492932081222534, -2.8095364570617676, 2.886040210723877, -1.775387167930603, -2.100548505783081, 2.310654878616333]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Tc.wav,sadness,It will be ready in seven hours,female,"[-331.40838623046875, 130.0614776611328, -10.952434539794922, 13.929282188415527, 41.02696990966797, 4.449436664581299, 8.17449951171875, 22.38287925720215, 4.380316257476807, 8.285295486450195, 19.2298526763916, 3.896040678024292, 0.14823783934116364, 5.390875339508057, -4.545732498168945, -2.8718314170837402, 7.6951704025268555, 1.3281015157699585, -2.8478033542633057, 2.2458038330078125]"
datasources\EMO_DB\EMO_DB_DATA\wav\14a07Wc.wav,anger,It will be ready in seven hours,female,"[-343.7398376464844, 142.56619262695312, -47.75506591796875, -6.799654960632324, 39.977752685546875, -6.963843822479248, -6.416210174560547, 13.71542739868164, -6.370310306549072, -5.555945873260498, 6.737490177154541, -4.076954364776611, -5.386455059051514, -4.031026840209961, -12.781079292297363, -4.592096328735352, 2.575031280517578, -7.729218006134033, -6.3332014083862305, -1.4272844791412354]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Ac.wav,anxiety/fear,What kind of bags are there under the table,female,"[-292.7603454589844, 142.36776733398438, -44.214664459228516, -3.097461700439453, 39.764991760253906, -8.125686645507812, -3.1436173915863037, 18.858272552490234, -4.131881237030029, -4.234354019165039, 7.933893203735352, -5.603817462921143, -5.925976753234863, -0.9120805859565735, -12.216221809387207, -6.747236728668213, 4.3116631507873535, -6.142897605895996, -10.886407852172852, -5.268661022186279]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Eb.wav,disgust,What kind of bags are there under the table,female,"[-324.8833923339844, 165.28143310546875, -24.50054931640625, 7.786742687225342, 44.267364501953125, -2.6260263919830322, 4.633725643157959, 25.957185745239258, 2.5907480716705322, 3.78621506690979, 16.658096313476562, 2.214421510696411, -0.5295672416687012, 1.3997626304626465, -11.582779884338379, -4.9375152587890625, 8.832462310791016, -1.4600199460983276, -9.35023307800293, -4.834603309631348]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Fa.wav,happiness,What kind of bags are there under the table,female,"[-363.0555114746094, 143.1597137451172, -31.12665367126465, -0.931343138217926, 38.48506546020508, -0.9999625086784363, 3.039383888244629, 22.392419815063477, 0.6048280000686646, -4.96580171585083, 4.907468318939209, -1.1467235088348389, -0.9142629504203796, -1.35097336769104, -10.67081356048584, -3.4873034954071045, 4.358728885650635, -4.493128776550293, -7.043476104736328, -5.733545780181885]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Fc.wav,happiness,What kind of bags are there under the table,female,"[-362.3679504394531, 136.31922912597656, -34.26774597167969, -9.249942779541016, 31.519020080566406, -0.9021642208099365, 1.190066933631897, 16.4816837310791, -0.7577049732208252, -3.651761770248413, 1.1083617210388184, -6.904334545135498, -3.1402361392974854, -2.379791021347046, -11.985655784606934, -3.323826313018799, 3.5648019313812256, -8.472689628601074, -9.583979606628418, -3.9988207817077637]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Na.wav,neutral,What kind of bags are there under the table,female,"[-291.2560119628906, 145.93821716308594, -9.222694396972656, 13.688100814819336, 50.33439636230469, 13.752161026000977, 8.272703170776367, 22.460895538330078, 6.15919303894043, 1.023011326789856, 8.57674789428711, 2.435140371322632, 1.817123532295227, 2.490078926086426, -7.404599666595459, -4.781037330627441, 4.455634117126465, -0.456251859664917, -5.217057228088379, -4.223541736602783]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b01Wc.wav,anger,What kind of bags are there under the table,female,"[-312.838623046875, 159.132080078125, -47.1421012878418, -5.952415466308594, 41.723567962646484, -5.560323238372803, 0.0014214275870472193, 19.210453033447266, -7.743069171905518, -8.169319152832031, 4.671987056732178, -5.416476249694824, -0.7290569543838501, 2.6695053577423096, -12.261725425720215, -5.876967906951904, 4.772670269012451, -6.2921223640441895, -7.712393760681152, -2.4859707355499268]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Aa.wav,anxiety/fear,They just carried it up and now they're going down again,female,"[-328.23175048828125, 151.27468872070312, -30.478208541870117, 5.856958389282227, 39.76280212402344, -12.50887680053711, -6.817686080932617, 16.597427368164062, -5.816318988800049, -3.0224790573120117, 13.356114387512207, -0.8230151534080505, -5.085532188415527, -0.6686447262763977, -10.435901641845703, -5.097530364990234, 5.015719890594482, -5.606350898742676, -8.528327941894531, -0.7503005862236023]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Fb.wav,happiness,They just carried it up and now they're going down again,female,"[-330.83416748046875, 158.67544555664062, -34.50404739379883, -4.458404064178467, 33.58027267456055, -12.083735466003418, -8.029942512512207, 10.658432006835938, -9.375579833984375, -3.612907648086548, 9.505436897277832, -5.365113258361816, -5.2928690910339355, 0.26418036222457886, -10.588980674743652, -5.170374393463135, 3.5874807834625244, -7.278258800506592, -7.839433670043945, -1.1462544202804565]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Na.wav,neutral,They just carried it up and now they're going down again,female,"[-325.3518371582031, 158.62786865234375, 2.925931930541992, 25.109895706176758, 52.55458450317383, 4.68482780456543, -0.2506471574306488, 19.31671905517578, 1.1825103759765625, -3.715715169906616, 11.916509628295898, 7.974352836608887, 1.5993090867996216, 0.8249012231826782, -8.081364631652832, -8.347796440124512, 0.8981959819793701, 0.9726599454879761, -2.0197668075561523, -2.853364944458008]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Tc.wav,sadness,They just carried it up and now they're going down again,female,"[-331.8553161621094, 143.47869873046875, -13.464749336242676, 18.100107192993164, 43.88164520263672, -4.859182357788086, 0.8243252635002136, 21.579349517822266, 0.8398706912994385, 4.739593029022217, 20.686368942260742, 6.839803695678711, 3.2695484161376953, 8.351408004760742, -4.084267616271973, -3.1304116249084473, 9.033349990844727, 3.2769951820373535, -0.7748942971229553, 3.6179494857788086]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Wb.wav,anger,They just carried it up and now they're going down again,female,"[-309.4121398925781, 157.27960205078125, -33.87709045410156, 1.9154748916625977, 38.18593978881836, -12.933884620666504, -7.430455684661865, 13.10724925994873, -10.90233039855957, -7.30974006652832, 8.087129592895508, -4.607812404632568, -2.404096841812134, 4.4186625480651855, -8.360241889953613, -4.416937351226807, 5.430873394012451, -4.995650768280029, -5.731618404388428, 1.1292327642440796]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b02Wd.wav,anger,They just carried it up and now they're going down again,female,"[-309.9457702636719, 164.19989013671875, -31.738340377807617, 2.617912530899048, 43.61454391479492, -11.79374885559082, -12.126791954040527, 18.185712814331055, -2.0593833923339844, -11.171650886535645, 4.383794784545898, 2.3699045181274414, -0.7496488094329834, -2.5540552139282227, -11.90892219543457, -5.918781757354736, 3.463423252105713, -3.67230486869812, -5.840688705444336, -2.7593696117401123]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Ad.wav,anxiety/fear,I used to go home on the weekends and visit Agnes,female,"[-321.6118469238281, 170.9879913330078, -32.526329040527344, 3.4790892601013184, 44.25373840332031, -12.059844017028809, -10.291341781616211, 17.193952560424805, -3.369568347930908, -2.1457998752593994, 15.703906059265137, 2.051500082015991, -5.2979583740234375, -2.6975982189178467, -13.164641380310059, -7.8599700927734375, 5.5977911949157715, -3.926253318786621, -11.884773254394531, -5.64694881439209]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Ed.wav,disgust,I used to go home on the weekends and visit Agnes,female,"[-295.3021240234375, 181.18421936035156, -23.643898010253906, 4.988306999206543, 39.831512451171875, -13.134662628173828, -6.6359148025512695, 17.690725326538086, -6.760664939880371, -2.9025073051452637, 18.059722900390625, 3.9473156929016113, -3.8910346031188965, -1.3195481300354004, -12.72743034362793, -7.898863315582275, 5.975763320922852, -2.876333713531494, -10.026725769042969, -4.137546539306641]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Lb.wav,boredom,I used to go home on the weekends and visit Agnes,female,"[-346.1473693847656, 149.0824737548828, 4.78637170791626, 21.125253677368164, 47.63043212890625, 4.408634185791016, -4.840628623962402, 12.06413745880127, 0.8979743123054504, 1.5360510349273682, 14.870858192443848, 4.5472002029418945, -3.7219645977020264, 0.32842254638671875, -6.7640061378479, -8.396859169006348, 2.727099895477295, 0.49654120206832886, -7.376448631286621, -3.4254496097564697]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Ta.wav,sadness,I used to go home on the weekends and visit Agnes,female,"[-334.047119140625, 157.4781036376953, -11.214747428894043, 15.42588996887207, 45.4040412902832, 1.1712802648544312, 5.751420021057129, 23.50401496887207, 0.8655635118484497, 3.982994794845581, 19.852436065673828, 5.7187676429748535, 2.0614330768585205, 6.974395275115967, -6.675998210906982, -5.150864601135254, 9.02788257598877, 1.4930499792099, -4.729298114776611, 2.6015586853027344]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b03Wb.wav,anger,I used to go home on the weekends and visit Agnes,female,"[-325.8058166503906, 129.78460693359375, -25.644777297973633, -3.1396143436431885, 34.32621383666992, -5.670742034912109, -13.699488639831543, 6.454738140106201, -4.281988620758057, -7.369778633117676, 5.0837249755859375, -0.08328543603420258, -5.0229573249816895, -1.7187811136245728, -6.111152648925781, -5.3931660652160645, 0.8659775257110596, -3.4406988620758057, -6.616451740264893, -3.401353120803833]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Ac.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,female,"[-277.3661804199219, 175.81199645996094, -33.94415283203125, -2.0150225162506104, 44.396785736083984, -2.358212471008301, 1.0851746797561646, 23.22218894958496, -2.097600221633911, -3.8733105659484863, 12.282111167907715, -0.501643180847168, -6.290205955505371, -2.9285333156585693, -12.425220489501953, -7.469578742980957, 4.53342866897583, -3.072160243988037, -8.109880447387695, -4.649134159088135]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Ea.wav,disgust,I want to take that away and then go have a drink with Karl,female,"[-337.8585205078125, 128.69052124023438, -11.530425071716309, 7.317375659942627, 33.2800178527832, 1.2413866519927979, 7.049898624420166, 23.203603744506836, 6.0520758628845215, 3.8851706981658936, 11.329748153686523, 1.7636150121688843, -0.4058743715286255, -0.5363065600395203, -10.1133394241333, -5.670618057250977, 2.163642168045044, -4.707128047943115, -5.749998569488525, -1.7226818799972534]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Fc.wav,happiness,I want to take that away and then go have a drink with Karl,female,"[-344.91912841796875, 137.0482177734375, -21.24500274658203, -8.389862060546875, 31.088560104370117, 3.6052238941192627, -0.21889233589172363, 15.43030834197998, -0.18383321166038513, -8.062215805053711, 4.246769428253174, 3.762998580932617, -3.2729580402374268, -6.226772785186768, -8.769322395324707, -4.802384376525879, -1.240646243095398, -5.472519874572754, -5.968378067016602, -4.066320896148682]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Lb.wav,boredom,I want to take that away and then go have a drink with Karl,female,"[-326.80645751953125, 157.79212951660156, 2.2363576889038086, 12.94471263885498, 40.78635787963867, 4.325470447540283, 2.7607433795928955, 19.465797424316406, 0.19897161424160004, -4.591374397277832, 10.142515182495117, 2.889399766921997, -3.4106712341308594, 1.5353662967681885, -7.0876078605651855, -11.058440208435059, 1.156113862991333, 2.14603328704834, -5.705419540405273, -4.668343544006348]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Td.wav,sadness,I want to take that away and then go have a drink with Karl,female,"[-326.8270263671875, 167.38894653320312, -18.754878997802734, 9.502264022827148, 44.87322235107422, -1.9785698652267456, 3.5595948696136475, 26.527976989746094, 3.830744743347168, 3.0724613666534424, 17.341529846191406, 4.613563060760498, 3.388312816619873, 9.406749725341797, -5.579113483428955, -6.527773857116699, 6.67318058013916, 0.9115128517150879, -3.7805206775665283, 2.231304407119751]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Wa.wav,anger,I want to take that away and then go have a drink with Karl,female,"[-341.4154968261719, 162.668701171875, -44.471431732177734, -15.864982604980469, 39.504180908203125, -0.1889105886220932, -5.878913402557373, 14.157392501831055, -3.991849422454834, -11.120908737182617, 0.7468077540397644, -0.04904055595397949, -0.09283428639173508, -3.671128273010254, -13.366961479187012, -5.961273670196533, 0.7218611240386963, -7.889596462249756, -6.600089073181152, -2.2200567722320557]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b09Wc.wav,anger,I want to take that away and then go have a drink with Karl,female,"[-318.6332092285156, 165.4656982421875, -52.959354400634766, -17.6149959564209, 39.223270416259766, -5.7800397872924805, -9.41767406463623, 13.14732837677002, -4.680985927581787, -10.248337745666504, -1.3960052728652954, -4.424926280975342, 0.053578831255435944, -3.844619035720825, -17.62982940673828, -6.8647141456604, 2.304065704345703, -9.780194282531738, -8.113164901733398, -2.0388150215148926]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Ad.wav,anxiety/fear,It will be in the place where we always put it,female,"[-285.0673522949219, 181.3890838623047, -31.60298728942871, -0.6902994513511658, 47.98113250732422, 1.1882339715957642, 2.67828631401062, 25.76223373413086, 0.5948969125747681, -4.477169513702393, 10.520709991455078, -0.4900449216365814, -5.229473114013672, -1.3460122346878052, -11.356170654296875, -7.915092945098877, 4.9165263175964355, -1.4785646200180054, -8.805124282836914, -7.119049072265625]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Eb.wav,disgust,It will be in the place where we always put it,female,"[-327.26129150390625, 155.54286193847656, -15.52525520324707, 10.4674654006958, 43.14932632446289, 2.832777261734009, 8.534927368164062, 25.216259002685547, 2.5110034942626953, 3.375725030899048, 15.940984725952148, 3.551485300064087, 1.0091825723648071, 2.2357428073883057, -11.6763277053833, -8.066519737243652, 4.898080825805664, -2.1955740451812744, -8.047243118286133, -4.340507507324219]"
datasources\EMO_DB\EMO_DB_DATA\wav\14b10Lb.wav,boredom,It will be in the place where we always put it,female,"[-342.8315734863281, 166.1173095703125, -1.5234241485595703, 15.103240013122559, 42.84061050415039, -1.1559432744979858, -0.7433620691299438, 21.180755615234375, 2.941861391067505, -2.402355194091797, 10.339154243469238, 3.1664576530456543, -3.368206024169922, -5.020862102508545, -14.271647453308105, -8.328933715820312, 5.526147365570068, -0.02632061392068863, -8.087461471557617, -6.4310221672058105]"
