,emotion,statements,situation,gender,mfcc
datasources\LDC_female\wav\8NT2s1500.wav,neutral,may thirtieth,distant,female,"[-406.3609619140625, 122.06497192382812, -72.86834716796875, 17.71749496459961, 6.544681072235107, -5.219197750091553, 27.89504623413086, -14.42325210571289, -5.517309188842773, 10.371368408203125, -14.334052085876465, -2.944082736968994, -3.1268060207366943, -7.350900650024414, -1.3787442445755005, -9.532378196716309, 1.7015984058380127, 5.866117000579834, -0.5032052397727966, 7.346116542816162]"
datasources\LDC_female\wav\8NT2s1501.wav,neutral,may thirtieth,distant,female,"[-411.4165954589844, 109.82462310791016, -73.22341918945312, 15.560169219970703, 4.185672760009766, -6.972363471984863, 23.054689407348633, -16.517440795898438, -3.684741735458374, 8.758909225463867, -19.23178482055664, -5.026490688323975, -0.8580299019813538, -5.462061405181885, -2.1564972400665283, -9.138360023498535, 2.5245201587677, 4.617396831512451, 0.8139743804931641, 12.830769538879395]"
datasources\LDC_female\wav\8NT2s1502.wav,neutral,may thirtieth,distant,female,"[-385.6070861816406, 95.28041076660156, -59.019561767578125, 12.381595611572266, 4.674746036529541, -4.386137962341309, 23.465736389160156, -11.012060165405273, -7.145153522491455, 6.50655460357666, -13.634798049926758, -6.071800231933594, -4.600996971130371, -8.69644832611084, -3.1442136764526367, -7.6966657638549805, -2.4420292377471924, -1.9523903131484985, -6.877257823944092, -0.038599804043769836]"
datasources\LDC_female\wav\8NT2s1503.wav,neutral,may thirtieth,distant,female,"[-343.9339599609375, 120.91242218017578, -77.57124328613281, 10.203824043273926, 2.0878422260284424, -6.924068927764893, 27.45172882080078, -18.40166473388672, -11.870752334594727, 6.793664455413818, -21.827638626098633, -9.731063842773438, -1.5853804349899292, -9.778637886047363, -6.162754058837891, -8.146873474121094, -2.103337049484253, -5.789391994476318, -9.473788261413574, 3.805055618286133]"
datasources\LDC_female\wav\8NT2s1530.wav,neutral,nine thousand one,distant,female,"[-393.1726989746094, 85.51303100585938, -55.79243087768555, 4.250593662261963, -2.1999261379241943, -21.006229400634766, -0.9651777148246765, -21.228878021240234, -5.7783026695251465, 15.922327041625977, -6.851951599121094, -9.674274444580078, -2.683298349380493, -3.7436211109161377, -3.805285930633545, -4.510997772216797, 2.2756876945495605, -0.7738868594169617, -2.3574817180633545, 6.281480312347412]"
datasources\LDC_female\wav\8NT2s1531.wav,neutral,nine thousand one,distant,female,"[-381.2892150878906, 72.95770263671875, -41.65340042114258, 6.471607685089111, 2.866734027862549, -8.987845420837402, 4.603781700134277, -14.910459518432617, -1.344543218612671, 13.305630683898926, -6.608650207519531, -5.162080764770508, -0.16685450077056885, -2.1114165782928467, 0.8152593374252319, -0.7080279588699341, 1.8693650960922241, -0.7529988884925842, -4.038792133331299, 2.65950083732605]"
datasources\LDC_female\wav\8NT2s1532.wav,neutral,nine thousand one,distant,female,"[-303.59478759765625, 120.13572692871094, -76.88151550292969, 6.918976783752441, 1.8221672773361206, -24.00221824645996, -0.5841500759124756, -29.62147331237793, -8.722184181213379, 16.436386108398438, -15.855582237243652, -15.122138023376465, -4.289401531219482, -5.794190883636475, -3.494198799133301, -5.293367385864258, 0.78484708070755, -4.976891994476318, -8.605673789978027, 4.854379177093506]"
datasources\LDC_female\wav\8NT2s1533.wav,neutral,nine thousand one,distant,female,"[-356.71771240234375, 86.9666748046875, -46.518409729003906, 5.1868510246276855, 3.927983522415161, -11.577116966247559, 1.6238822937011719, -18.251380920410156, -2.3463408946990967, 14.747795104980469, -8.940155029296875, -8.57300853729248, 0.04332099109888077, -2.30033802986145, -1.234647274017334, -0.818151593208313, 3.11432147026062, -1.4134222269058228, -3.4924376010894775, 6.39291524887085]"
datasources\LDC_female\wav\8NT2s1534.wav,neutral,nine thousand one,distant,female,"[-418.9443359375, 80.00934600830078, -35.781761169433594, 7.047911167144775, 1.9380942583084106, -9.540580749511719, 5.550268173217773, -12.869255065917969, -1.0368998050689697, 13.706377029418945, -6.164791107177734, -7.554531574249268, -2.5540435314178467, -2.273219585418701, 0.8850513696670532, -0.9061416983604431, 2.1774330139160156, 0.13009902834892273, -3.553466558456421, 1.5061742067337036]"
datasources\LDC_female\wav\8NT2s1560.wav,neutral,november eighth,distant,female,"[-379.31036376953125, 104.47128295898438, -66.73284149169922, 12.185749053955078, 3.463852882385254, -8.4650297164917, 19.59343147277832, -16.9329891204834, -8.948554039001465, 6.977750301361084, -13.569975852966309, -3.368602991104126, -2.6433613300323486, -7.631594657897949, -2.8882241249084473, -8.91561222076416, -0.7849544882774353, 1.5542922019958496, -0.35383105278015137, 10.514245986938477]"
datasources\LDC_female\wav\8NT2s1561.wav,neutral,november eighth,distant,female,"[-362.4156799316406, 91.12445068359375, -68.52764892578125, 13.399696350097656, -1.485168695449829, -12.459481239318848, 16.42876625061035, -20.34038543701172, -6.524936676025391, 8.621570587158203, -16.883663177490234, -4.120678901672363, -0.407704621553421, -6.347294807434082, -0.967643678188324, -3.9590842723846436, 2.2097184658050537, -1.8431113958358765, -6.364224433898926, 2.4670157432556152]"
datasources\LDC_female\wav\8NT2s1590.wav,neutral,october fifth,distant,female,"[-398.212890625, 96.44257354736328, -52.220802307128906, 17.573686599731445, 4.1786909103393555, -12.920321464538574, 8.66231632232666, -22.18588638305664, -7.8155975341796875, 10.769896507263184, -11.32559585571289, -3.0400338172912598, 2.800649642944336, -0.8857430815696716, 0.39708203077316284, -5.070306301116943, 3.0665833950042725, 2.3373992443084717, -2.983254909515381, 8.418045043945312]"
datasources\LDC_female\wav\8NT2s1591.wav,neutral,october fifth,distant,female,"[-388.2592468261719, 101.81889343261719, -50.86184310913086, 14.186918258666992, 1.6511993408203125, -12.862972259521484, 10.434947967529297, -18.182416915893555, -5.925032138824463, 8.139373779296875, -13.627409934997559, -4.335292339324951, -0.49222344160079956, -5.801360130310059, -4.176472187042236, -6.81707239151001, 2.8307700157165527, -0.5198660492897034, -8.134384155273438, 1.438245177268982]"
datasources\LDC_female\wav\8NT2s1592.wav,neutral,october fifth,distant,female,"[-399.48858642578125, 98.68366241455078, -37.22216033935547, 17.15481948852539, 3.944922685623169, -12.213820457458496, 9.35987377166748, -13.204902648925781, -3.2633562088012695, 11.009734153747559, -7.775829792022705, -3.191180944442749, 0.8575671911239624, -1.9242689609527588, -0.22974862158298492, -2.902397632598877, 2.6399166584014893, -0.349185973405838, -4.565126895904541, 3.175773859024048]"
datasources\LDC_female\wav\8NT2s1600.wav,neutral,one hundred four,distant,female,"[-434.87957763671875, 104.18409729003906, -42.236351013183594, 14.593316078186035, 5.136591911315918, -12.507853507995605, -0.8853713274002075, -29.235654830932617, -4.874824523925781, 15.496553421020508, -18.516036987304688, -15.46090316772461, -2.1157147884368896, -5.670347213745117, -4.1848273277282715, -7.0386271476745605, -3.4025683403015137, -3.1835591793060303, -5.910274028778076, 3.888103723526001]"
datasources\LDC_female\wav\8NT2s1601.wav,neutral,one hundred four,distant,female,"[-439.5635986328125, 85.23149108886719, -24.929946899414062, 4.88077974319458, 1.0106992721557617, -8.28365707397461, 2.098576784133911, -18.973112106323242, -6.442255973815918, 13.377235412597656, -9.43052864074707, -13.302164077758789, 0.04979841783642769, -1.500476360321045, -3.2625889778137207, -1.3592212200164795, 0.4200447201728821, -2.0292789936065674, -2.632521629333496, 2.602471113204956]"
datasources\LDC_female\wav\8NT2s1630.wav,neutral,one thousand four,distant,female,"[-434.6582946777344, 90.63475036621094, -33.39002990722656, 13.184325218200684, 3.63934326171875, -12.881779670715332, -1.9160300493240356, -26.474042892456055, -7.797774314880371, 15.097915649414062, -10.133605003356934, -12.705622673034668, -1.6440013647079468, -1.910057783126831, -2.5033950805664062, -4.601373195648193, 0.1341681033372879, 0.7850347757339478, 0.6122526526451111, 7.951037883758545]"
datasources\LDC_female\wav\8NT2s1631.wav,neutral,one thousand four,distant,female,"[-457.6003723144531, 95.1657943725586, -35.37261962890625, 18.511226654052734, 2.406690835952759, -15.27501392364502, 1.9734611511230469, -24.242643356323242, -6.5186896324157715, 14.337115287780762, -12.992354393005371, -13.119267463684082, -2.1646649837493896, -2.864009141921997, -3.649397611618042, -5.508894443511963, 2.865234613418579, 2.414872884750366, -0.8109256625175476, 6.822961330413818]"
datasources\LDC_female\wav\8NT2s1632.wav,neutral,one thousand four,distant,female,"[-393.66864013671875, 84.99703216552734, -29.194196701049805, 9.919988632202148, 2.4901628494262695, -9.149637222290039, 3.1480088233947754, -20.898569107055664, -9.291584014892578, 11.901782035827637, -6.116925239562988, -8.81147289276123, -1.2104145288467407, -0.34035030007362366, 1.1442334651947021, -0.8902524709701538, 1.25896418094635, -0.1284656822681427, -2.2773866653442383, 2.3791403770446777]"
datasources\LDC_female\wav\8NT2s1633.wav,neutral,one thousand four,distant,female,"[-442.426513671875, 61.23955154418945, -19.777359008789062, 10.152508735656738, 4.98056173324585, -6.723898410797119, 0.1045125350356102, -15.601852416992188, -4.116896152496338, 10.93374252319336, -6.801133632659912, -8.421795845031738, 0.9723352193832397, -0.3684321641921997, -0.35120370984077454, 0.28799745440483093, 0.5511422753334045, -0.9856842160224915, -0.39595600962638855, 4.316917419433594]"
datasources\LDC_female\wav\8NT2s1700.wav,neutral,six hundred five,distant,female,"[-423.5172424316406, 91.2445068359375, -61.189701080322266, 4.249060153961182, -5.184551239013672, -16.264699935913086, 14.010581016540527, -15.508642196655273, -9.364022254943848, 11.428313255310059, -7.526983737945557, -6.087518692016602, -1.644144892692566, -2.01013445854187, 0.8065689206123352, -4.6967620849609375, 1.488546371459961, 3.4965004920959473, 1.964235544204712, 10.709857940673828]"
datasources\LDC_female\wav\8NT2s1701.wav,neutral,six hundred five,distant,female,"[-440.55401611328125, 75.65744018554688, -47.65999221801758, 10.95859146118164, 0.7418182492256165, -10.436079978942871, 14.361043930053711, -10.227744102478027, -3.4287235736846924, 11.25561237335205, -7.148172378540039, -3.11307692527771, -0.23155781626701355, -3.444998264312744, 0.7651522755622864, -2.1937448978424072, 1.8621491193771362, 0.22877377271652222, -5.164339065551758, 1.8011077642440796]"
datasources\LDC_female\wav\8NT2s1702.wav,neutral,six hundred five,distant,female,"[-389.13055419921875, 86.76951599121094, -53.816654205322266, 3.598280191421509, 1.4117894172668457, -11.980537414550781, 13.512778282165527, -8.036615371704102, -5.6400861740112305, 9.369794845581055, -8.247632026672363, -6.2214531898498535, 0.055982451885938644, -3.1882176399230957, -0.7425057888031006, -1.3257577419281006, 1.223281979560852, -1.828981876373291, -5.435695648193359, 1.7097030878067017]"
datasources\LDC_female\wav\8NT2s1750.wav,neutral,ten thousand twelve,distant,female,"[-422.1434020996094, 87.70746612548828, -60.660736083984375, 16.611309051513672, 4.379709720611572, -20.61853790283203, 3.8211464881896973, -18.718826293945312, -6.928456783294678, 9.370529174804688, -11.929350852966309, -6.5849151611328125, 0.04156168922781944, -1.1948598623275757, 1.096190333366394, -1.7369493246078491, 1.1203256845474243, -6.710345268249512, -6.713206768035889, 8.031939506530762]"
datasources\LDC_female\wav\8NT2s1751.wav,neutral,ten thousand twelve,distant,female,"[-373.8416442871094, 85.56441497802734, -46.00587463378906, 13.152420997619629, 6.0403852462768555, -14.617606163024902, 4.642460346221924, -16.634050369262695, -9.73306941986084, 8.262948036193848, -9.53750991821289, -10.912506103515625, -3.4030263423919678, -0.9055647850036621, 0.6213732957839966, -2.186049461364746, 1.5774251222610474, -2.36403489112854, -5.224626064300537, 2.236217737197876]"
datasources\LDC_female\wav\8NT2s1820.wav,neutral,two thousand four,distant,female,"[-408.5364685058594, 101.733642578125, -58.85649108886719, 16.299148559570312, 4.104232311248779, -19.935007095336914, 1.029607892036438, -29.597854614257812, -12.3665771484375, 14.318315505981445, -12.351178169250488, -14.547893524169922, -5.931314945220947, -4.244879245758057, -3.264606237411499, -8.719538688659668, -0.9507617950439453, -2.7237625122070312, -7.7112812995910645, 4.135592937469482]"
datasources\LDC_female\wav\8NT2s1821.wav,neutral,two thousand four,distant,female,"[-427.29388427734375, 97.92548370361328, -42.7790641784668, 11.215249061584473, 6.368088245391846, -12.253264427185059, 1.6031079292297363, -21.848546981811523, -7.392444133758545, 12.883069038391113, -11.924238204956055, -14.622881889343262, -2.360687494277954, -1.8473931550979614, -5.938503265380859, -6.881370544433594, 1.4058631658554077, -2.369114875793457, -3.876683235168457, 7.634573936462402]"
datasources\LDC_female\wav\8NT2s1822.wav,neutral,two thousand four,distant,female,"[-435.66180419921875, 81.11868286132812, -28.820735931396484, 15.830896377563477, 7.275851726531982, -8.30862808227539, 5.2898478507995605, -16.762849807739258, -6.204469203948975, 13.909781455993652, -5.640403747558594, -9.21369457244873, -0.49366673827171326, -0.1701534241437912, -0.697452187538147, -2.868907928466797, 0.8288953900337219, 0.4642324447631836, -2.2616400718688965, 2.312570333480835]"
datasources\LDC_female\wav\8NT2s1860.wav,neutral,two thousand three,distant,female,"[-421.0207824707031, 91.38738250732422, -61.53354263305664, 13.85353946685791, 6.500133991241455, -7.18412446975708, 14.25318431854248, -18.949081420898438, -4.0984416007995605, 13.17570972442627, -11.788482666015625, -3.352332830429077, -1.1405415534973145, -9.16220474243164, -5.33062744140625, -9.272951126098633, -2.608187437057495, -3.0408241748809814, -8.231995582580566, 3.3881778717041016]"
datasources\LDC_female\wav\8NT2s1861.wav,neutral,two thousand three,distant,female,"[-441.1760559082031, 86.72039794921875, -62.11504364013672, 15.650443077087402, 7.810452938079834, -6.683680534362793, 17.428468704223633, -13.003654479980469, -2.3168091773986816, 11.039351463317871, -11.29343318939209, -3.0343658924102783, -2.6429312229156494, -8.110579490661621, -3.8331403732299805, -7.871976852416992, 1.1188937425613403, -0.49113136529922485, -7.513164520263672, 4.402135372161865]"
datasources\LDC_female\wav\8NT2s1862.wav,neutral,two thousand three,distant,female,"[-448.00189208984375, 73.19001007080078, -45.244422912597656, 8.743614196777344, 6.634681224822998, -4.478507995605469, 11.496044158935547, -7.828197956085205, 0.7291309237480164, 7.815098762512207, -10.056857109069824, -3.4291772842407227, -0.4163784384727478, -4.565281867980957, -4.217868328094482, -5.202775955200195, 3.124680995941162, -0.5622265934944153, -5.682910919189453, 4.331737518310547]"
datasources\LDC_female\wav\8NT2s2180.wav,neutral,eight thousand nine,distant,female,"[-327.1861572265625, 101.22699737548828, -70.9093017578125, 1.220780372619629, 4.668644428253174, -6.740313529968262, 12.656460762023926, -20.793094635009766, -8.279275894165039, 13.518325805664062, -7.844881534576416, -6.252768516540527, -2.848128080368042, -2.4202444553375244, 0.5888781547546387, -7.029326915740967, -0.1328907459974289, 1.1123933792114258, -2.4809770584106445, 7.799253463745117]"
datasources\LDC_female\wav\8NT2s2181.wav,neutral,eight thousand nine,distant,female,"[-322.1678466796875, 108.6308822631836, -89.05084228515625, 7.531441688537598, 3.975322961807251, -18.44057273864746, 8.965325355529785, -25.672170639038086, -9.41657829284668, 15.261796951293945, -12.399415016174316, -8.053023338317871, -0.37708985805511475, -3.905024766921997, -4.117657661437988, -7.873272895812988, 1.370382308959961, -3.337094783782959, -7.2041826248168945, 8.325323104858398]"
datasources\LDC_female\wav\8NT2s2182.wav,neutral,eight thousand nine,distant,female,"[-352.9642639160156, 90.35640716552734, -65.00255584716797, 5.1011481285095215, 2.3862321376800537, -12.135834693908691, 11.729996681213379, -16.471200942993164, -9.325943946838379, 10.367796897888184, -6.534914970397949, -6.513007164001465, -4.6745686531066895, -2.15423846244812, 1.1588584184646606, -6.5010857582092285, -0.960026741027832, -1.7482789754867554, -4.7179975509643555, 5.450449466705322]"
datasources\LDC_female\wav\8NT2s2183.wav,neutral,eight thousand nine,distant,female,"[-410.2528381347656, 79.78019714355469, -52.06072998046875, 6.201895713806152, 3.7987961769104004, -10.665715217590332, 10.527552604675293, -11.351740837097168, -6.676063060760498, 10.78637981414795, -3.6009743213653564, -4.517045974731445, -1.0577045679092407, -1.2802116870880127, -0.4655243754386902, -3.362424850463867, 0.3539789617061615, -3.4354567527770996, -5.414610385894775, 1.8039733171463013]"
datasources\LDC_female\wav\8NT2s2184.wav,neutral,eight thousand nine,distant,female,"[-358.8713684082031, 93.2502212524414, -63.615211486816406, 6.770209789276123, 5.7050580978393555, -7.255562782287598, 9.547986030578613, -20.754684448242188, -3.139991283416748, 14.10881519317627, -12.605982780456543, -5.656454563140869, 1.4396640062332153, -4.6325201988220215, -2.062535047531128, -2.4450032711029053, 1.2493512630462646, -3.8515100479125977, -4.765115737915039, 5.881970405578613]"
datasources\LDC_female\wav\8NT2s3180.wav,neutral,may thirteenth,distant,female,"[-430.666748046875, 82.11598205566406, -53.041908264160156, 14.944058418273926, 10.05631160736084, 0.18358923494815826, 21.55886459350586, -9.45046615600586, -4.9553728103637695, 6.985852241516113, -9.152558326721191, -2.3225653171539307, -1.973341464996338, -3.1595146656036377, -0.9897845983505249, -9.306295394897461, -0.6880680322647095, 1.7658618688583374, -2.856006383895874, 6.848519325256348]"
datasources\LDC_female\wav\8NT2s3181.wav,neutral,may thirteenth,distant,female,"[-417.333984375, 98.59928894042969, -76.57996368408203, 24.666385650634766, 10.381677627563477, -4.7247700691223145, 32.39772033691406, -10.92098617553711, -10.40857219696045, 6.312811851501465, -11.696492195129395, -1.942968487739563, -3.8633344173431396, -6.121185302734375, -2.1810269355773926, -11.472362518310547, -0.544607937335968, -1.2406103610992432, -9.225072860717773, 3.4240853786468506]"
datasources\LDC_female\wav\8NT2s3240.wav,neutral,june twenty-fifth,distant,female,"[-398.7109375, 85.34929656982422, -52.099822998046875, 9.05771541595459, 7.188273906707764, -4.761512279510498, 13.846931457519531, -14.123089790344238, -8.14803409576416, 8.068488121032715, -7.111825942993164, -4.084540843963623, -2.2000458240509033, -2.426161766052246, -1.220905065536499, -7.056302547454834, 4.232292652130127, 6.0181450843811035, -1.3776897192001343, 8.313934326171875]"
datasources\LDC_female\wav\8NT2s3241.wav,neutral,june twenty-fifth,distant,female,"[-366.78472900390625, 83.59748840332031, -57.19967269897461, 6.842531681060791, 10.188470840454102, -2.5793654918670654, 10.976460456848145, -16.75336456298828, -5.8944196701049805, 8.460163116455078, -13.276445388793945, -7.702788352966309, -0.5705853700637817, -3.855623245239258, -2.131145715713501, -5.045684814453125, -1.360405445098877, -3.148737907409668, -5.061264991760254, 3.651315212249756]"
datasources\LDC_female\wav\8NT2s3460.wav,neutral,seventy-eight,distant,female,"[-418.0955810546875, 76.25713348388672, -87.36222839355469, 20.134368896484375, 7.958182334899902, -7.469789028167725, 26.919979095458984, -17.407573699951172, -13.194347381591797, 6.900603771209717, -12.651785850524902, -3.976362705230713, -3.767298460006714, -5.693615436553955, -0.24004095792770386, -5.315155506134033, 3.524482250213623, -1.0648276805877686, -6.248284816741943, 5.584449768066406]"
datasources\LDC_female\wav\8NT2s3461.wav,neutral,seventy-eight,distant,female,"[-426.259765625, 81.97535705566406, -97.52008056640625, 28.98550033569336, 13.207819938659668, -7.973705768585205, 31.531845092773438, -16.91520118713379, -13.62653923034668, 6.868123531341553, -13.053668975830078, -2.399578809738159, -7.305588245391846, -8.244824409484863, 2.7149436473846436, -8.220614433288574, -1.2171629667282104, -2.8664724826812744, -9.370124816894531, 6.162614822387695]"
datasources\LDC_female\wav\8NT2s3462.wav,neutral,seventy-eight,distant,female,"[-417.9813537597656, 57.450870513916016, -57.68810272216797, 13.019455909729004, 8.763995170593262, -2.209138870239258, 18.090776443481445, -12.351743698120117, -9.029598236083984, 5.373822212219238, -7.751283645629883, -0.5553369522094727, -1.6552257537841797, -5.372676849365234, 3.166947364807129, 0.22699210047721863, 0.12151256948709488, -1.7584903240203857, -3.505667209625244, 3.2723679542541504]"
datasources\LDC_female\wav\8NT3s0160.wav,neutral,october sixth,tete a tete,female,"[-450.87908935546875, 124.6793441772461, -53.81404495239258, 52.17612838745117, 20.764896392822266, -8.072958946228027, 33.94438934326172, -0.3758167624473572, 7.34435510635376, 18.560028076171875, -4.199018478393555, 11.292241096496582, 3.2458362579345703, -1.910264253616333, 13.156392097473145, 2.8544631004333496, 9.755532264709473, 10.740922927856445, -1.0042245388031006, 7.633564472198486]"
datasources\LDC_female\wav\8NT3s0161.wav,neutral,october sixth,tete a tete,female,"[-444.349853515625, 120.71930694580078, -53.177528381347656, 49.83869934082031, 19.687423706054688, -10.80504035949707, 29.406166076660156, 0.0010334854014217854, 6.650492191314697, 14.33367919921875, -4.724436283111572, 11.605998992919922, 1.273621678352356, -1.8236562013626099, 14.856400489807129, 3.261881113052368, 9.903212547302246, 11.350870132446289, -2.2275331020355225, 5.310558795928955]"
datasources\LDC_female\wav\8NT3s0180.wav,neutral,six hundred six,tete a tete,female,"[-417.7094421386719, 130.27749633789062, -73.62601470947266, 64.12858581542969, 14.132668495178223, -14.660110473632812, 44.68629837036133, -5.079683303833008, 3.8875813484191895, 18.490446090698242, -9.636935234069824, 12.416086196899414, 4.268987655639648, 1.3667255640029907, 18.68842124938965, 1.0719773769378662, 7.29646110534668, 5.7815070152282715, -6.334056377410889, 10.004453659057617]"
datasources\LDC_female\wav\8NT3s0181.wav,neutral,six hundred six,tete a tete,female,"[-437.339599609375, 122.70217895507812, -72.9131851196289, 64.96411895751953, 17.239233016967773, -14.266145706176758, 43.11077880859375, -0.8332350254058838, 7.8133087158203125, 17.940011978149414, -9.577164649963379, 13.042606353759766, 4.024222373962402, 0.9880606532096863, 18.914798736572266, 1.7256865501403809, 6.914000988006592, 5.799866199493408, -5.438758373260498, 9.532758712768555]"
datasources\LDC_female\wav\8NT3s0320.wav,neutral,eight thousand three,tete a tete,female,"[-436.5814514160156, 148.34689331054688, -63.034820556640625, 49.133628845214844, 19.75220489501953, -2.074815034866333, 40.327392578125, -7.531108856201172, 1.7235851287841797, 16.095151901245117, -7.953585147857666, 11.128532409667969, 3.0674734115600586, -0.533888578414917, 14.946548461914062, 1.5901083946228027, 11.473630905151367, 11.914408683776855, -4.27580451965332, 6.837974548339844]"
datasources\LDC_female\wav\8NT3s0321.wav,neutral,eight thousand three,tete a tete,female,"[-460.6622009277344, 131.3700408935547, -62.77357864379883, 50.86033630371094, 18.43866539001465, -4.167682647705078, 39.620452880859375, -6.637160778045654, 2.0062718391418457, 16.080833435058594, -7.691988468170166, 11.09488296508789, 1.2063730955123901, -2.8386781215667725, 16.68352508544922, 3.4926536083221436, 9.626392364501953, 10.422457695007324, -4.7856268882751465, 7.195379734039307]"
datasources\LDC_female\wav\8NT3s1080.wav,neutral,june eleventh,tete a tete,female,"[-480.73468017578125, 123.38662719726562, -27.26341438293457, 43.207942962646484, 23.75868034362793, -0.4765670597553253, 28.843141555786133, 5.478178977966309, 9.35973834991455, 17.703880310058594, -0.5299491882324219, 9.377656936645508, 7.441685199737549, 4.113447666168213, 12.329901695251465, 3.075087547302246, 6.032464981079102, 5.51969051361084, -2.4265553951263428, 8.633946418762207]"
datasources\LDC_female\wav\8NT3s1100.wav,neutral,nine hundred twelve,tete a tete,female,"[-430.4786071777344, 153.48983764648438, -38.487186431884766, 40.644981384277344, 16.445240020751953, -7.613347053527832, 22.50811004638672, -7.115817546844482, 7.295473098754883, 15.384389877319336, -8.353203773498535, 7.839136600494385, 3.8135082721710205, 3.1226348876953125, 18.0711612701416, 5.550124168395996, 7.948407173156738, 7.28480863571167, -2.10921311378479, 8.224430084228516]"
datasources\LDC_female\wav\8NT3s1190.wav,neutral,one thousand ten,tete a tete,female,"[-447.30279541015625, 168.035888671875, -61.59837341308594, 53.89124298095703, 14.72836971282959, -14.545674324035645, 35.709712982177734, -5.593090534210205, 7.846902370452881, 19.577091217041016, -11.642511367797852, 8.231972694396973, 4.594703674316406, 3.0175819396972656, 17.359607696533203, 2.5098135471343994, 11.577731132507324, 8.153383255004883, -5.287321090698242, 11.643059730529785]"
datasources\LDC_female\wav\8NT3s1191.wav,neutral,one thousand ten,tete a tete,female,"[-458.1508483886719, 156.67977905273438, -54.63370132446289, 53.37704086303711, 12.272457122802734, -12.907861709594727, 33.52471923828125, -8.633491516113281, 8.340895652770996, 20.035926818847656, -12.49202823638916, 9.059372901916504, 7.244472503662109, 4.356342792510986, 18.17020606994629, 3.3531267642974854, 10.799646377563477, 8.826018333435059, -3.233912944793701, 12.052885055541992]"
datasources\LDC_female\wav\8NT3s1240.wav,neutral,april seventh,tete a tete,female,"[-523.857177734375, 140.22691345214844, -49.30961608886719, 58.2503662109375, 15.589117050170898, -8.983316421508789, 36.18501663208008, -4.132183074951172, 9.861625671386719, 20.326007843017578, -4.7589921951293945, 13.804828643798828, 3.7994534969329834, 4.734894752502441, 20.788833618164062, 1.6128325462341309, 9.44413948059082, 9.568536758422852, -3.666692018508911, 11.570201873779297]"
datasources\LDC_female\wav\8NT3s1270.wav,neutral,august thirteenth,tete a tete,female,"[-502.09307861328125, 142.1825408935547, -58.05619812011719, 57.70594024658203, 17.59958839416504, -10.692123413085938, 34.313201904296875, -6.778688430786133, 6.21891450881958, 18.665813446044922, -3.4725897312164307, 15.015972137451172, 3.2695260047912598, 3.9231464862823486, 20.485187530517578, 2.861447334289551, 9.8214111328125, 6.266700267791748, -7.184957027435303, 8.672248840332031]"
datasources\LDC_female\wav\8NT3s1271.wav,neutral,august thirteenth,tete a tete,female,"[-456.8228454589844, 140.07846069335938, -61.972862243652344, 58.54745101928711, 23.89873695373535, -7.826735019683838, 38.49425506591797, -3.4112789630889893, 2.5990896224975586, 17.028030395507812, -3.8705625534057617, 13.835702896118164, 4.485872268676758, 2.419174909591675, 18.765104293823242, 1.0628541707992554, 4.86450719833374, 6.932711124420166, -4.331211566925049, 6.238953590393066]"
datasources\LDC_female\wav\8NT3s1310.wav,neutral,eight hundred three,tete a tete,female,"[-457.9053039550781, 148.6164093017578, -57.66244125366211, 45.12253189086914, 23.766084671020508, 5.019283294677734, 39.827232360839844, -7.478176593780518, 4.328152179718018, 17.36688232421875, -10.786212921142578, 8.358595848083496, 4.16513204574585, -0.257496178150177, 14.931333541870117, 1.7033097743988037, 10.867319107055664, 13.767901420593262, -2.7995030879974365, 7.033576011657715]"
datasources\LDC_female\wav\8NT3s1311.wav,neutral,eight hundred three,tete a tete,female,"[-471.94866943359375, 136.7055206298828, -59.36725997924805, 45.73298645019531, 20.401384353637695, 2.06489634513855, 41.768646240234375, -4.2270426750183105, 3.487882614135742, 16.294078826904297, -7.915451526641846, 9.461687088012695, 1.8485949039459229, -1.1427887678146362, 15.280425071716309, 2.719005823135376, 11.632601737976074, 11.628336906433105, -3.4304118156433105, 9.984199523925781]"
datasources\LDC_female\wav\8NT3s1340.wav,neutral,february,tete a tete,female,"[-451.29730224609375, 108.58528137207031, -12.844677925109863, 29.428617477416992, 21.338468551635742, 5.427820682525635, 25.425342559814453, 9.93809700012207, 6.32419490814209, 8.723209381103516, 0.04671070724725723, 8.883296966552734, 9.352460861206055, 7.610289573669434, 8.503022193908691, 1.7457486391067505, 8.297085762023926, 5.671814441680908, -3.1318883895874023, 6.133400917053223]"
datasources\LDC_female\wav\8NT3s1350.wav,neutral,five hundred four,tete a tete,female,"[-436.76568603515625, 148.9547576904297, -38.728397369384766, 46.85822296142578, 15.771833419799805, -7.367557048797607, 29.100988388061523, -5.205379962921143, 5.835814476013184, 15.059488296508789, -8.156951904296875, 8.715746879577637, 3.1307077407836914, 1.453931212425232, 15.833155632019043, 3.4511375427246094, 10.51669979095459, 10.203531265258789, -3.1812872886657715, 7.169153213500977]"
datasources\LDC_female\wav\8NT3s1380.wav,neutral,four hundred five,tete a tete,female,"[-416.2187805175781, 155.0591278076172, -54.29684066772461, 41.390281677246094, 12.128461837768555, -12.750177383422852, 26.02814483642578, -9.623696327209473, 4.921333312988281, 16.202817916870117, -9.030969619750977, 9.421151161193848, 4.487797260284424, 2.4099884033203125, 17.287595748901367, 5.813708782196045, 12.398063659667969, 7.460275650024414, -5.782378673553467, 9.740758895874023]"
