situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: neutral, statements: two thousand four, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand nine, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand six, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand three, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand twelve, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three hundred ten, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: three hundred ten, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: one hundred nine, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: august second, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: august second, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four hundred twelve, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: four hundred twelve, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight thousand one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight thousand one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: ten thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: ten thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: april fourteenth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: april fourteenth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: five thousand two, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two hundred six, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: two hundred six, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight hundred one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: eight hundred one, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: one thousand nine, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: one thousand nine, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: september fourth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: september fourth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: six thousand four, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: six thousand four, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: october first, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: october first, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: six hundred four, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: fifty-seven, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: fifty-seven, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: june twenty-first, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: june twenty-first, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: march twenty-eighth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: march twenty-eighth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: march twenty-eighth, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: may thirty-first, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: may thirty-first, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: seventy-five, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: seventy-five, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: sixty-seven, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: neutral, statements: sixty-seven, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five hundred nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three thousand eight, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three thousand eight, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: december eighth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: december eighth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four thousand four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four thousand four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight thousand twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred eight, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: three hundred eight, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: november sixth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: november sixth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight hundred twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: eight hundred twelve, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: ten thousand nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: ten thousand nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two thousand one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one thousand three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: september third, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: september third, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six thousand ten, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six thousand ten, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: one hundred three, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october tenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: october tenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six hundred ten, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: six hundred ten, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine thousand two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april sixteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: april sixteenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four hundred four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: four hundred four, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: two hundred two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june seventeenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june seventeenth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine hundred two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: nine hundred two, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five thousand nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: five thousand nine, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fourteen sixty, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: fourteen sixty, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: january, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: january, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: twelve and a half, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: twelve and a half, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june twenty-third, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: june twenty-third, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: march twenty-ninth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: march twenty-ninth, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: may twenty-first, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: may twenty-first, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-one, Gender: female, Color: (30, 40, 30)
situation: distant, Emotion: neutral, statements: seventy-one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seven hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: seven hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight hundred four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: sixteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: sixteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may seventeenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may seventeenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one thousand five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: december ninth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: december ninth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four thousand ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: one hundred five, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fifteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: fifteen hundred, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august fourteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: august fourteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four hundred ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: four hundred ten, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine hundred nine, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine hundred nine, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: april eighteenth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five thousand three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five thousand three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred nine, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: two hundred nine, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: five hundred three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three thousand one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: september fifth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six thousand eight, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six thousand eight, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: three hundred one, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: eight thousand four, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand nine, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: nine thousand nine, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: october eighth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: october eighth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six hundred eight, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: six hundred eight, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: ten thousand three, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-eighth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: june twenty-eighth, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march thirty-first, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: march thirty-first, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-third, Gender: female, Color: (30, 40, 30)
situation: tete a tete, Emotion: neutral, statements: may twenty-third, Gender: female, Color: (30, 40, 30)
situation: conversation, Emotion: sadness, statements: one hundred six, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: one hundred six, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: eight thousand four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: eight thousand four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: fourteen sixty, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: fourteen sixty, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: january, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: january, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: january, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: october first, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: october first, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: six hundred four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: six hundred four, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: ten thousand three, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: ten thousand three, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five thousand six, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: five thousand six, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two hundred five, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: two hundred five, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: march twenty-first, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: march twenty-first, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: sadness, statements: march twenty-first, Gender: female, Color: (40, 0, 80)
situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: august sixteenth, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight hundred eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight hundred eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: eight hundred eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: five hundred nine, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: four thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: four thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: four thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: four thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine thousand six, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine thousand six, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: nine thousand six, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: seven hundred, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: seven hundred, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: seven hundred, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six thousand twelve, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six thousand twelve, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six thousand twelve, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: six thousand twelve, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: three thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: three thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: three thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: three thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: three thousand eight, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: july twenty-first, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: june twenty-first, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: june twenty-first, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: june twenty-first, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: may twenty-third, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: may twenty-third, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: may twenty-third, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: anxiety, statements: may twenty-third, Gender: female, Color: (127, 127, 127)
situation: conversation, Emotion: boredom, statements: april fifteenth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: april fifteenth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: eight thousand six, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five thousand twelve, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: five thousand twelve, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: july fourteenth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine hundred four, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: nine hundred four, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: one hundred twelve, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: one hundred twelve, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: six hundred six, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: thirteen hundred, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: thirteen hundred, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: two hundred one, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: two hundred one, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: six thousand six, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: october six, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: march twenty-sixth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: boredom, statements: march twenty-sixth, Gender: female, Color: (255, 255, 255)
situation: conversation, Emotion: disgust, statements: april second, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: april second, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: eight thousand twelve, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: eight thousand twelve, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: four hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: four hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: july seventh, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: july seventh, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: july seventh, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: may seventeenth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: nine hundred six, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: nine hundred six, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: october twelfth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: october twelfth, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: one thousand five, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: one thousand five, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: six hundred twelve, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: six hundred twelve, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: three hundred eight, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: two hundred three, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: disgust, statements: two hundred three, Gender: female, Color: (0, 112, 192)
situation: conversation, Emotion: hot anger, statements: december tenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: december tenth, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: eight hundred twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: eight hundred twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: five thousand five, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: five thousand five, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: four thousand twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: november third, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: one hundred five, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: ten thousand nine, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: three thousand twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: three thousand twelve, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: march thirty-first, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: march thirty-first, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: seventy-three, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: hot anger, statements: seventy-three, Gender: female, Color: (255, 0, 0)
situation: conversation, Emotion: happy, statements: three hundred nine, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: three hundred nine, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: april thirteenth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: april thirteenth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: eighteen hundred, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: four hundred nine, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: june eleventh, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: june eleventh, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: may twentieth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: may twentieth, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: nine hundred twelve, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one thousand one, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: one thousand one, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: september first, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: six thousand five, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: six thousand five, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: two thousand eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: happy, statements: two thousand eight, Gender: female, Color: (210, 255, 10)
situation: conversation, Emotion: neutral, statements: one hundred twelve, Gender: female, Color: (30, 40, 30)
