,emotion,statements,situation,gender
datasources\LDC_female\wav\7NT2s2751.wav,neutral,nine hundred two,distant,female
datasources\LDC_female\wav\7NT2s2810.wav,neutral,five thousand nine,distant,female
datasources\LDC_female\wav\7NT2s2811.wav,neutral,five thousand nine,distant,female
datasources\LDC_female\wav\7NT2s2820.wav,neutral,fourteen sixty,distant,female
datasources\LDC_female\wav\7NT2s2821.wav,neutral,fourteen sixty,distant,female
datasources\LDC_female\wav\7NT2s2830.wav,neutral,january,distant,female
datasources\LDC_female\wav\7NT2s2831.wav,neutral,january,distant,female
datasources\LDC_female\wav\7NT2s2930.wav,neutral,twelve and a half,distant,female
datasources\LDC_female\wav\7NT2s2931.wav,neutral,twelve and a half,distant,female
datasources\LDC_female\wav\7NT2s3290.wav,neutral,june twenty-third,distant,female
datasources\LDC_female\wav\7NT2s3291.wav,neutral,june twenty-third,distant,female
datasources\LDC_female\wav\7NT2s3350.wav,neutral,march twenty-ninth,distant,female
datasources\LDC_female\wav\7NT2s3351.wav,neutral,march twenty-ninth,distant,female
datasources\LDC_female\wav\7NT2s3410.wav,neutral,may twenty-first,distant,female
datasources\LDC_female\wav\7NT2s3411.wav,neutral,may twenty-first,distant,female
datasources\LDC_female\wav\7NT2s3500.wav,neutral,seventy-one,distant,female
datasources\LDC_female\wav\7NT2s3501.wav,neutral,seventy-one,distant,female
datasources\LDC_female\wav\7NT2s3502.wav,neutral,seventy-one,distant,female
datasources\LDC_female\wav\7NT3s0070.wav,neutral,seven hundred,tete a tete,female
datasources\LDC_female\wav\7NT3s0071.wav,neutral,seven hundred,tete a tete,female
datasources\LDC_female\wav\7NT3s0220.wav,neutral,eight hundred four,tete a tete,female
datasources\LDC_female\wav\7NT3s0221.wav,neutral,eight hundred four,tete a tete,female
datasources\LDC_female\wav\7NT3s0290.wav,neutral,sixteen hundred,tete a tete,female
datasources\LDC_female\wav\7NT3s0291.wav,neutral,sixteen hundred,tete a tete,female
datasources\LDC_female\wav\7NT3s0460.wav,neutral,may seventeenth,tete a tete,female
datasources\LDC_female\wav\7NT3s0461.wav,neutral,may seventeenth,tete a tete,female
datasources\LDC_female\wav\7NT3s0490.wav,neutral,one thousand five,tete a tete,female
datasources\LDC_female\wav\7NT3s0491.wav,neutral,one thousand five,tete a tete,female
datasources\LDC_female\wav\7NT3s0770.wav,neutral,two thousand five,tete a tete,female
datasources\LDC_female\wav\7NT3s0771.wav,neutral,two thousand five,tete a tete,female
datasources\LDC_female\wav\7NT3s0780.wav,neutral,two thousand ten,tete a tete,female
datasources\LDC_female\wav\7NT3s0781.wav,neutral,two thousand ten,tete a tete,female
datasources\LDC_female\wav\7NT3s0870.wav,neutral,december ninth,tete a tete,female
datasources\LDC_female\wav\7NT3s0871.wav,neutral,december ninth,tete a tete,female
datasources\LDC_female\wav\7NT3s0900.wav,neutral,four thousand ten,tete a tete,female
datasources\LDC_female\wav\7NT3s0901.wav,neutral,four thousand ten,tete a tete,female
datasources\LDC_female\wav\7NT3s1010.wav,neutral,one hundred five,tete a tete,female
datasources\LDC_female\wav\7NT3s1011.wav,neutral,one hundred five,tete a tete,female
datasources\LDC_female\wav\7NT3s1150.wav,neutral,fifteen hundred,tete a tete,female
datasources\LDC_female\wav\7NT3s1151.wav,neutral,fifteen hundred,tete a tete,female
datasources\LDC_female\wav\7NT3s1890.wav,neutral,august fourteenth,tete a tete,female
datasources\LDC_female\wav\7NT3s1891.wav,neutral,august fourteenth,tete a tete,female
datasources\LDC_female\wav\7NT3s1910.wav,neutral,four hundred ten,tete a tete,female
datasources\LDC_female\wav\7NT3s1911.wav,neutral,four hundred ten,tete a tete,female
datasources\LDC_female\wav\7NT3s2230.wav,neutral,nine hundred nine,tete a tete,female
datasources\LDC_female\wav\7NT3s2231.wav,neutral,nine hundred nine,tete a tete,female
datasources\LDC_female\wav\7NT3s2290.wav,neutral,april eighteenth,tete a tete,female
datasources\LDC_female\wav\7NT3s2310.wav,neutral,five thousand three,tete a tete,female
datasources\LDC_female\wav\7NT3s2311.wav,neutral,five thousand three,tete a tete,female
datasources\LDC_female\wav\7NT3s2370.wav,neutral,two hundred nine,tete a tete,female
datasources\LDC_female\wav\7NT3s2371.wav,neutral,two hundred nine,tete a tete,female
datasources\LDC_female\wav\7NT3s2480.wav,neutral,five hundred three,tete a tete,female
datasources\LDC_female\wav\7NT3s2481.wav,neutral,five hundred three,tete a tete,female
datasources\LDC_female\wav\7NT3s2550.wav,neutral,three thousand one,tete a tete,female
datasources\LDC_female\wav\7NT3s2551.wav,neutral,three thousand one,tete a tete,female
datasources\LDC_female\wav\7NT3s2680.wav,neutral,september fifth,tete a tete,female
datasources\LDC_female\wav\7NT3s2681.wav,neutral,september fifth,tete a tete,female
datasources\LDC_female\wav\7NT3s2690.wav,neutral,six thousand eight,tete a tete,female
datasources\LDC_female\wav\7NT3s2691.wav,neutral,six thousand eight,tete a tete,female
datasources\LDC_female\wav\7NT3s2780.wav,neutral,three hundred one,tete a tete,female
datasources\LDC_female\wav\7NT3s2781.wav,neutral,three hundred one,tete a tete,female
datasources\LDC_female\wav\7NT3s2800.wav,neutral,eight thousand four,tete a tete,female
datasources\LDC_female\wav\7NT3s2801.wav,neutral,eight thousand four,tete a tete,female
datasources\LDC_female\wav\7NT3s2870.wav,neutral,nine thousand nine,tete a tete,female
datasources\LDC_female\wav\7NT3s2871.wav,neutral,nine thousand nine,tete a tete,female
datasources\LDC_female\wav\7NT3s2880.wav,neutral,october eighth,tete a tete,female
datasources\LDC_female\wav\7NT3s2881.wav,neutral,october eighth,tete a tete,female
datasources\LDC_female\wav\7NT3s2900.wav,neutral,six hundred eight,tete a tete,female
datasources\LDC_female\wav\7NT3s2901.wav,neutral,six hundred eight,tete a tete,female
datasources\LDC_female\wav\7NT3s2920.wav,neutral,ten thousand three,tete a tete,female
datasources\LDC_female\wav\7NT3s2921.wav,neutral,ten thousand three,tete a tete,female
datasources\LDC_female\wav\7NT3s3230.wav,neutral,june twenty-eighth,tete a tete,female
datasources\LDC_female\wav\7NT3s3231.wav,neutral,june twenty-eighth,tete a tete,female
datasources\LDC_female\wav\7NT3s3300.wav,neutral,march thirty-first,tete a tete,female
datasources\LDC_female\wav\7NT3s3301.wav,neutral,march thirty-first,tete a tete,female
datasources\LDC_female\wav\7NT3s3450.wav,neutral,may twenty-third,tete a tete,female
datasources\LDC_female\wav\7NT3s3451.wav,neutral,may twenty-third,tete a tete,female
datasources\LDC_female\wav\7SN1s2610.wav,sadness,one hundred six,conversation,female
datasources\LDC_female\wav\7SN1s2611.wav,sadness,one hundred six,conversation,female
datasources\LDC_female\wav\7SN1s2800.wav,sadness,eight thousand four,conversation,female
datasources\LDC_female\wav\7SN1s2801.wav,sadness,eight thousand four,conversation,female
datasources\LDC_female\wav\7SN1s2820.wav,sadness,fourteen sixty,conversation,female
datasources\LDC_female\wav\7SN1s2821.wav,sadness,fourteen sixty,conversation,female
datasources\LDC_female\wav\7SN1s2830.wav,sadness,january,conversation,female
datasources\LDC_female\wav\7SN1s2831.wav,sadness,january,conversation,female
datasources\LDC_female\wav\7SN1s2832.wav,sadness,january,conversation,female
datasources\LDC_female\wav\7SN1s2890.wav,sadness,october first,conversation,female
datasources\LDC_female\wav\7SN1s2891.wav,sadness,october first,conversation,female
datasources\LDC_female\wav\7SN1s2910.wav,sadness,six hundred four,conversation,female
datasources\LDC_female\wav\7SN1s2911.wav,sadness,six hundred four,conversation,female
datasources\LDC_female\wav\7SN1s2920.wav,sadness,ten thousand three,conversation,female
datasources\LDC_female\wav\7SN1s2921.wav,sadness,ten thousand three,conversation,female
datasources\LDC_female\wav\7SN1s2970.wav,sadness,five thousand six,conversation,female
datasources\LDC_female\wav\7SN1s2971.wav,sadness,five thousand six,conversation,female
datasources\LDC_female\wav\7SN1s2990.wav,sadness,two hundred five,conversation,female
datasources\LDC_female\wav\7SN1s2991.wav,sadness,two hundred five,conversation,female
datasources\LDC_female\wav\7SN1s3330.wav,sadness,march twenty-first,conversation,female
datasources\LDC_female\wav\7SN1s3331.wav,sadness,march twenty-first,conversation,female
datasources\LDC_female\wav\7SN1s3332.wav,sadness,march twenty-first,conversation,female
datasources\LDC_female\wav\8AX1s0010.wav,anxiety,august sixteenth,conversation,female
datasources\LDC_female\wav\8AX1s0011.wav,anxiety,august sixteenth,conversation,female
datasources\LDC_female\wav\8AX1s0012.wav,anxiety,august sixteenth,conversation,female
datasources\LDC_female\wav\8AX1s0013.wav,anxiety,august sixteenth,conversation,female
datasources\LDC_female\wav\8AX1s0020.wav,anxiety,eight hundred eight,conversation,female
datasources\LDC_female\wav\8AX1s0021.wav,anxiety,eight hundred eight,conversation,female
datasources\LDC_female\wav\8AX1s0022.wav,anxiety,eight hundred eight,conversation,female
datasources\LDC_female\wav\8AX1s0030.wav,anxiety,five hundred nine,conversation,female
datasources\LDC_female\wav\8AX1s0031.wav,anxiety,five hundred nine,conversation,female
datasources\LDC_female\wav\8AX1s0032.wav,anxiety,five hundred nine,conversation,female
datasources\LDC_female\wav\8AX1s0033.wav,anxiety,five hundred nine,conversation,female
datasources\LDC_female\wav\8AX1s0034.wav,anxiety,five hundred nine,conversation,female
datasources\LDC_female\wav\8AX1s0040.wav,anxiety,four thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s0041.wav,anxiety,four thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s0042.wav,anxiety,four thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s0043.wav,anxiety,four thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s0060.wav,anxiety,nine thousand six,conversation,female
datasources\LDC_female\wav\8AX1s0061.wav,anxiety,nine thousand six,conversation,female
datasources\LDC_female\wav\8AX1s0062.wav,anxiety,nine thousand six,conversation,female
datasources\LDC_female\wav\8AX1s0070.wav,anxiety,seven hundred,conversation,female
datasources\LDC_female\wav\8AX1s0071.wav,anxiety,seven hundred,conversation,female
datasources\LDC_female\wav\8AX1s0072.wav,anxiety,seven hundred,conversation,female
datasources\LDC_female\wav\8AX1s0080.wav,anxiety,six thousand twelve,conversation,female
datasources\LDC_female\wav\8AX1s0081.wav,anxiety,six thousand twelve,conversation,female
datasources\LDC_female\wav\8AX1s0082.wav,anxiety,six thousand twelve,conversation,female
datasources\LDC_female\wav\8AX1s0083.wav,anxiety,six thousand twelve,conversation,female
datasources\LDC_female\wav\8AX1s0090.wav,anxiety,three thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s0091.wav,anxiety,three thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s0092.wav,anxiety,three thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s0093.wav,anxiety,three thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s0094.wav,anxiety,three thousand eight,conversation,female
datasources\LDC_female\wav\8AX1s3220.wav,anxiety,july twenty-first,conversation,female
datasources\LDC_female\wav\8AX1s3250.wav,anxiety,june twenty-first,conversation,female
datasources\LDC_female\wav\8AX1s3251.wav,anxiety,june twenty-first,conversation,female
datasources\LDC_female\wav\8AX1s3252.wav,anxiety,june twenty-first,conversation,female
datasources\LDC_female\wav\8AX1s3450.wav,anxiety,may twenty-third,conversation,female
datasources\LDC_female\wav\8AX1s3451.wav,anxiety,may twenty-third,conversation,female
datasources\LDC_female\wav\8AX1s3452.wav,anxiety,may twenty-third,conversation,female
datasources\LDC_female\wav\8AX1s3453.wav,anxiety,may twenty-third,conversation,female
datasources\LDC_female\wav\8BD1s0100.wav,boredom,april fifteenth,conversation,female
datasources\LDC_female\wav\8BD1s0101.wav,boredom,april fifteenth,conversation,female
datasources\LDC_female\wav\8BD1s0110.wav,boredom,eight thousand six,conversation,female
datasources\LDC_female\wav\8BD1s0120.wav,boredom,five thousand twelve,conversation,female
datasources\LDC_female\wav\8BD1s0121.wav,boredom,five thousand twelve,conversation,female
datasources\LDC_female\wav\8BD1s0130.wav,boredom,july fourteenth,conversation,female
datasources\LDC_female\wav\8BD1s0150.wav,boredom,nine hundred four,conversation,female
datasources\LDC_female\wav\8BD1s0151.wav,boredom,nine hundred four,conversation,female
datasources\LDC_female\wav\8BD1s0170.wav,boredom,one hundred twelve,conversation,female
datasources\LDC_female\wav\8BD1s0171.wav,boredom,one hundred twelve,conversation,female
datasources\LDC_female\wav\8BD1s0180.wav,boredom,six hundred six,conversation,female
datasources\LDC_female\wav\8BD1s0190.wav,boredom,thirteen hundred,conversation,female
datasources\LDC_female\wav\8BD1s0191.wav,boredom,thirteen hundred,conversation,female
datasources\LDC_female\wav\8BD1s0200.wav,boredom,two hundred one,conversation,female
datasources\LDC_female\wav\8BD1s0201.wav,boredom,two hundred one,conversation,female
datasources\LDC_female\wav\8BD1s1710.wav,boredom,six thousand six,conversation,female
datasources\LDC_female\wav\8BD1s3170.wav,boredom,october six,conversation,female
datasources\LDC_female\wav\8BD1s3360.wav,boredom,march twenty-sixth,conversation,female
datasources\LDC_female\wav\8BD1s3361.wav,boredom,march twenty-sixth,conversation,female
datasources\LDC_female\wav\8DG1s0420.wav,disgust,april second,conversation,female
datasources\LDC_female\wav\8DG1s0421.wav,disgust,april second,conversation,female
datasources\LDC_female\wav\8DG1s0430.wav,disgust,eight thousand twelve,conversation,female
datasources\LDC_female\wav\8DG1s0431.wav,disgust,eight thousand twelve,conversation,female
datasources\LDC_female\wav\8DG1s0440.wav,disgust,four hundred eight,conversation,female
datasources\LDC_female\wav\8DG1s0441.wav,disgust,four hundred eight,conversation,female
datasources\LDC_female\wav\8DG1s0450.wav,disgust,july seventh,conversation,female
datasources\LDC_female\wav\8DG1s0451.wav,disgust,july seventh,conversation,female
datasources\LDC_female\wav\8DG1s0452.wav,disgust,july seventh,conversation,female
datasources\LDC_female\wav\8DG1s0460.wav,disgust,may seventeenth,conversation,female
datasources\LDC_female\wav\8DG1s0470.wav,disgust,nine hundred six,conversation,female
datasources\LDC_female\wav\8DG1s0471.wav,disgust,nine hundred six,conversation,female
datasources\LDC_female\wav\8DG1s0480.wav,disgust,october twelfth,conversation,female
datasources\LDC_female\wav\8DG1s0481.wav,disgust,october twelfth,conversation,female
datasources\LDC_female\wav\8DG1s0490.wav,disgust,one thousand five,conversation,female
datasources\LDC_female\wav\8DG1s0491.wav,disgust,one thousand five,conversation,female
datasources\LDC_female\wav\8DG1s0500.wav,disgust,six hundred twelve,conversation,female
datasources\LDC_female\wav\8DG1s0501.wav,disgust,six hundred twelve,conversation,female
datasources\LDC_female\wav\8DG1s0510.wav,disgust,three hundred eight,conversation,female
datasources\LDC_female\wav\8DG1s0511.wav,disgust,three hundred eight,conversation,female
datasources\LDC_female\wav\8DG1s0512.wav,disgust,three hundred eight,conversation,female
datasources\LDC_female\wav\8DG1s0520.wav,disgust,two hundred three,conversation,female
datasources\LDC_female\wav\8DG1s0521.wav,disgust,two hundred three,conversation,female
datasources\LDC_female\wav\8HA1s0950.wav,hot anger,december tenth,conversation,female
datasources\LDC_female\wav\8HA1s0951.wav,hot anger,december tenth,conversation,female
datasources\LDC_female\wav\8HA1s0960.wav,hot anger,eight hundred twelve,conversation,female
datasources\LDC_female\wav\8HA1s0961.wav,hot anger,eight hundred twelve,conversation,female
datasources\LDC_female\wav\8HA1s0970.wav,hot anger,five thousand five,conversation,female
datasources\LDC_female\wav\8HA1s0971.wav,hot anger,five thousand five,conversation,female
datasources\LDC_female\wav\8HA1s0980.wav,hot anger,four thousand twelve,conversation,female
datasources\LDC_female\wav\8HA1s1000.wav,hot anger,november third,conversation,female
datasources\LDC_female\wav\8HA1s1010.wav,hot anger,one hundred five,conversation,female
datasources\LDC_female\wav\8HA1s1030.wav,hot anger,ten thousand nine,conversation,female
datasources\LDC_female\wav\8HA1s1040.wav,hot anger,three thousand twelve,conversation,female
datasources\LDC_female\wav\8HA1s1041.wav,hot anger,three thousand twelve,conversation,female
datasources\LDC_female\wav\8HA1s3300.wav,hot anger,march thirty-first,conversation,female
datasources\LDC_female\wav\8HA1s3301.wav,hot anger,march thirty-first,conversation,female
datasources\LDC_female\wav\8HA1s3520.wav,hot anger,seventy-three,conversation,female
datasources\LDC_female\wav\8HA1s3521.wav,hot anger,seventy-three,conversation,female
datasources\LDC_female\wav\8HP1s0740.wav,happy,three hundred nine,conversation,female
datasources\LDC_female\wav\8HP1s0741.wav,happy,three hundred nine,conversation,female
datasources\LDC_female\wav\8HP1s1050.wav,happy,april thirteenth,conversation,female
datasources\LDC_female\wav\8HP1s1051.wav,happy,april thirteenth,conversation,female
datasources\LDC_female\wav\8HP1s1060.wav,happy,eighteen hundred,conversation,female
datasources\LDC_female\wav\8HP1s1070.wav,happy,four hundred nine,conversation,female
datasources\LDC_female\wav\8HP1s1080.wav,happy,june eleventh,conversation,female
datasources\LDC_female\wav\8HP1s1081.wav,happy,june eleventh,conversation,female
datasources\LDC_female\wav\8HP1s1090.wav,happy,may twentieth,conversation,female
datasources\LDC_female\wav\8HP1s1091.wav,happy,may twentieth,conversation,female
datasources\LDC_female\wav\8HP1s1100.wav,happy,nine hundred twelve,conversation,female
datasources\LDC_female\wav\8HP1s1110.wav,happy,one thousand one,conversation,female
datasources\LDC_female\wav\8HP1s1111.wav,happy,one thousand one,conversation,female
datasources\LDC_female\wav\8HP1s1120.wav,happy,september first,conversation,female
datasources\LDC_female\wav\8HP1s1130.wav,happy,six thousand five,conversation,female
datasources\LDC_female\wav\8HP1s1131.wav,happy,six thousand five,conversation,female
datasources\LDC_female\wav\8HP1s1140.wav,happy,two thousand eight,conversation,female
datasources\LDC_female\wav\8HP1s1141.wav,happy,two thousand eight,conversation,female
datasources\LDC_female\wav\8NT1s0170.wav,neutral,one hundred twelve,conversation,female
datasources\LDC_female\wav\8NT1s0171.wav,neutral,one hundred twelve,conversation,female
datasources\LDC_female\wav\8NT1s0370.wav,neutral,october third,conversation,female
datasources\LDC_female\wav\8NT1s0390.wav,neutral,six hundred three,conversation,female
datasources\LDC_female\wav\8NT1s0780.wav,neutral,two thousand ten,conversation,female
datasources\LDC_female\wav\8NT1s0781.wav,neutral,two thousand ten,conversation,female
datasources\LDC_female\wav\8NT1s0810.wav,neutral,march eleventh,conversation,female
datasources\LDC_female\wav\8NT1s0811.wav,neutral,march eleventh,conversation,female
datasources\LDC_female\wav\8NT1s0820.wav,neutral,nineteen hundred,conversation,female
datasources\LDC_female\wav\8NT1s0821.wav,neutral,nineteen hundred,conversation,female
datasources\LDC_female\wav\8NT1s1050.wav,neutral,april thirteenth,conversation,female
datasources\LDC_female\wav\8NT1s1070.wav,neutral,four hundred nine,conversation,female
datasources\LDC_female\wav\8NT1s1140.wav,neutral,two thousand eight,conversation,female
datasources\LDC_female\wav\8NT1s1180.wav,neutral,nine thousand eight,conversation,female
datasources\LDC_female\wav\8NT1s1181.wav,neutral,nine thousand eight,conversation,female
datasources\LDC_female\wav\8NT1s1280.wav,neutral,december fifth,conversation,female
datasources\LDC_female\wav\8NT1s1281.wav,neutral,december fifth,conversation,female
datasources\LDC_female\wav\8NT1s1320.wav,neutral,eight hundred two,conversation,female
datasources\LDC_female\wav\8NT1s1321.wav,neutral,eight hundred two,conversation,female
datasources\LDC_female\wav\8NT1s1330.wav,neutral,eight thousand two,conversation,female
datasources\LDC_female\wav\8NT1s1331.wav,neutral,eight thousand two,conversation,female
datasources\LDC_female\wav\8NT1s1360.wav,neutral,five hundred one,conversation,female
datasources\LDC_female\wav\8NT1s1370.wav,neutral,five thousand one,conversation,female
datasources\LDC_female\wav\8NT1s1371.wav,neutral,five thousand one,conversation,female
datasources\LDC_female\wav\8NT1s1410.wav,neutral,four thousand nine,conversation,female
datasources\LDC_female\wav\8NT1s1411.wav,neutral,four thousand nine,conversation,female
datasources\LDC_female\wav\8NT1s1440.wav,neutral,july eighteenth,conversation,female
datasources\LDC_female\wav\8NT1s1441.wav,neutral,july eighteenth,conversation,female
datasources\LDC_female\wav\8NT1s1450.wav,neutral,june thirtieth,conversation,female
datasources\LDC_female\wav\8NT1s1520.wav,neutral,nine hundred eight,conversation,female
datasources\LDC_female\wav\8NT1s1521.wav,neutral,nine hundred eight,conversation,female
datasources\LDC_female\wav\8NT1s1580.wav,neutral,november tenth,conversation,female
datasources\LDC_female\wav\8NT1s1640.wav,neutral,one thousand twelve,conversation,female
datasources\LDC_female\wav\8NT1s1670.wav,neutral,september twelfth,conversation,female
datasources\LDC_female\wav\8NT1s1671.wav,neutral,september twelfth,conversation,female
datasources\LDC_female\wav\8NT1s1720.wav,neutral,six thousand three,conversation,female
datasources\LDC_female\wav\8NT1s1721.wav,neutral,six thousand three,conversation,female
datasources\LDC_female\wav\8NT1s1740.wav,neutral,ten thousand one,conversation,female
datasources\LDC_female\wav\8NT1s1741.wav,neutral,ten thousand one,conversation,female
datasources\LDC_female\wav\8NT1s1760.wav,neutral,three hundred five,conversation,female
datasources\LDC_female\wav\8NT1s1780.wav,neutral,three thousand five,conversation,female
datasources\LDC_female\wav\8NT1s1800.wav,neutral,two hundred eight,conversation,female
datasources\LDC_female\wav\8NT1s1801.wav,neutral,two hundred eight,conversation,female
datasources\LDC_female\wav\8NT1s1830.wav,neutral,two thousand nine,conversation,female
datasources\LDC_female\wav\8NT1s1840.wav,neutral,two thousand one,conversation,female
datasources\LDC_female\wav\8NT1s1850.wav,neutral,two thousand six,conversation,female
datasources\LDC_female\wav\8NT1s1851.wav,neutral,two thousand six,conversation,female
datasources\LDC_female\wav\8NT1s1860.wav,neutral,two thousand three,conversation,female
datasources\LDC_female\wav\8NT1s1870.wav,neutral,two thousand twelve,conversation,female
datasources\LDC_female\wav\8NT1s1880.wav,neutral,two thousand two,conversation,female
datasources\LDC_female\wav\8NT1s3360.wav,neutral,march twenty-sixth,conversation,female
datasources\LDC_female\wav\8NT1s3420.wav,neutral,may twenty-fourth,conversation,female
datasources\LDC_female\wav\8NT1s3421.wav,neutral,may twenty-fourth,conversation,female
datasources\LDC_female\wav\8NT1s3510.wav,neutral,seventy-six,conversation,female
datasources\LDC_female\wav\8NT1s3511.wav,neutral,seventy-six,conversation,female
datasources\LDC_female\wav\8NT2s0100.wav,neutral,april fifteenth,distant,female
datasources\LDC_female\wav\8NT2s0101.wav,neutral,april fifteenth,distant,female
datasources\LDC_female\wav\8NT2s0102.wav,neutral,april fifteenth,distant,female
datasources\LDC_female\wav\8NT2s0120.wav,neutral,five thousand twelve,distant,female
datasources\LDC_female\wav\8NT2s0121.wav,neutral,five thousand twelve,distant,female
datasources\LDC_female\wav\8NT2s0122.wav,neutral,five thousand twelve,distant,female
datasources\LDC_female\wav\8NT2s0200.wav,neutral,two hundred one,distant,female
datasources\LDC_female\wav\8NT2s0201.wav,neutral,two hundred one,distant,female
datasources\LDC_female\wav\8NT2s0290.wav,neutral,sixteen hundred,distant,female
datasources\LDC_female\wav\8NT2s0291.wav,neutral,sixteen hundred,distant,female
datasources\LDC_female\wav\8NT2s0292.wav,neutral,sixteen hundred,distant,female
datasources\LDC_female\wav\8NT2s0340.wav,neutral,july second,distant,female
datasources\LDC_female\wav\8NT2s0341.wav,neutral,july second,distant,female
datasources\LDC_female\wav\8NT2s0342.wav,neutral,july second,distant,female
datasources\LDC_female\wav\8NT2s0343.wav,neutral,july second,distant,female
datasources\LDC_female\wav\8NT2s0360.wav,neutral,nine hundred one,distant,female
datasources\LDC_female\wav\8NT2s0361.wav,neutral,nine hundred one,distant,female
datasources\LDC_female\wav\8NT2s0800.wav,neutral,five hundred twelve,distant,female
datasources\LDC_female\wav\8NT2s0801.wav,neutral,five hundred twelve,distant,female
datasources\LDC_female\wav\8NT2s0860.wav,neutral,three thousand six,distant,female
datasources\LDC_female\wav\8NT2s0861.wav,neutral,three thousand six,distant,female
datasources\LDC_female\wav\8NT2s0862.wav,neutral,three thousand six,distant,female
datasources\LDC_female\wav\8NT2s0863.wav,neutral,three thousand six,distant,female
datasources\LDC_female\wav\8NT2s1120.wav,neutral,september first,distant,female
datasources\LDC_female\wav\8NT2s1121.wav,neutral,september first,distant,female
datasources\LDC_female\wav\8NT2s1122.wav,neutral,september first,distant,female
datasources\LDC_female\wav\8NT2s1123.wav,neutral,september first,distant,female
datasources\LDC_female\wav\8NT2s1130.wav,neutral,six thousand five,distant,female
datasources\LDC_female\wav\8NT2s1131.wav,neutral,six thousand five,distant,female
datasources\LDC_female\wav\8NT2s1132.wav,neutral,six thousand five,distant,female
datasources\LDC_female\wav\8NT2s1150.wav,neutral,fifteen hundred,distant,female
datasources\LDC_female\wav\8NT2s1151.wav,neutral,fifteen hundred,distant,female
datasources\LDC_female\wav\8NT2s1220.wav,neutral,three hundred six,distant,female
datasources\LDC_female\wav\8NT2s1221.wav,neutral,three hundred six,distant,female
datasources\LDC_female\wav\8NT2s1222.wav,neutral,three hundred six,distant,female
datasources\LDC_female\wav\8NT2s1223.wav,neutral,three hundred six,distant,female
datasources\LDC_female\wav\8NT2s1260.wav,neutral,august nineteenth,distant,female
datasources\LDC_female\wav\8NT2s1261.wav,neutral,august nineteenth,distant,female
datasources\LDC_female\wav\8NT2s1262.wav,neutral,august nineteenth,distant,female
datasources\LDC_female\wav\8NT2s1263.wav,neutral,august nineteenth,distant,female
datasources\LDC_female\wav\8NT2s1290.wav,neutral,december sixth,distant,female
datasources\LDC_female\wav\8NT2s1291.wav,neutral,december sixth,distant,female
datasources\LDC_female\wav\8NT2s1292.wav,neutral,december sixth,distant,female
datasources\LDC_female\wav\8NT2s1300.wav,neutral,eight hundred nine,distant,female
datasources\LDC_female\wav\8NT2s1301.wav,neutral,eight hundred nine,distant,female
datasources\LDC_female\wav\8NT2s1390.wav,neutral,four hundred three,distant,female
datasources\LDC_female\wav\8NT2s1391.wav,neutral,four hundred three,distant,female
datasources\LDC_female\wav\8NT2s1420.wav,neutral,four thousand three,distant,female
datasources\LDC_female\wav\8NT2s1421.wav,neutral,four thousand three,distant,female
datasources\LDC_female\wav\8NT2s1422.wav,neutral,four thousand three,distant,female
datasources\LDC_female\wav\8NT2s1423.wav,neutral,four thousand three,distant,female
datasources\LDC_female\wav\8NT2s1480.wav,neutral,march twentieth,distant,female
datasources\LDC_female\wav\8NT2s1481.wav,neutral,march twentieth,distant,female
datasources\LDC_female\wav\8NT2s1482.wav,neutral,march twentieth,distant,female
datasources\LDC_female\wav\8NT2s1500.wav,neutral,may thirtieth,distant,female
datasources\LDC_female\wav\8NT2s1501.wav,neutral,may thirtieth,distant,female
datasources\LDC_female\wav\8NT2s1502.wav,neutral,may thirtieth,distant,female
datasources\LDC_female\wav\8NT2s1503.wav,neutral,may thirtieth,distant,female
datasources\LDC_female\wav\8NT2s1530.wav,neutral,nine thousand one,distant,female
datasources\LDC_female\wav\8NT2s1531.wav,neutral,nine thousand one,distant,female
datasources\LDC_female\wav\8NT2s1532.wav,neutral,nine thousand one,distant,female
datasources\LDC_female\wav\8NT2s1533.wav,neutral,nine thousand one,distant,female
datasources\LDC_female\wav\8NT2s1534.wav,neutral,nine thousand one,distant,female
datasources\LDC_female\wav\8NT2s1560.wav,neutral,november eighth,distant,female
datasources\LDC_female\wav\8NT2s1561.wav,neutral,november eighth,distant,female
datasources\LDC_female\wav\8NT2s1590.wav,neutral,october fifth,distant,female
datasources\LDC_female\wav\8NT2s1591.wav,neutral,october fifth,distant,female
datasources\LDC_female\wav\8NT2s1592.wav,neutral,october fifth,distant,female
datasources\LDC_female\wav\8NT2s1600.wav,neutral,one hundred four,distant,female
datasources\LDC_female\wav\8NT2s1601.wav,neutral,one hundred four,distant,female
datasources\LDC_female\wav\8NT2s1630.wav,neutral,one thousand four,distant,female
datasources\LDC_female\wav\8NT2s1631.wav,neutral,one thousand four,distant,female
datasources\LDC_female\wav\8NT2s1632.wav,neutral,one thousand four,distant,female
datasources\LDC_female\wav\8NT2s1633.wav,neutral,one thousand four,distant,female
